onset_img,ID,response,delay_frames_before,word_score_warriner,condition,word_label,duration_frames,img_trigger,age,pause_trigger,word_trigger,word,gender,key_t,pause_trigger_t,no,session,duration_measured_word,img,offset_word,rt,word_score_pc,scan day,onset_word,offset_img,duration_measured_img,delay_frames_after,correct_resp
88.72869630000059,12345,y,120,5.25,faceWord_exp,neu,42,22,22,42,13,stapler,female,89.15541410000151,87.65607749999617,20,5,0.6967762999993283,image_stim_n.png,86.65530469999794,0.4267178000009153,0.19443075193465506,Monday,85.95852839999861,89.41855329999817,0.6898569999975734,60,1
93.19118799999706,12345,b,120,7.05,faceWord_exp,pos,42,21,22,31,11,cherry,female,93.60225789999822,92.13557339999534,21,5,0.6973264000043855,image_stim_p.png,91.13475029999972,0.4110699000011664,-1.7441234463665167,Monday,90.43742389999534,93.88348099999712,0.6922930000000633,60,1
96.6764189999958,12345,y,60,2.33,faceWord_exp,neg,42,22,22,32,12,dangerous,female,97.13331169999583,92.13557339999534,22,5,0.6925217000025441,image_stim_n.png,95.5984849000015,0.4568927000000258,3.17672342877373,Monday,94.90596319999895,97.3626030000014,0.6861840000055963,120,1
101.15221210000163,12345,b,60,4.81,faceWord_exp,neg,42,22,22,32,12,cab,female,101.46244409999781,92.13557339999534,23,5,0.68385280000075,image_stim_n.png,100.06154560000141,0.31023199999617646,0.1828236131989572,Monday,99.37769280000066,101.84360279999964,0.69139069999801,120,0
105.59373219999543,12345,b,60,7.0,faceWord_exp,pos,42,21,22,31,11,water,female,106.0743788999971,92.13557339999534,24,5,0.681065500000841,image_stim_p.png,104.54026539999904,0.480646700001671,-1.2320142343270626,Monday,103.8591998999982,106.27177519999532,0.6780429999998887,120,1
110.02951580000081,12345,b,60,5.11,faceWord_exp,neu,42,21,22,41,13,newspaper,female,110.5026127999954,92.13557339999534,25,5,0.6950187999973423,image_stim_p.png,108.98721809999552,0.47309699999459554,0.3309936143559913,Monday,108.29219929999817,110.71931999999651,0.6898041999957059,120,1
114.48379589999968,12345,y,60,4.65,faceWord_exp,neg,42,22,22,32,12,army,female,114.97227909999492,92.13557339999534,26,5,0.6901116999943042,image_stim_n.png,113.41689029999543,0.4884831999952439,1.399169263323496,Monday,112.72677860000113,115.16647689999809,0.6826809999984107,120,1
119.94539789999544,12345,y,120,5.57,faceWord_exp,neu,42,22,22,42,13,rum,female,120.39990469999611,118.86401439999463,27,5,0.6909534999940661,image_stim_n.png,117.86393219999445,0.45450680000067223,-1.1343736111597311,Monday,117.17297870000039,120.62701479999669,0.6816169000012451,60,1
123.40297869999631,12345,y,60,3.0,faceWord_exp,neg,42,22,22,32,12,dread,female,123.97909749999963,118.86401439999463,28,5,0.6921131999988575,image_stim_n.png,122.32732569999644,0.5761188000033144,4.006417686109669,Monday,121.63521249999758,124.09173909999663,0.6887604000003194,120,1
128.8613419999965,12345,b,120,6.05,faceWord_exp,pos,42,21,22,31,11,drum,female,129.2210567000002,127.80670969999483,29,5,0.6952453999983845,image_stim_p.png,126.80920029999834,0.35971470000367844,-1.4373817092238501,Monday,126.11395489999995,129.55371860000014,0.6923766000036267,60,1
133.30801619999693,12345,y,120,5.58,faceWord_exp,neu,42,22,22,42,13,dime,female,133.80079960000148,132.2525867000004,30,5,0.6877860000022338,image_stim_n.png,131.2525534000015,0.492783400004555,-0.8220066925000616,Monday,130.56476739999925,133.9995237999974,0.6915076000004774,60,1
136.74168989999453,12345,b,60,7.16,faceWord_exp,pos,42,21,22,31,11,bed,female,137.21473329999571,132.2525867000004,31,5,0.6850107999998727,image_stim_p.png,135.7000609999959,0.4730434000011883,-1.962809513975644,Monday,135.01505019999604,137.43166039999778,0.6899705000032554,120,1
142.23368249999476,12345,y,120,3.81,faceWord_exp,neg,42,22,22,32,12,vice,female,142.59676039999613,141.14488819999679,32,5,0.6896476999972947,image_stim_n.png,140.14526939999632,0.36307790000137175,2.1399531488678094,Monday,139.45562169999903,142.92583219999506,0.6921497000003001,60,1
146.69872689999465,12345,b,120,7.25,faceWord_exp,pos,42,21,22,31,11,wit,female,147.0921462999977,145.62349359999644,33,5,0.6804078000059235,image_stim_p.png,144.62371490000078,0.3934194000030402,-1.2397352233188434,Monday,143.94330709999485,147.3890618000005,0.690334900005837,60,1
150.17853249999462,12345,b,60,7.84,faceWord_exp,pos,42,21,22,31,11,friendly,female,150.78897139999754,145.62349359999644,34,5,0.6913934999975027,image_stim_p.png,149.1033393999969,0.6104389000029187,-2.9544920916265727,Monday,148.4119458999994,150.86934589999873,0.6908134000041173,120,1
154.61208919999626,12345,y,60,2.9,faceWord_exp,neg,42,22,22,32,12,curse,female,155.06954509999923,145.62349359999644,35,5,0.6806635999964783,image_stim_n.png,153.56688649999705,0.45745590000296943,3.659937177091274,Monday,152.88622290000058,155.2989893999984,0.6869002000021283,120,1
160.1919523999968,12345,y,120,4.5,faceWord_exp,neg,42,22,22,32,12,election,female,160.8131113999989,158.99939549999544,36,5,0.6930395000017597,image_stim_n.png,157.9997766000015,0.6211590000020806,0.5712560851538326,Monday,157.30673709999974,160.8763570999945,0.6844046999976854,60,1
163.6858371999988,12345,b,60,6.14,faceWord_exp,pos,42,21,22,31,11,theater,female,164.06124550000095,158.99939549999544,37,5,0.6965835000009974,image_stim_p.png,162.59232699999848,0.37540830000216374,-1.8816288507581482,Monday,161.89574349999748,164.37492129999737,0.6890840999985812,120,1
169.14330530000007,12345,y,120,3.7,faceWord_exp,neg,42,22,22,32,12,mob,female,169.68899899999815,168.072911999996,38,5,0.689061999997648,image_stim_n.png,167.074329199997,0.5456936999980826,2.490397821352158,Monday,166.38526719999936,169.8221577000004,0.6788524000003235,60,1
172.58520139999746,12345,b,60,6.62,faceWord_exp,pos,42,21,22,31,11,intellect,female,173.08662829999957,168.072911999996,39,5,0.6898767999955453,image_stim_p.png,171.5188130999959,0.5014269000021159,-2.249771083793789,Monday,170.82893630000035,173.26787959999638,0.682678199998918,120,1
178.00900209999963,12345,y,120,4.89,faceWord_exp,neg,42,22,22,32,12,banker,female,178.46327369999926,176.965683800001,40,5,0.6930330999966827,image_stim_n.png,175.96412679999776,0.45427159999962896,0.8708146708303101,Monday,175.27109370000107,178.69792679999955,0.6889246999999159,60,1
182.44197899999563,12345,y,120,2.02,faceWord_exp,neg,42,22,22,32,12,dead,female,182.92820349999965,181.39579080000112,41,5,0.6829444999966654,image_stim_n.png,180.3944879999981,0.4862245000040275,4.0294120701769724,Monday,179.71154350000143,183.12794429999485,0.685965299999225,60,1
186.917051299999,12345,y,120,5.95,faceWord_exp,neu,42,21,22,41,13,corn,female,187.4104406999977,185.84282549999625,42,5,0.6976521999968099,image_stim_p.png,184.84293559999787,0.4933893999987049,-1.235914274808286,Monday,184.14528340000106,187.60617549999733,0.6891241999983322,60,0
190.36497059999965,12345,b,60,7.51,faceWord_exp,pos,42,21,22,31,11,cash,female,190.93692949999968,185.84282549999625,43,5,0.6835347000014735,image_stim_p.png,189.30517580000014,0.5719589000000269,-1.6872526925643307,Monday,188.62164109999867,191.05452339999465,0.6895527999949991,120,1
195.81347200000164,12345,b,120,6.85,faceWord_exp,pos,42,21,22,31,11,awe,female,196.14951319999818,194.75282190000144,44,5,0.6861294000045746,image_stim_p.png,193.7519895000005,0.3360411999965436,-2.1428059827362134,Monday,193.06586009999592,196.49947450000036,0.6860024999987218,60,1
199.24413999999524,12345,y,60,4.26,faceWord_exp,neg,42,22,22,32,12,dictation,female,199.5478019000002,194.75282190000144,45,5,0.6946620000016992,image_stim_n.png,198.19969919999858,0.3036619000049541,0.7498341013103271,Monday,197.50503719999688,199.92914680000104,0.6850068000057945,120,1
203.71648930000083,12345,y,60,2.33,faceWord_exp,neg,42,22,22,32,12,grief,female,204.29556890000094,194.75282190000144,46,5,0.6978144999957294,image_stim_n.png,202.64353209999535,0.5790796000001137,4.735833249102137,Monday,201.94571759999963,204.4101993000004,0.6937099999995553,120,1
208.21339749999606,12345,y,60,5.95,faceWord_exp,neu,42,22,22,42,13,apricot,female,208.85497799999575,194.75282190000144,47,5,0.6923626000061631,image_stim_n.png,207.12314830000105,0.6415804999996908,-1.2450836009557775,Monday,206.43078569999489,208.90449779999472,0.6911002999986522,120,1
213.69222789999912,12345,b,120,5.64,faceWord_exp,neu,42,21,22,41,13,company,female,214.01944879999792,212.61841060000006,48,5,0.6957082999942941,image_stim_p.png,211.61946299999545,0.32722089999879245,0.4587040848007746,Monday,210.92375470000115,214.3850375999973,0.692809699998179,60,1
217.1640664000006,12345,b,60,5.59,faceWord_exp,neu,42,21,22,41,13,number,female,217.68278859999555,212.61841060000006,49,5,0.6947471000021324,image_stim_p.png,216.1012464000014,0.5187221999949543,0.2374341841762725,Monday,215.40649929999927,217.8492591999966,0.6851927999960026,120,1
221.62016259999655,12345,y,60,4.95,faceWord_exp,neg,42,22,22,32,12,hierarchy,female,221.9642823999966,212.61841060000006,50,5,0.6812462999951094,image_stim_n.png,220.54783679999673,0.34411980000004405,1.0236166268558873,Monday,219.86659050000162,222.3115650999971,0.6914025000005495,120,1
226.11144200000126,12345,b,60,7.25,faceWord_exp,pos,42,21,22,31,11,tulip,female,226.44394499999908,212.61841060000006,51,5,0.6918942999982391,image_stim_p.png,225.02584099999513,0.3325029999978142,-2.547338598571031,Monday,224.3339466999969,226.79035799999838,0.6789159999971162,120,1
231.625377999997,12345,y,120,5.84,faceWord_exp,neu,42,22,22,42,13,umbrella,female,232.9358060999948,230.4878383999967,52,5,0.6835977000009734,image_stim_n.png,229.48928109999542,1.3104280999978073,0.002541127499528235,Monday,228.80568339999445,232.30526009999448,0.6798820999974851,60,1
236.07011699999566,12345,y,120,3.15,faceWord_exp,neg,42,22,22,32,12,riot,female,236.45323039999494,235.00076059999992,53,5,0.6918620000069495,image_stim_n.png,234.00084870000137,0.3831133999992744,3.227422121163128,Monday,233.30898669999442,236.7509318999946,0.6808148999989498,60,1
239.56393019999814,12345,y,60,3.12,faceWord_exp,neg,42,22,22,32,12,mosquito,female,240.11520780000137,235.00076059999992,54,5,0.7020355999993626,image_stim_n.png,238.5149190999946,0.5512776000032318,2.9843905620469613,Monday,237.81288349999522,240.24587269999756,0.6819424999994226,120,1
244.98813019999943,12345,b,120,5.12,faceWord_exp,neu,42,21,22,41,13,bus,female,245.44604969999637,243.94299859999592,55,5,0.6805039000028046,image_stim_p.png,242.94355019999784,0.45791949999693315,0.5156614996478043,Monday,242.26304629999504,245.67529079999804,0.6871605999986059,60,1
249.4437459999972,12345,b,120,7.18,faceWord_exp,pos,42,21,22,31,11,television,female,250.0555663999985,248.37560149999626,56,5,0.689909999993688,image_stim_p.png,247.37398359999497,0.6118204000013066,-1.295378487470534,Monday,246.68407360000128,250.1229381000012,0.679192100004002,60,1
253.860889399999,12345,y,120,5.95,faceWord_exp,neu,42,21,22,41,13,hairbrush,female,254.30333450000035,252.81959909999568,57,5,0.6851757000040379,image_stim_p.png,251.8196906000012,0.4424451000013505,-0.4963231956276321,Monday,251.13451489999716,254.55077289999463,0.6898834999956307,60,0
257.3114271000013,12345,y,60,5.79,faceWord_exp,neu,42,22,22,42,13,engineer,female,257.9825036999973,252.81959909999568,58,5,0.6896541999958572,image_stim_n.png,256.2657687999963,0.6710765999960131,-0.41434578466507305,Monday,255.57611460000044,257.9984744999965,0.6870473999952083,120,1
262.77096170000004,12345,b,120,5.44,faceWord_exp,neu,42,21,22,41,13,arm,female,263.1953959999955,261.69646069999726,59,5,0.688312300000689,image_stim_p.png,260.69520799999736,0.42443429999548243,-0.2527650722021685,Monday,260.0068956999967,263.46114909999596,0.6901873999959207,60,1
266.251683399998,12345,b,60,5.7,faceWord_exp,neu,42,21,22,41,13,mandolin,female,266.7423839999974,261.69646069999726,60,5,0.6933063999967999,image_stim_p.png,265.1765279999963,0.49070059999939986,-1.4097678477610591,Monday,264.4832215999995,266.9414644999997,0.68978110000171,120,1
