word_trigger,delay_frames_before,duration_measured_word,response,duration_frames,gender,onset_word,scan day,delay_frames_after,age,no,img,word_score_pc,duration_measured_img,pause_trigger,ID,session,offset_img,key_t,word,rt,correct_resp,onset_img,offset_word,img_trigger,word_label,word_score_warriner,pause_trigger_t,condition
11,336,0.6968167660015752,k,42,female,442.74732726499496,Wednesday,180,20,45,image_stim_p.png,-2.066768843681998,0.7049682609940646,31,jules,4,449.7971519829953,449.5993950400007,honey,0.5072113179994631,0,449.0921837220012,443.44414403099654,21,pos,7.27,444.4453211680011,faceWord_exp
13,180,0.6961359279957833,k,42,female,452.80268950499885,Wednesday,336,20,46,image_stim_p.png,-0.6996261236875504,0.7051934130067821,41,jules,4,457.2340315600013,457.0547098479947,bell,0.5258717010001419,0,456.52883814699453,453.49882543299464,21,neu,5.67,454.4999217029981,faceWord_exp
13,336,0.6963466550005251,l,42,female,462.84061962099804,Wednesday,180,20,47,image_stim_n.png,0.6669259665908855,0.701528434001375,42,jules,4,469.8731208219979,469.6759681359981,businessman,0.5043757480016211,0,469.1715923879965,463.53696627599857,22,neu,5.38,464.53805068400106,faceWord_exp
12,180,0.6969550880021416,l,42,female,472.8781188349967,Wednesday,336,20,48,image_stim_n.png,3.803034067475641,0.7052109379947069,32,jules,4,477.31018065799435,477.0947549449993,flood,0.4897852249996504,0,476.60496971999964,473.57507392299885,22,neg,2.76,474.57609184800094,faceWord_exp
13,180,0.6969669440004509,k,42,female,482.9161909739996,Wednesday,336,20,49,image_stim_p.png,-0.05436507667908295,0.7054675699982909,41,jules,4,487.34827148699696,487.31619231399964,mouth,0.6733883970009629,0,486.6428039169987,483.61315791800007,21,neu,5.59,484.6141786320004,faceWord_exp
12,180,0.6968036600010237,l,42,female,492.9544505329977,Wednesday,336,20,50,image_stim_n.png,3.9974740190684885,0.7050394730031257,32,jules,4,497.386352952999,497.3385399639956,accident,0.6572264839996933,0,496.6813134799959,493.65125419299875,22,neg,2.55,494.65229351699963,faceWord_exp
11,336,0.6970913939949241,k,42,female,502.9921923410002,Wednesday,180,20,51,image_stim_p.png,-1.883093263099396,0.7035558920033509,31,jules,4,510.02524686499964,509.7105303729986,choir,0.3888394000023254,0,509.3216909729963,503.6892837349951,21,pos,6.15,504.6903499580003,faceWord_exp
12,180,0.6970718829979887,l,42,female,513.0304112480007,Wednesday,336,20,52,image_stim_n.png,3.4698173961771306,0.7045680390001507,32,jules,4,517.4625312169956,517.1978838319992,animosity,0.4399206540037994,0,516.7579631779954,513.7274831309987,22,neg,3.4,514.7285259489945,faceWord_exp
11,180,0.6969187530048657,k,42,female,523.0686248279962,Wednesday,336,20,53,image_stim_p.png,-2.303583541830637,0.7051318390003871,31,jules,4,527.5006250279985,527.3358543860013,wonder,0.5403611970032216,0,526.7954931889981,523.7655435810011,21,pos,6.68,524.7665273379971,faceWord_exp
13,336,0.696847744002298,l,42,female,533.1067920329951,Wednesday,180,20,54,image_stim_n.png,-0.4066038871991289,0.7045557890014607,42,jules,4,540.1399368470011,540.0430644549997,baseball,0.6076833970000735,0,539.4353810579996,533.8036397769974,22,neu,5.79,534.8046276649984,faceWord_exp
11,180,0.6946335109969368,k,42,female,543.1470716879994,Wednesday,336,20,55,image_stim_p.png,-1.2094761189992442,0.7015759860005346,31,jules,4,547.5768108919947,547.4292997669982,parent,0.554064861004008,0,546.8752349059941,543.8417051989964,21,pos,6.73,544.8427153489974,faceWord_exp
13,336,0.6972188199943048,l,42,female,553.182575838,Wednesday,180,20,56,image_stim_n.png,0.4395766978022416,0.7049686289974488,42,jules,4,560.2161413329959,559.8354777849963,red,0.32430508099787403,0,559.5111727039985,553.8797946579944,22,neu,5.67,554.8808249809954,faceWord_exp
13,180,0.6971817939993343,l,42,female,563.2207550460007,Wednesday,336,20,57,image_stim_n.png,0.37753019343780747,0.7048927939977148,42,jules,4,567.6529992459982,567.4895726899995,door,0.541466237998975,0,566.9481064520005,563.91793684,22,neu,5.43,564.9193353070004,faceWord_exp
12,336,0.6964148629995179,l,42,female,573.2589181340009,Wednesday,180,20,58,image_stim_n.png,2.8496222967354625,0.7049751849990571,32,jules,4,580.2922936549949,580.1265914129981,empty,0.5392729430022882,0,579.5873184699958,573.9553329970004,22,neg,3.78,574.9570556689941,faceWord_exp
12,336,0.6966690740009653,l,42,female,583.2967347119993,Wednesday,180,20,59,image_stim_n.png,0.7532200949518182,0.7052698479965329,32,jules,4,590.3306769499977,590.1327148249984,loan,0.5073077229972114,0,589.6254071020012,583.9934037860003,22,neg,4.19,584.9950924029981,faceWord_exp
13,180,0.6965618429967435,k,42,female,593.3356019089988,Wednesday,336,20,60,image_stim_p.png,-0.5273916336755435,0.705517456997768,41,jules,4,597.7673528769956,597.6192174549942,scientist,0.557382034996408,0,597.0618354199978,594.0321637519955,21,neu,5.83,595.033182041996,faceWord_exp
