condition,no,delay_frames_before,age,word_score_warriner,onset_img,duration_measured_word,word,offset_img,duration_frames,key_t,session,word_label,response,correct_resp,onset_word,offset_word,rt,gender,pause_trigger,word_score_pc,scan day,ID,delay_frames_after,duration_measured_img,word_trigger,img_trigger,img,pause_trigger_t
faceWord_exp,11,180,22,5.43,105.3376413280057,0.6948276219918625,editor,106.02831968100509,42,105.7638931380061,5,neu,b,1,101.61714254700928,102.31197016900114,0.42625181000039447,male,41,0.14106522732466809,Monday,14,336,0.6906783529993845,13,21,image_stim_p.png,103.3126642510033
faceWord_exp,12,180,22,3.5,115.35611952700128,0.693296723999083,screech,116.061451778005,42,115.93066309799906,5,neg,y,1,111.63507729300181,112.3283740170009,0.5745435709977755,male,32,2.424733943851676,Monday,14,336,0.7053322510037106,12,22,image_stim_n.png,113.3290474700043
faceWord_exp,13,336,22,6.81,127.98674472401035,0.6938107919995673,tangerine,128.67799284101056,42,128.43023644200002,5,pos,b,1,121.66763614201045,122.36144693401002,0.4434917179896729,male,31,-1.178487968131687,Monday,14,180,0.6912481170002138,11,21,image_stim_p.png,123.36212186599732
faceWord_exp,14,180,22,6.41,135.40384516199993,0.6947437600028934,morning,136.09430280500965,42,135.9468724870094,5,pos,b,1,131.68304232900846,132.37778608901135,0.5430273250094615,male,31,-1.211925852261804,Monday,14,336,0.6904576430097222,11,21,image_stim_p.png,133.37840735100326
faceWord_exp,15,336,22,3.71,148.0367519470019,0.6945509960060008,ambulance,148.7273425099993,42,148.66358104199753,5,neg,y,1,141.6996978380048,142.3942488340108,0.6268290949956281,male,32,2.2468136409924253,Monday,14,180,0.6905905629973859,12,22,image_stim_n.png,143.3949614209996
faceWord_exp,16,180,22,5.56,155.4527866030112,0.6951092919916846,desk,156.1437899300072,42,155.99673933300073,5,neu,y,1,151.73220704001142,152.4273163320031,0.5439527299895417,male,42,0.16108323717668446,Monday,14,336,0.6910033269959968,13,22,image_stim_n.png,153.42780705500627
faceWord_exp,17,180,22,5.79,165.46917736000614,0.6940825599886011,engineer,166.16022750500997,42,165.96316294001008,5,neu,b,1,161.74906283200835,162.44314539199695,0.4939855800039368,male,41,-0.41434578466507305,Monday,14,336,0.6910501450038282,13,21,image_stim_p.png,163.44439691700973
faceWord_exp,18,180,22,5.79,175.4876171250071,0.6937030849949224,carrot,176.1930790960032,42,176.09518344400567,5,neu,b,1,171.76634634900256,172.46004943399748,0.6075663189985789,male,41,-0.32385553549685003,Monday,14,336,0.7054619709961116,13,21,image_stim_p.png,173.46065955799713
faceWord_exp,19,180,22,3.15,185.51862706000975,0.6953065280104056,riot,186.2096014310082,42,186.07932775700465,5,neg,y,1,181.7978613890009,182.4931679170113,0.5607006969948998,male,32,3.227422121163128,Monday,14,336,0.6909743709984468,12,22,image_stim_n.png,183.49384797300445
faceWord_exp,20,336,22,7.16,198.33435612000176,0.6953761650074739,bed,199.02608775600675,42,198.76165678600955,5,pos,b,1,192.0141896330024,192.70956579800986,0.42730066600779537,male,31,-1.962809513975644,Monday,14,180,0.6917316360049881,11,21,image_stim_p.png,193.71023758800584
faceWord_exp,21,336,22,6.65,208.35128720301145,0.6947359929908998,penguin,209.0422120160074,42,209.02753488400776,5,pos,b,1,202.03121971200744,202.72595570499834,0.6762476809963118,male,31,-1.2194148821621404,Monday,14,180,0.6909248129959451,11,21,image_stim_p.png,203.72663988600834
faceWord_exp,22,180,22,7.64,215.76779820900992,0.6949279440013925,spring,216.45881180001015,42,216.49522039599833,5,pos,b,1,212.0474884520081,212.7424163960095,0.7274221869884059,male,31,-2.625984580876632,Monday,14,336,0.6910135910002282,11,21,image_stim_p.png,213.74306882701057
faceWord_exp,23,180,22,2.02,225.7843233320018,0.6953053129982436,dead,226.47521555300045,42,226.31069238801138,5,neg,y,1,222.06343814900902,222.75874346200726,0.5263690560095711,male,32,4.0294120701769724,Monday,14,336,0.6908922209986486,12,22,image_stim_n.png,223.75947473800625
faceWord_exp,24,180,22,6.56,235.80069145299785,0.6964077719894703,tea,236.49170434600092,42,236.26055276300758,5,pos,b,1,232.07872691001103,232.7751346820005,0.4598613100097282,male,31,-1.410303556989907,Monday,14,336,0.6910128930030623,11,21,image_stim_p.png,233.7758174240007
faceWord_exp,25,180,22,2.33,245.8191101380071,0.6929377099877456,dangerous,246.52460316001088,42,246.36024342100427,5,neg,y,1,242.0985934830096,242.79153119299735,0.5411332829971798,male,32,3.17672342877373,Monday,14,336,0.7054930220037932,12,22,image_stim_n.png,243.79219266700966
faceWord_exp,26,336,22,3.9,258.4498524369992,0.6954098620044533,ant,259.1410522970109,42,259.0429755160003,5,neg,y,1,252.12904269300634,252.8244525550108,0.5931230790010886,male,32,1.5300907112092572,Monday,14,180,0.6911998600116931,12,22,image_stim_n.png,253.82520788200782
faceWord_exp,27,336,22,5.59,268.4663236190099,0.6961683190020267,number,269.1574489430059,42,268.87561350601027,5,neu,b,0,262.14480633600033,262.84097465500236,0.40928988700034097,male,42,0.2374341841762725,Monday,14,180,0.6911253239959478,13,22,image_stim_n.png,263.84165850300633
faceWord_exp,28,180,22,5.28,275.88293761300156,0.6949018910090672,ticket,276.5737259160087,42,276.4426376760093,5,neu,y,1,272.16241701800027,272.85731890900934,0.5597000630077673,male,42,-0.7502239645266248,Monday,14,336,0.6907883030071389,13,22,image_stim_n.png,273.8579973330052
faceWord_exp,29,336,22,4.95,288.51591846501105,0.7107544949976727,hierarchy,289.20668637500785,42,289.0420705650031,5,neg,y,1,282.1792758930096,282.8900303880073,0.5261520999920322,male,32,1.0236166268558873,Monday,14,180,0.6907679099967936,12,22,image_stim_n.png,283.89075132799917
faceWord_exp,30,180,22,7.0,295.93244559199957,0.6943246709997766,water,296.6232371090009,42,296.47633394900186,5,pos,b,1,292.21250343800057,292.90682810900034,0.5438883570022881,male,31,-1.2320142343270626,Monday,14,336,0.6907915170013439,11,21,image_stim_p.png,293.9072869220108
faceWord_exp,31,180,22,6.85,305.94862892299716,0.695581594001851,awe,306.63945262800553,42,306.5423208660068,5,pos,b,1,302.2276375030051,302.92321909700695,0.5936919430096168,male,31,-2.1428059827362134,Monday,14,336,0.6908237050083699,11,21,image_stim_p.png,303.923882151008
faceWord_exp,32,180,22,4.26,315.9672980940086,0.6929949960031081,dictation,316.6726108990115,42,316.525611457997,5,neg,y,1,312.24658663300215,312.93958162900526,0.5583133639884181,male,32,0.7498341013103271,Monday,14,336,0.7053128050029045,12,22,image_stim_n.png,313.9402503940073
faceWord_exp,33,336,22,5.11,328.5979682830075,0.6945022549916757,newspaper,329.28907115900074,42,329.2072148669977,5,neu,y,1,322.2781359680084,322.9726382230001,0.6092465839901706,male,42,0.3309936143559913,Monday,14,180,0.6911028759932378,13,22,image_stim_n.png,323.9733224899974
faceWord_exp,34,336,22,5.25,338.61457154501113,0.6948660790076246,stapler,339.3054070100043,42,339.22473419300513,5,neu,b,1,332.2941458290006,332.98901190800825,0.6101626479940023,male,41,0.19443075193465506,Monday,14,180,0.6908354649931425,13,21,image_stim_p.png,333.9897052160086
faceWord_exp,35,180,22,3.12,346.03096897900105,0.6935688290104736,mosquito,346.72184324701084,42,346.7584369640099,5,neg,y,1,342.3117028859997,343.00527171501017,0.7274679850088432,male,32,2.9843905620469613,Monday,14,336,0.690874268009793,12,22,image_stim_n.png,344.00516485000844
faceWord_exp,36,180,22,7.25,356.04742174800776,0.6950312519911677,tulip,356.7383256040048,42,356.4735403829982,5,pos,b,1,352.3267806250078,353.021811876999,0.42611863499041647,male,31,-2.547338598571031,Monday,14,336,0.6909038559970213,11,21,image_stim_p.png,354.0224910740071
faceWord_exp,37,336,22,4.65,368.66364596699714,0.6954246109962696,army,369.35467525701097,42,369.1405734500004,5,neg,b,0,362.3427719820029,363.03819659299916,0.4769274830032373,male,32,1.399169263323496,Monday,14,180,0.6910292900138302,12,22,image_stim_n.png,364.0387031880091
faceWord_exp,38,180,22,3.81,376.0805081849976,0.6943128870043438,vice,376.7710388120031,42,376.5570955630101,5,neg,y,1,372.36024877500313,373.0545616620075,0.4765873780124821,male,32,2.1399531488678094,Monday,14,336,0.6905306270055007,12,22,image_stim_n.png,374.05522732601094
faceWord_exp,39,336,22,6.14,388.69844647700666,0.693305781998788,theater,389.4041051439999,42,389.17344084400975,5,pos,b,1,382.37763158400776,383.07093736600655,0.4749943670030916,male,31,-1.8816288507581482,Monday,14,180,0.7056586669932585,11,21,image_stim_p.png,384.07143217499834
faceWord_exp,40,180,22,5.7,396.1297940689983,0.6946551879955223,mandolin,396.8205374990066,42,397.03911719701136,5,neu,b,1,392.4092919350078,393.1039471230033,0.9093231280130567,male,41,-1.4097678477610591,Monday,14,336,0.6907434300082969,13,21,image_stim_p.png,394.104390227003
faceWord_exp,41,336,22,7.05,408.7458683540026,0.6949785530014196,book,409.43686803700984,42,409.2223919570097,5,pos,y,0,402.42525182000827,403.1202303730097,0.47652360300708096,male,31,-1.1429809241505904,Monday,14,180,0.6909996830072487,11,21,image_stim_p.png,404.1210786270094
faceWord_exp,42,336,22,6.62,418.76215622400923,0.6949241490074201,intellect,419.4532458570029,42,419.22233967301145,5,pos,y,0,412.4418426350021,413.1367667840095,0.46018344900221564,male,31,-2.249771083793789,Monday,14,180,0.6910896329936804,11,21,image_stim_p.png,414.13742521600216
faceWord_exp,43,336,22,5.12,428.7783786670043,0.6955629299918655,bus,429.4694986030081,42,429.33864178400836,5,neu,y,1,422.4575676420063,423.1531305719982,0.5602631170040695,male,42,0.5156614996478043,Monday,14,180,0.6911199360038154,13,22,image_stim_n.png,424.1538479849987
faceWord_exp,44,180,22,2.82,436.1944079530076,0.694729811992147,whine,436.8860676970071,42,436.72147018800024,5,neg,y,1,432.4745015350054,433.16923134699755,0.527062234992627,male,32,3.0668244091236065,Monday,14,336,0.6916597439994803,12,22,image_stim_n.png,434.17024116301036
faceWord_exp,45,336,22,3.0,448.8106137709983,0.6950324760109652,dread,449.5022755020036,42,449.3380266489985,5,neg,y,1,442.49086658599845,443.1858990620094,0.5274128780001774,male,32,4.006417686109669,Monday,14,180,0.691661731005297,12,22,image_stim_n.png,444.18657921699923
faceWord_exp,46,336,22,7.18,458.8299696800095,0.6929187339992495,television,459.5352493770042,42,459.5384861180064,5,pos,b,1,452.50935749700875,453.202276231008,0.7085164379968774,male,31,-1.295378487470534,Monday,14,180,0.705279696994694,11,21,image_stim_p.png,454.2029497170006
faceWord_exp,47,336,22,5.61,468.8607544609986,0.6944126449961914,mushroom,469.551705417005,42,469.3047709560051,5,neu,y,0,462.5407409090112,463.2351535540074,0.4440164950065082,male,41,0.08756588783899029,Monday,14,180,0.690950956006418,13,21,image_stim_p.png,464.23600519901083
faceWord_exp,48,180,22,2.9,476.2770347260084,0.6949756980029633,curse,476.9678815130028,42,476.8201266859978,5,neg,b,0,472.55672441099887,473.25170010900183,0.5430919599893969,male,32,3.659937177091274,Monday,14,336,0.6908467869943706,12,22,image_stim_n.png,474.25236411500373
faceWord_exp,49,180,22,5.58,486.29358151199995,0.6953613420046167,dime,486.9846223659988,42,486.8861530590075,5,neu,y,1,482.5727198480017,483.26808119000634,0.5925715470075374,male,42,-0.8220066925000616,Monday,14,336,0.6910408539988566,13,22,image_stim_n.png,484.2687645179976
faceWord_exp,50,336,22,5.64,498.90988653700333,0.6947007800044958,company,499.6009984980046,42,499.4361160440021,5,neu,y,1,492.589732774999,493.2844335550035,0.5262295069987886,male,42,0.4587040848007746,Monday,14,180,0.6911119610012975,13,22,image_stim_n.png,494.2851531750057
faceWord_exp,51,336,22,3.7,508.92625885500456,0.695432984008221,mob,509.61688601500646,42,509.5201362660009,5,neg,y,1,502.60538569799974,503.30081868200796,0.593877410996356,male,32,2.490397821352158,Monday,14,180,0.6906271600018954,12,22,image_stim_n.png,504.30149886199797
faceWord_exp,52,336,22,2.33,518.9426804940013,0.6950152649951633,grief,519.6333805600007,42,519.5026650070067,5,neg,y,1,512.6222032710066,513.3172185360017,0.5599845130054746,male,32,4.735833249102137,Monday,14,180,0.6907000659994083,12,22,image_stim_n.png,514.3178920400096
faceWord_exp,53,336,22,7.51,528.9612484460085,0.6938115160010057,cash,529.6664732640056,42,529.5356351790106,5,pos,b,1,522.6397546829976,523.3335661989986,0.5743867330020294,male,31,-1.6872526925643307,Monday,14,180,0.7052248179970775,11,21,image_stim_p.png,524.3343230510072
faceWord_exp,54,180,22,5.38,536.3915131640097,0.6953039599902695,clue,537.0830943990004,42,537.1191570730007,5,neu,y,1,532.6713253010093,533.3666292609996,0.7276439089910127,male,42,0.07992973296861662,Monday,14,336,0.6915812349907355,13,22,image_stim_n.png,534.3672685740021
faceWord_exp,55,180,22,6.05,546.4085659980046,0.6952964650117792,drum,547.0995506280015,42,546.8682018780091,5,pos,b,1,542.6876313899993,543.3829278550111,0.4596358800044982,male,31,-1.4373817092238501,Monday,14,336,0.6909846299968194,11,21,image_stim_p.png,544.3836018510046
faceWord_exp,56,180,22,7.25,556.4250049170078,0.6954006669984665,wit,557.115761588997,42,557.0013693360088,5,pos,b,1,552.7040023180016,553.399402985,0.5763644190010382,male,31,-1.2397352233188434,Monday,14,336,0.6907566719892202,11,21,image_stim_p.png,554.4000679260062
faceWord_exp,57,180,22,5.84,566.4413821810012,0.6945004470035201,umbrella,567.13222687901,42,567.2349729830021,5,neu,b,1,562.7211277470051,563.4156281940086,0.7935908020008355,male,41,0.002541127499528235,Monday,14,336,0.6908446980087319,13,21,image_stim_p.png,564.4161014050042
faceWord_exp,58,336,22,7.12,579.0577256000106,0.6946307429898297,applause,579.7486333370034,42,579.5840874510031,5,pos,b,1,572.7375038050086,573.4321345479984,0.5263618509925436,male,31,-2.3591802685249372,Monday,14,180,0.6909077369928127,11,21,image_stim_p.png,574.4323222370003
faceWord_exp,59,336,22,5.95,589.0736347140046,0.6953032979945419,corn,589.7650318060041,42,589.7172436429973,5,neu,y,1,582.7531981420034,583.4485014399979,0.6436089289927622,male,42,-1.235914274808286,Monday,14,180,0.6913970919995336,13,22,image_stim_n.png,584.4488847460016
faceWord_exp,60,336,22,4.5,599.090437293009,0.6945537459978368,election,599.7812462910078,42,599.6168509650015,5,neg,y,1,592.7703319680004,593.4648857139982,0.5264136719924863,male,32,0.5712560851538326,Monday,14,180,0.690808997998829,12,22,image_stim_n.png,594.4652735749987
