condition,age,img,scan day,offset_word,delay_frames_before,word_score_warriner,onset_img,word_label,correct_resp,key_t,response,no,delay_frames_after,rt,duration_measured_img,onset_word,offset_img,duration_measured_word,word_score_pc,ID,gender,word,duration_frames,session
faceWord_exp,22,image_stim_p.png,Monday,50.10711909993552,119,6.62,52.09241020004265,pos,,52.50759199995082,p,11,119,0.4151817999081686,0.46317389991600066,49.64412499999162,52.55558409995865,0.4629940999438986,-1.0930411682114536,1,male,goldfish,28,3
faceWord_exp,22,image_stim_n.png,Monday,55.00645179999992,119,5.24,56.991075800033286,neu,,57.371958300005645,n,12,119,0.38088249997235835,0.4642807999625802,54.54158980003558,57.455356599995866,0.4648619999643415,0.6016604903777263,1,male,toe,28,3
faceWord_exp,22,image_stim_n.png,Monday,59.904615100007504,119,3.0,61.888602199964225,neg,,62.28798939997796,n,13,119,0.3993872000137344,0.4650795999914408,59.441775499959476,62.353681799955666,0.46283960004802793,3.4211910580769755,1,male,tax,28,3
faceWord_exp,22,image_stim_p.png,Monday,64.80343129998073,119,6.75,66.79027270001825,pos,,67.25352389994077,n,14,119,0.4632511999225244,0.46235399995930493,64.33975719998125,67.25262669997755,0.46367409999947995,-1.0841943171680315,1,male,bird,28,3
faceWord_exp,22,image_stim_n.png,Monday,69.70251770003233,119,4.18,71.6868947999319,neg,,72.05207750003319,n,15,119,0.3651827001012862,0.4644169000675902,69.23847770004068,72.1513116999995,0.46403999999165535,1.9197700017151131,1,male,belch,28,3
faceWord_exp,22,image_stim_p.png,Monday,74.60073539998848,119,6.26,76.58656910003629,pos,,77.03502930002287,p,16,119,0.4484601999865845,0.46329089999198914,74.13812479993794,77.04986000002827,0.4626106000505388,-2.0727743906520253,1,male,fountain,28,3
faceWord_exp,22,image_stim_n.png,Monday,79.50058769993484,119,3.28,81.48482090001926,neg,,81.93323820002843,n,17,119,0.4484173000091687,0.4641057999106124,79.03657430002932,81.94892669992987,0.46401339990552515,2.3068979902815,1,male,trial,28,3
faceWord_exp,22,image_stim_n.png,Monday,84.39856929995585,119,5.95,86.38273079995997,neu,,86.83328409993555,p,18,119,0.45055329997558147,0.4661235000239685,83.93425099994056,86.84885429998394,0.46431830001529306,-0.6884171372613734,1,male,egg,28,3
faceWord_exp,22,image_stim_p.png,Monday,89.29793050000444,119,7.3,91.28346399997827,pos,,91.81482199998572,p,19,119,0.531358000007458,0.4638655000599101,88.83569780003745,91.74732950003818,0.46223269996698946,-1.4443598905895143,1,male,raspberry,28,3
faceWord_exp,22,image_stim_p.png,Monday,94.1966099999845,119,5.4,96.18369959993288,neu,,96.69700939999893,p,20,119,0.5133098000660539,0.4625088000902906,93.73199040000327,96.64620840002317,0.4646195999812335,-1.7878104403788575,1,male,harp,28,3
faceWord_exp,22,image_stim_p.png,Monday,99.09516739996616,119,7.48,101.08105010003783,pos,,101.51269719994161,p,21,119,0.4316470999037847,0.46367719990666956,98.63286170002539,101.5447272999445,0.46230569994077086,-2.2287379941341,1,male,hope,28,3
faceWord_exp,22,image_stim_p.png,Monday,103.99415439995937,119,5.34,105.9795314000221,neu,,106.46070709999185,p,22,119,0.4811756999697536,0.46431479998864233,103.53070550004486,106.44384620001074,0.46344889991451055,-0.1793860699809707,1,male,patent,28,3
faceWord_exp,22,image_stim_p.png,Monday,108.89280229993165,119,7.18,110.87819359998684,pos,,111.37676240003202,p,23,119,0.49856880004517734,0.46405099995899945,108.4288345000241,111.34224459994584,0.4639677999075502,-1.7760144816699572,1,male,island,28,3
faceWord_exp,22,image_stim_p.png,Monday,113.79164369998034,119,6.75,115.77702589996625,pos,,116.20858850004151,p,24,119,0.43156260007526726,0.46415000001434237,113.32740089995787,116.24117589998059,0.4642428000224754,-1.2126784285084091,1,male,agreement,28,3
faceWord_exp,22,image_stim_n.png,Monday,118.69051590003073,119,2.11,120.67542159999721,neg,,121.10783180000726,n,25,119,0.4324102000100538,0.46459350001532584,118.22726369998418,121.14001510001253,0.4632522000465542,3.6129749181587063,1,male,criminal,28,3
faceWord_exp,22,image_stim_p.png,Monday,123.58953929995187,119,8.21,125.5745181000093,pos,,126.10660589998588,p,26,119,0.5320877999765798,0.46419630001764745,123.12720470002387,126.03871440002695,0.4623345999279991,-3.230607919269787,1,male,joy,28,3
faceWord_exp,22,image_stim_p.png,Monday,128.48823639994953,119,7.25,130.4744310999522,pos,,131.00639190000948,p,27,119,0.5319608000572771,0.4636016000295058,128.02415640000254,130.9380326999817,0.4640799999469891,-1.6019047514101912,1,male,family,28,3
faceWord_exp,22,image_stim_n.png,Monday,133.38701069995295,119,5.68,135.37157970003318,neu,,135.82029559998773,n,28,119,0.44871589995454997,0.46512489998713136,132.92278859997168,135.8367046000203,0.46422209998127073,-0.4971407339658378,1,male,cafeteria,28,3
faceWord_exp,22,image_stim_n.png,Monday,138.28595219994895,119,5.7,140.27032410004176,neu,,140.60263380000833,p,29,119,0.3323096999665722,0.4652367999078706,137.82123160001356,140.73556089994963,0.46472059993539006,0.07332602516344529,1,male,jungle,28,3
faceWord_exp,22,image_stim_p.png,Monday,143.18480219994672,119,5.75,145.1706564000342,neu,,145.60128139995504,p,30,119,0.4306249999208376,0.46330949990078807,142.7203880000161,145.633965899935,0.4644141999306157,0.5062695562835388,1,male,year,28,3
faceWord_exp,22,image_stim_n.png,Monday,148.08357389993034,119,4.68,150.06774119997863,neg,,150.4334975000238,n,31,119,0.36575630004517734,0.4652298999717459,147.61941759998444,150.53297109995037,0.46415629994589835,0.41231466195915456,1,male,foot,28,3
faceWord_exp,22,image_stim_p.png,Monday,152.98253119993024,119,5.48,154.97143889998551,neu,,155.4493838000344,p,32,119,0.47794490004889667,0.46035970002412796,152.5180499999551,155.43179860000964,0.4644811999751255,0.2046331385026182,1,male,glass,28,3
faceWord_exp,22,image_stim_n.png,Monday,157.88115369994193,119,4.6,159.86582049995195,neg,,160.23156280000694,n,33,119,0.36574230005498976,0.4648181999800727,157.41799580003135,160.33063869993202,0.4631578999105841,0.041184453360586966,1,male,cabbage,28,3
faceWord_exp,22,image_stim_n.png,Monday,162.78008009993937,119,2.62,164.76467499998398,neg,,165.1639090999961,n,34,119,0.3992341000121087,0.4649670999497175,162.31571270001587,165.2296420999337,0.4643673999235034,4.2618443246155895,1,male,shame,28,3
faceWord_exp,22,image_stim_n.png,Monday,167.67892109998502,119,4.32,169.66347020003013,neg,,170.07864770002197,n,35,119,0.4151774999918416,0.46478539996314794,167.21409919997677,170.12825559999328,0.4648219000082463,1.7592404876513306,1,male,cold,28,3
faceWord_exp,22,image_stim_p.png,Monday,172.57771510002203,119,7.11,174.5640383999562,pos,,175.04439289995935,p,36,119,0.48035450000315905,0.46355540002696216,172.11325079994276,175.02759379998315,0.4644643000792712,-2.098490136277324,1,male,rose,28,3
faceWord_exp,22,image_stim_p.png,Monday,177.4764462999301,119,6.71,179.46325559995603,pos,,179.94406190002337,p,37,119,0.4808063000673428,0.4632703000679612,177.01406429999042,179.926525900024,0.4623819999396801,-1.2474567486001964,1,male,advantage,28,3
faceWord_exp,22,image_stim_n.png,Monday,182.37535769992974,119,5.71,184.36039419996087,neu,,184.8094786000438,n,38,119,0.4490844000829384,0.46501839999109507,181.91275160002988,184.82541259995196,0.46260609989985824,0.1511721542964875,1,male,sum,28,3
faceWord_exp,22,image_stim_n.png,Monday,187.27446809993125,119,4.95,189.25909599999432,neg,,189.70859529997688,n,39,119,0.44949929998256266,0.4642642999533564,186.811127700028,189.72336029994767,0.46334039990324527,1.239138220826116,1,male,debate,28,3
faceWord_exp,22,image_stim_p.png,Monday,192.1731116999872,119,5.63,194.15928419993725,neu,,194.6731403999729,p,40,119,0.5138562000356615,0.4634209000505507,191.70851240004413,194.6227050999878,0.4645992999430746,-0.23071750329615884,1,male,pen,28,3
faceWord_exp,22,image_stim_n.png,Monday,197.07182209996972,119,4.57,199.0572022999404,neg,,199.48890849994496,p,41,119,0.4317062000045553,0.4641287000849843,196.6072132999543,199.52133100002538,0.46460880001541227,0.7962654471128737,1,male,reporter,28,3
faceWord_exp,22,image_stim_n.png,Monday,201.9708651000401,119,5.73,203.95543660002295,neu,,204.37070840003435,n,42,119,0.4152718000113964,0.4648209000006318,201.50638050003909,204.42025750002358,0.46448460000101477,0.30770997164376424,1,male,reality,28,3
faceWord_exp,22,image_stim_p.png,Monday,206.86949419998564,119,6.84,208.8562434000196,pos,,209.3364960999461,p,43,119,0.48025269992649555,0.462822699919343,206.40531890001148,209.31906609993894,0.4641752999741584,-1.728066945394655,1,male,computer,28,3
faceWord_exp,22,image_stim_p.png,Monday,211.76844439993147,119,7.11,213.75435790000483,pos,,214.16814490000252,p,44,119,0.41378699999768287,0.46343180001713336,211.30466749996413,214.21778970002197,0.4637768999673426,-1.9002611819546853,1,male,couple,28,3
faceWord_exp,22,image_stim_n.png,Monday,216.66739810002036,119,3.4,218.65164739999454,neg,,219.18402719998267,n,45,119,0.5323797999881208,0.46503419999498874,216.20325759996194,219.11668159998953,0.46414050005842,3.4172209593162717,1,male,delirium,28,3
faceWord_exp,22,image_stim_n.png,Monday,221.5664148000069,119,3.45,223.55018839996774,neg,,223.99957380001433,n,46,119,0.44938540004659444,0.4652969000162557,221.10184519994073,224.015485299984,0.4645696000661701,3.6017940902369654,1,male,grievance,28,3
faceWord_exp,22,image_stim_p.png,Monday,226.46510859997943,119,5.82,228.45087910001166,neu,,228.89825700002257,p,47,119,0.44737790001090616,0.4633474999573082,226.0009251999436,228.91422659996897,0.4641834000358358,-1.5026706526379858,1,male,spiritual,28,3
faceWord_exp,22,image_stim_p.png,Monday,231.36417289997917,119,7.23,233.34964319993742,pos,,233.79769639996812,p,48,119,0.4480532000306994,0.46340980008244514,230.8997618999565,233.81305300001986,0.46441100002266467,-2.484088237918995,1,male,butterfly,28,3
faceWord_exp,22,image_stim_p.png,Monday,236.2625723000383,119,5.81,238.24759879999328,neu,,238.71268090000376,p,49,119,0.465082100010477,0.4643557999515906,235.79842000000644,238.71195459994487,0.4641523000318557,-1.343270424679961,1,male,jam,28,3
faceWord_exp,22,image_stim_p.png,Monday,241.16146219999064,119,5.1,243.14700150000863,neu,,243.59423209994566,p,50,119,0.4472305999370292,0.46394980000332,240.69734800001606,243.61095130001195,0.46411419997457415,0.05858023181365075,1,male,cabinet,28,3
faceWord_exp,22,image_stim_p.png,Monday,246.06030070001725,119,6.29,248.04577219998464,pos,,248.49384629994165,p,51,119,0.44807409995701164,0.463789299945347,245.5959096000297,248.50956149993,0.46439109998755157,-1.6804307003665144,1,male,flute,28,3
faceWord_exp,22,image_stim_n.png,Monday,250.95942410000134,119,4.85,252.9434617999941,neg,,253.39251539995894,n,52,119,0.4490535999648273,0.46483279997482896,250.49536770000122,253.40829459996894,0.4640564000001177,-0.3331872788781821,1,male,voter,28,3
faceWord_exp,22,image_stim_p.png,Monday,255.8582691999618,119,6.32,257.84316960000433,pos,,258.224963100045,p,53,119,0.3817935000406578,0.46444799995515496,255.3943666999694,258.3076175999595,0.4639024999924004,-1.100912149643323,1,male,saxophone,28,3
faceWord_exp,22,image_stim_n.png,Monday,260.7568784999894,119,5.55,262.7409295999678,neu,,263.19027629995253,n,54,119,0.4493466999847442,0.4652019999921322,260.29269699996803,263.2061315999599,0.46418150002136827,-0.123291752025302,1,male,faucet,28,3
faceWord_exp,22,image_stim_n.png,Monday,265.65600610000547,119,4.59,267.63973069994245,neg,,268.1058483000379,n,55,119,0.46611760009545833,0.4652661000145599,265.1918051999528,268.104996799957,0.4642009000526741,2.1987551193617842,1,male,volcano,28,3
faceWord_exp,22,image_stim_n.png,Monday,270.5543453999562,119,3.37,272.53913529997226,neg,,272.9717682999326,n,56,119,0.4326329999603331,0.465223400038667,270.0901442000177,273.0043587000109,0.46420119993854314,2.411295736651624,1,male,tobacco,28,3
faceWord_exp,22,image_stim_p.png,Monday,275.4533968999749,119,7.0,277.4400069999974,pos,,277.9032229000004,n,57,119,0.46321590000297874,0.4624704000307247,274.9928448999999,277.90247740002815,0.46055199997499585,-1.9950971558262764,1,male,park,28,3
faceWord_exp,22,image_stim_n.png,Monday,280.3522604999598,119,5.58,282.3366444000276,neu,,282.70188369997777,n,58,119,0.3652392999501899,0.46483830001670867,279.88791189994663,282.8014827000443,0.46434860001318157,-0.945340141786388,1,male,tuba,28,3
faceWord_exp,22,image_stim_n.png,Monday,285.251051899977,119,3.95,287.2351295000408,neg,,287.65107789996546,p,59,119,0.41594839992467314,0.4651190999429673,284.7876847999869,287.70024859998375,0.4633670999901369,1.8802224749820768,1,male,dusty,28,3
faceWord_exp,22,image_stim_n.png,Monday,290.14956900000107,119,3.47,292.1348397999536,neg,,292.4998853999423,n,60,119,0.3650455999886617,0.4643129000905901,289.68579639995005,292.5991527000442,0.4637726000510156,3.583082910341294,1,male,cyclone,28,3
