delay_frames_before,correct_resp,word_score_warriner,key_t,session,word_score_pc,offset_img,condition,rt,duration_measured_word,duration_frames,onset_word,delay_frames_after,onset_img,age,gender,img,word,duration_measured_img,scan day,offset_word,ID,word_label,response,no
67,,3.05,50.563023700000485,1,3.3697994362845387,51.02881819999311,faceWord_exp,0.20864759999676608,0.684630500007188,42,48.49547870000242,63,50.35437610000372,21,female,image_stim_n.png,envy,0.6744420999893919,Monday,49.18010920000961,Nina,neg,j,15
56,,5.3,54.228131100011524,1,-0.05916451699915906,54.44293600000674,faceWord_exp,0.4597022000234574,0.6855366999807302,42,52.091187000012724,63,53.768428899988066,21,female,image_stim_n.png,embassy,0.6745071000186726,Monday,52.776723699993454,Nina,neu,j,16
53,1,5.41,57.45820590000949,1,0.26215401176465297,57.822904200002085,faceWord_exp,0.3240511000039987,0.6871760000067297,42,55.504337999998825,58,57.13415480000549,21,female,image_stim_p.png,school,0.6887493999965955,Monday,56.191514000005554,Nina,neu,b,17
72,1,7.25,60.99091789999511,1,-2.3673221107876317,61.43659359999583,faceWord_exp,0.24299719999544322,0.6868787999846973,42,58.801993500004755,45,60.74792069999967,21,female,image_stim_p.png,garden,0.6886728999961633,Monday,59.48887229998945,Nina,pos,b,18
63,1,7.05,64.20269559998997,1,-2.146343780688921,64.68396039999789,faceWord_exp,0.20766809998895042,0.688384999986738,42,62.197141300013755,48,63.995027500001015,21,female,image_stim_p.png,lemonade,0.6889328999968711,Monday,62.88552630000049,Nina,pos,b,19
63,1,6.37,67.54999090000638,1,-1.8465637543339983,67.98113960001501,faceWord_exp,0.2577129999990575,0.6838000999996439,42,65.4994069999957,54,67.29227790000732,21,female,image_stim_p.png,wealthy,0.688861700007692,Monday,66.18320709999534,Nina,pos,b,20
54,1,7.09,70.79682680001133,1,-1.7483058493195842,71.22720590000972,faceWord_exp,0.2574662000115495,0.6873013000003994,42,68.89306750000105,61,70.53936059999978,21,female,image_stim_p.png,woman,0.6878453000099398,Monday,69.58036880000145,Nina,pos,b,21
45,0,5.16,73.99540459999116,1,-0.5907285556577869,74.4259696000081,faceWord_exp,0.24424059997545555,0.6829869000066537,42,72.26132940000389,57,73.7511640000157,21,female,image_stim_n.png,truck,0.6748055999923963,Monday,72.94431630001054,Nina,neu,b,22
63,,4.0,77.52506899999571,1,3.2148840110758776,77.8730874999892,faceWord_exp,0.340993099991465,0.6854205999989063,42,75.38934220001101,49,77.18407590000425,21,female,image_stim_n.png,avalanche,0.6890115999849513,Monday,76.07476280000992,Nina,neg,j,23
80,0,5.22,80.57324170001084,1,0.11872473318936595,81.45334430001094,faceWord_exp,-0.2072864999936428,0.6892556000093464,42,78.6997124000045,71,80.78052820000448,21,female,image_stim_n.png,noun,0.6728161000064574,Monday,79.38896800001385,Nina,neu,b,24
49,0,3.52,84.68583890001173,1,2.561630339716405,84.8844228000089,faceWord_exp,0.4761374000227079,0.6854792000085581,42,82.6499402000045,72,84.20970149998902,21,female,image_stim_n.png,hospital,0.6747213000198826,Monday,83.33541940001305,Nina,neg,b,25
39,1,5.17,87.74984999999288,1,-0.08455950357770388,88.18124639999587,faceWord_exp,0.2574616000056267,0.6864223000011407,42,86.09659790000296,47,87.49238839998725,21,female,image_stim_p.png,keyboard,0.6888580000086222,Monday,86.7830202000041,Nina,neu,b,26
66,1,5.8,91.27992070000619,1,-1.3575770021145472,91.51193820001208,faceWord_exp,0.4567201000172645,0.6860670000023674,42,88.97684990000562,69,90.82320059998892,21,female,image_stim_p.png,tomato,0.6887376000231598,Monday,89.66291690000799,Nina,neu,b,27
40,1,7.78,94.32742899999721,1,-2.8785481086132907,94.76006450000568,faceWord_exp,0.2414205000095535,0.6902589999954216,42,92.6701436000003,67,94.08600849998766,21,female,image_stim_p.png,kiss,0.6740560000180267,Monday,93.36040259999572,Nina,pos,b,28
67,,3.63,97.99147559999255,1,3.6605330306018913,98.43980409999494,faceWord_exp,0.2410469999886118,0.686546900018584,42,95.88806739999563,62,97.75042860000394,21,female,image_stim_n.png,tornado,0.6893754999910016,Monday,96.57461430001422,Nina,neg,j,29
51,,5.44,101.42179550000583,1,0.1935892361901769,101.75431680001202,faceWord_exp,0.34141670001554303,0.6854547999973875,42,99.48642170001403,60,101.08037879999029,21,female,image_stim_n.png,bridge,0.6739380000217352,Monday,100.17187650001142,Nina,neu,j,30
50,1,6.85,104.76895620001596,1,-1.1443669013398097,105.0502686999971,faceWord_exp,0.4074593000113964,0.7057093000039458,42,102.76502859999891,64,104.36149690000457,21,female,image_stim_p.png,moral,0.6887717999925371,Monday,103.47073790000286,Nina,pos,b,31
53,,4.8,107.98367270000745,1,1.5906822936049958,108.44819650001591,faceWord_exp,0.22343470001942478,0.6898022000095807,42,106.12686009999015,65,107.76023799998802,21,female,image_stim_n.png,mouse,0.6879585000278894,Monday,106.81666229999973,Nina,neg,j,32
63,,4.95,111.54685829998925,1,0.5814463879932942,112.02834079999593,faceWord_exp,0.207052499987185,0.6845468999817967,42,109.54559230001178,56,111.33980580000207,21,female,image_stim_n.png,sandpaper,0.6885349999938626,Monday,110.23013919999357,Nina,neg,j,33
67,0,5.42,115.36043130001053,1,-0.277657621999038,115.52601050000521,faceWord_exp,0.5242803000146523,0.6890730999875814,42,112.97169830001076,41,114.83615099999588,21,female,image_stim_n.png,man,0.6898595000093337,Monday,113.66077139999834,Nina,neu,b,34
59,1,8.37,118.27511550000054,1,-3.2613064969771037,118.63917830001446,faceWord_exp,0.323654899984831,0.687732499995036,42,116.2205546000041,71,117.95146060001571,21,female,image_stim_p.png,fun,0.6877176999987569,Monday,116.90828709999914,Nina,pos,b,35
45,1,6.15,121.84206100000301,1,-1.1648995537800455,122.02010560000781,faceWord_exp,0.5110410999914166,0.6881450999935623,42,119.83324999999604,56,121.3310199000116,21,female,image_stim_p.png,plum,0.6890856999962125,Monday,120.5213950999896,Nina,pos,b,36
66,1,8.0,125.10398109999369,1,-2.40140153221556,125.50075129998731,faceWord_exp,0.29147419999935664,0.6878216000040993,42,122.96419510000851,62,124.81250689999433,21,female,image_stim_p.png,love,0.6882443999929819,Monday,123.65201670001261,Nina,pos,b,37
65,1,6.36,128.81686459999764,1,-1.0613549170130714,129.0817786999978,faceWord_exp,0.4228409999923315,0.7039584000012837,42,126.54533339999034,59,128.3940236000053,21,female,image_stim_p.png,boat,0.6877550999925006,Monday,127.24929179999162,Nina,pos,b,38
66,,2.67,132.24625170000945,1,4.010420717126172,132.59474960001535,faceWord_exp,0.32450210000388324,0.6865963000163902,42,130.07682389998809,50,131.92174960000557,21,female,image_stim_n.png,lonely,0.6730000000097789,Monday,130.76342020000448,Nina,neg,j,39
56,,4.23,135.67703250001068,1,1.7036686386059527,135.8091720000084,faceWord_exp,0.5575355000037234,0.6849681000167038,42,133.44241519999923,31,135.11949700000696,21,female,image_stim_n.png,jury,0.6896750000014435,Monday,134.12738330001594,Nina,neg,j,40
73,1,6.47,138.77427689998876,1,-1.0543324261381863,138.93973189999815,faceWord_exp,0.5094146999763325,0.6881265999982134,42,136.3360190000094,59,138.26486220001243,21,female,image_stim_p.png,oak,0.6748696999857202,Monday,137.0241456000076,Nina,pos,b,41
64,1,7.0,142.30532479999238,1,-2.1296901000704778,142.42016619999777,faceWord_exp,0.5589380000019446,0.6818099000083748,42,139.93963670000085,61,141.74638679999043,21,female,image_stim_p.png,zoo,0.6737794000073336,Monday,140.62144660000922,Nina,pos,b,42
55,0,5.81,145.46919520001393,1,-0.8455595735963974,145.7839604000037,faceWord_exp,0.35857800001394935,0.6899598000163678,42,143.4456208999909,62,145.11061719999998,21,female,image_stim_n.png,whale,0.6733432000037283,Monday,144.13558070000727,Nina,neu,b,43
45,1,6.35,148.85013159998925,1,-1.9273821271493088,149.01428319999832,faceWord_exp,0.5244267999951262,0.6890570999821648,42,146.82707520000986,40,148.32570479999413,21,female,image_stim_p.png,sled,0.6885784000041895,Monday,147.51613229999202,Nina,pos,b,44
75,,4.65,152.2132350000029,1,0.13451130194660302,152.3790896999999,faceWord_exp,0.524389300000621,0.6864098000223748,42,149.69436749999295,60,151.68884570000228,21,female,image_stim_n.png,diplomat,0.6902439999976195,Monday,150.38077730001532,Nina,neg,j,45
61,,4.73,155.3942711999989,1,0.98843671158419,155.84253379999427,faceWord_exp,0.2413788999838289,0.6840607000049204,42,153.39335110000684,58,155.15289230001508,21,female,image_stim_n.png,commander,0.6896414999791887,Monday,154.07741180001176,Nina,neg,j,46
73,1,6.45,158.78213030000916,1,-2.2727319315779937,159.45553669999936,faceWord_exp,0.001138599996920675,0.6896277000196278,42,156.81866009999067,63,158.78099170001224,21,female,image_stim_p.png,pie,0.6745449999871198,Monday,157.5082878000103,Nina,pos,b,47
59,1,7.21,162.67169869999634,1,-2.8031613090757777,162.9201265000156,faceWord_exp,0.4272752999968361,0.6894356000120752,42,160.5157002999913,51,162.2444233999995,21,female,image_stim_p.png,beach,0.6757031000161078,Monday,161.20513590000337,Nina,pos,b,48
66,,3.08,165.90227409999352,1,2.166851165767892,166.30052170000272,faceWord_exp,0.2767572999873664,0.6946897000016179,42,163.77153800000087,49,165.62551680000615,21,female,image_stim_n.png,aggressive,0.6750048999965657,Monday,164.4662277000025,Nina,neg,j,49
54,1,5.05,169.21778669999912,1,-1.0601571884744718,169.44892679998884,faceWord_exp,0.4456243999884464,0.6860292999772355,42,167.12933620001422,67,168.77216230001068,21,female,image_stim_p.png,fiddle,0.6767644999781623,Monday,167.81536549999146,Nina,neu,b,50
63,1,7.68,172.8632038999931,1,-1.2313279950095668,173.04440149999573,faceWord_exp,0.4945196000044234,0.6882480999920517,42,170.57527910001227,82,172.36868429998867,21,female,image_stim_p.png,new,0.6757172000070568,Monday,171.26352720000432,Nina,pos,b,51
71,1,6.14,176.72672360000433,1,-1.4783411251765788,177.02486900001531,faceWord_exp,0.37735860000248067,0.6848207000002731,42,174.42475510001532,70,176.34936500000185,21,female,image_stim_p.png,limousine,0.6755040000134613,Monday,175.1095758000156,Nina,pos,b,52
72,1,5.26,180.5568554000056,1,-0.3369766028281135,180.82173039999907,faceWord_exp,0.4110540999972727,0.6829798000107985,42,178.20712969999295,67,180.14580130000832,21,female,image_stim_p.png,corkscrew,0.6759290999907535,Monday,178.89010950000375,Nina,neu,b,53
70,1,8.47,184.187563399988,1,-3.1501939707833047,184.53490530001,faceWord_exp,0.3273763999750372,0.6870330999954604,42,181.95070909999777,61,183.86018700001296,21,female,image_stim_p.png,happy,0.6747182999970391,Monday,182.63774219999323,Nina,pos,b,54
59,1,5.42,187.6008884999901,1,-0.7213913907893977,187.93430560000706,faceWord_exp,0.3482222000020556,0.6861710000084713,42,185.56428359998972,55,187.25266629998805,21,female,image_stim_p.png,treaty,0.6816393000190146,Monday,186.2504545999982,Nina,neu,b,55
59,,4.21,190.88146750000305,1,0.397042668763988,191.2634750000143,faceWord_exp,0.29320720001123846,0.6832571999984793,42,188.86500910000177,61,190.58826029999182,21,female,image_stim_n.png,policeman,0.6752147000224795,Monday,189.54826630000025,Nina,neg,j,56
52,,5.73,194.34581080000498,1,-0.9990759838186469,194.57738420000533,faceWord_exp,0.44477659999392927,0.6872351999918465,42,192.29144309999538,71,193.90103420001105,21,female,image_stim_n.png,field,0.6763499999942724,Monday,192.97867829998722,Nina,neu,j,57
44,,3.32,197.67725149999023,1,2.3815246085651838,197.92484510000213,faceWord_exp,0.4310900999989826,0.6873188999888953,42,195.77211520000128,57,197.24616139999125,21,female,image_stim_n.png,bribe,0.678683700010879,Monday,196.45943409999018,Nina,neg,j,58
67,,4.5,200.97340720001375,1,1.3014161644429498,201.42115750000812,faceWord_exp,0.22738170000957325,0.6893461999716237,42,198.88423260001582,42,200.74602550000418,21,female,image_stim_n.png,gasp,0.6751320000039414,Monday,199.57357879998744,Nina,neg,j,59
57,,5.05,204.13769920001505,1,0.3759356543037889,204.5027676000027,faceWord_exp,0.3113636000198312,0.687503299996024,42,202.13324759999523,58,203.82633559999522,21,female,image_stim_n.png,fence,0.6764320000074804,Monday,202.82075089999125,Nina,neu,j,60
