duration_frames,word_label,response,scan day,age,correct_resp,pause_trigger,condition,word_trigger,session,pause_trigger_t,ID,onset_word,img,rt,onset_img,offset_word,word_score_warriner,gender,no,duration_measured_img,key_t,offset_img,delay_frames_before,word,img_trigger,duration_measured_word,word_score_pc,delay_frames_after
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,103.11775396100711,ELAS,101.42407062102575,image_stim_p.png,0.6883374360040762,105.1493788890075,102.11683933302993,5.84,female,11,0.7010022810427472,105.83771632501157,105.85038117005024,180,soccer,21,0.692768712004181,-0.6912617476649511,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,113.15123601001687,ELAS,111.45976498100208,image_stim_n.png,0.4047749459859915,115.18332123203436,112.15084672503872,1.94,female,12,0.7010936469887383,115.58809617802035,115.8844148790231,180,prison,22,0.6910817440366372,3.587794463102913,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,123.18596438504755,ELAS,121.49160173599375,image_stim_p.png,0.5884794510202482,127.8175060210051,122.1849391120486,7.15,female,13,0.7013065190403722,128.40598547202535,128.51881254004547,336,girl,21,0.693337376054842,-1.313583728320736,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,133.21969637001166,ELAS,131.52729013201315,image_stim_n.png,0.4234779489925131,135.25136672804365,132.21894219104433,3.25,female,14,0.7011851469869725,135.67484467703616,135.95255187503062,180,politician,22,0.6916520590311848,1.7380634654586231,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,143.25367647700477,ELAS,141.5603281270014,image_stim_p.png,0.5383125049993396,147.88567259605043,142.25299126899336,5.9,female,15,0.7010904199560173,148.42398510104977,148.58676301600644,336,medicine,21,0.6926631419919431,0.597486551423763,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,153.2877364300075,ELAS,151.59322964999592,image_stim_n.png,0.48807408596621826,155.32004194904584,152.28694588999497,3.19,female,16,0.7004882519831881,155.80811603501206,156.02053020102903,180,old,22,0.6937162399990484,1.5556418242275696,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,163.32201355602592,ELAS,161.63062973803608,image_stim_n.png,0.50262326101074,165.35607919603353,162.32122117903782,4.55,female,17,0.6985486879711971,165.85870245704427,166.05462788400473,180,law,22,0.6905914410017431,0.7240429444440241,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,173.3560503690387,ELAS,171.6613736320287,image_stim_p.png,0.47111511300317943,175.3878408120363,172.35508003202267,5.64,female,18,0.7007675410131924,175.85895592503948,176.0886083530495,180,big,21,0.693706399993971,0.6345811289687322,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,183.39000477304216,ELAS,181.69695915305056,image_stim_p.png,0.571450104995165,185.42136488802498,182.38901397801237,5.89,female,19,0.7014727370114997,185.99281499302015,186.12283762503648,180,audience,21,0.692054824961815,-0.7656585604551551,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,193.42406783800106,ELAS,191.72988957702182,image_stim_p.png,0.5718584069982171,198.05548530601664,192.42304787703324,6.73,female,20,0.7013322479906492,198.62734371301485,198.75681755400728,336,read,21,0.6931583000114188,-1.87678309604286,180
42,pos,y,Monday,22,0,31,faceWord_exp,11,6,203.45784717804054,ELAS,201.7612294180435,image_stim_p.png,0.5212041060440242,205.490071267006,202.45727443002397,6.92,female,21,0.7007654230110347,206.01127537305,206.19083669001702,180,sun,21,0.6960450119804591,-1.2017878999114775,336
42,neu,y,Monday,22,1,42,faceWord_exp,13,6,213.49179831700167,ELAS,211.79830598499393,image_stim_n.png,0.6389592530322261,215.5237855130108,212.49108573404374,5.89,female,22,0.700981974019669,216.16274476604303,216.22476748703048,180,chair,22,0.6927797490498051,-0.4928774877246448,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,223.5259472010075,ELAS,221.83416403701995,image_stim_p.png,0.43648086400935426,228.15906537103,222.52511961903656,6.21,female,23,0.6997486840118654,228.59554623503936,228.85881405504188,336,handshake,21,0.6909555820166133,-1.283661754694624,180
42,neu,y,Monday,22,1,42,faceWord_exp,13,6,233.57662526302738,ELAS,231.87205138604622,image_stim_n.png,0.8529940120060928,235.6102085330058,232.57586895604618,5.24,female,24,0.6995338710257784,236.46320254501188,236.30974240403157,180,analogy,22,0.7038175699999556,0.06851316647377265,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,243.61072683299426,ELAS,241.9175079120323,image_stim_p.png,0.4378181340289302,245.64230021100957,242.60985505703138,5.33,female,25,0.7014116620412096,246.0801183450385,246.34371187305078,180,prairie,21,0.6923471449990757,-1.1818642926883074,336
42,neu,y,Monday,22,0,41,faceWord_exp,13,6,253.64489518100163,ELAS,251.95146640500752,image_stim_p.png,-2.56174373900285,258.27661003300454,252.64384068903746,5.42,female,26,0.7013052260153927,255.7148662940017,258.97791525901994,336,scooter,21,0.6923742840299383,-0.9209473384247756,180
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,263.6787076780456,ELAS,261.98479424399557,image_stim_p.png,0.5717421989538707,268.3101403420442,262.6779249320389,5.05,female,27,0.7015821730019525,268.88188254099805,269.01172251504613,336,bugle,21,0.6931306880433112,-0.441124933220443,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,273.71289113303646,ELAS,272.0193582630018,image_stim_n.png,0.5708256469806656,278.3449420920224,272.7119525320013,4.42,female,28,0.7010096450103447,278.91576773900306,279.04595173703274,336,protest,22,0.6925942689995281,1.346131993343653,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,283.76351484504994,ELAS,282.0581287800451,image_stim_p.png,0.5057117629912682,288.395122706017,282.76267036801437,7.33,female,29,0.7012815889902413,288.90083446900826,289.09640429500723,336,chipmunk,21,0.7045415879692882,-1.071197614358652,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,293.79738453403115,ELAS,292.1038978470024,image_stim_p.png,0.5546101779909804,298.4297587000183,292.7966787260375,7.0,female,30,0.7000907509936951,298.98436887800926,299.129849451012,336,pumpkin,21,0.6927808790351264,-1.1380831950062478,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,303.8480538330041,ELAS,302.1425055920263,image_stim_p.png,0.5520872139604762,308.48228920804104,302.84729765704833,6.72,female,31,0.6990751179982908,309.0343764220015,309.18136432603933,336,river,21,0.7047920650220476,-1.8284590275958619,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,313.8818405790371,ELAS,312.1891513420269,image_stim_p.png,0.4376256430405192,318.51422498200554,312.8813873050385,7.53,female,32,0.7009627800434828,318.95185062504606,319.215187762049,336,honeymoon,21,0.6922359630116262,-3.0889019952949432,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,323.91619595803786,ELAS,322.2228214300121,image_stim_p.png,0.6712355450144969,328.5486174910329,322.9154718859936,6.37,female,33,0.7009630249813199,329.2198530360474,329.24958051601425,336,parade,21,0.692650455981493,-2.3709211732995845,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,333.95030692900764,ELAS,332.2560081499978,image_stim_p.png,0.526432060985826,335.9772009740118,332.9495176770142,6.32,female,34,0.6892923709820025,336.5036330349976,336.6664933449938,180,elm,21,0.6935095270164311,-1.1812540207039297,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,343.96738240803825,ELAS,342.2738582100137,image_stim_p.png,0.6215567070175894,348.59976555302273,342.96685450401856,5.8,female,35,0.7009590300149284,349.2213222600403,349.30072458303766,336,finger,21,0.6929962940048426,-0.3659926056186196,180
42,neg,b,Monday,22,0,32,faceWord_exp,12,6,354.0015178450267,ELAS,352.3083719169954,image_stim_n.png,0.6209464579587802,356.03364034503466,353.0008250310202,4.59,female,36,0.7007774590165354,356.65458680299344,356.7344178040512,180,mayor,22,0.6924531140248291,0.3271241198863318,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,364.0359343159944,ELAS,362.34440380503656,image_stim_n.png,0.5554007809842005,366.06657841202104,363.03484684304567,3.89,female,37,0.7018401449895464,366.62197919300525,366.7684185570106,180,judge,22,0.6904430380091071,1.421533554407035,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,374.0696173480246,ELAS,372.37983282702044,image_stim_p.png,0.5858908249647357,378.70385532604996,373.06895343604265,7.11,female,38,0.6988074709661305,379.2897461510147,379.4026627970161,336,blueberry,21,0.6891206090222113,-1.4048581699918157,180
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,384.10352977301227,ELAS,382.41003017203184,image_stim_p.png,0.8213676119921729,386.13587230304256,383.1029863470467,5.81,female,39,0.7009287109831348,386.95723991503473,386.8368010140257,180,satire,21,0.6929561750148423,-0.9476055713690849,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,394.13764555804664,ELAS,392.44464766804595,image_stim_p.png,0.48811263096285984,398.7703127580462,393.1370038000168,7.63,female,40,0.7007407939527184,399.25842538900906,399.4710535519989,336,chocolate,21,0.6923561319708824,-2.539279812815429,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,404.17197424103506,ELAS,402.4781391310389,image_stim_n.png,0.6039404159528203,408.80437162704766,403.1709910290083,4.11,female,41,0.700628008984495,409.4083120430005,409.50499963603215,336,folly,22,0.6928518979693763,2.52891321026023,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,414.20581246505026,ELAS,412.51176460902207,image_stim_n.png,0.45501627802150324,418.83720957901096,413.2050711210468,4.32,female,42,0.7010685700224712,419.29222585703246,419.53827814903343,336,crow,22,0.6933065120247193,0.8985553834191027,180
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,424.23985433002235,ELAS,422.54931112902705,image_stim_p.png,0.42251152399694547,428.8715548830223,423.2389742390369,5.33,female,43,0.7011220030253753,429.2940664070193,429.5726768860477,336,quantity,21,0.6896631100098602,-0.1985745460766808,180
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,434.27400590101024,ELAS,432.5804251160007,image_stim_p.png,0.7541645130258985,436.30585247202544,433.27315081999404,5.78,female,44,0.7009926330065355,437.06001698505133,437.00684510503197,180,advice,21,0.6927257039933465,-0.30581232848456497,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,444.30713771504816,ELAS,442.61741777701536,image_stim_p.png,0.7189823960070498,446.34289264603285,443.30710622202605,6.67,female,45,0.6980250739725307,447.0618750420399,447.0409177200054,180,dolphin,21,0.6896884450106882,-2.035068499528653,336
42,pos,,Monday,22,,31,faceWord_exp,11,6,454.3418106760364,ELAS,452.64847150002606,image_stim_p.png,,458.9739625939983,453.3410849859938,6.68,female,46,0.7012699200422503,,459.67523251404054,336,forest,21,0.6926134859677404,-1.6320665929887423,180
42,neu,y,Monday,22,1,42,faceWord_exp,13,6,464.3762181290076,ELAS,462.68303191201994,image_stim_n.png,0.5546501820208505,469.00766965700313,463.375247923017,5.95,female,47,0.7005053060129285,469.562319839024,469.70817496301606,336,escalator,22,0.6922160109970719,-0.1293625696653618,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,474.4098803960369,ELAS,472.7160679640365,image_stim_p.png,0.6712734610191546,479.0419221710181,473.4092072340427,7.48,female,48,0.7013625240069814,479.71319563203724,479.74328469502507,336,home,21,0.6931392700062133,-2.2232275900644445,180
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,484.4437569040456,ELAS,482.74938496004324,image_stim_n.png,0.4720068679889664,489.07561031501973,483.44328344101086,3.68,female,49,0.7014959569787607,489.5476171830087,489.7771062719985,336,bee,22,0.6938984809676185,1.5036737146000605,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,494.47828115400625,ELAS,492.7842176380218,image_stim_p.png,0.43816438503563404,499.1099170660018,493.4772344790399,6.4,female,50,0.7013034650008194,499.54808145103743,499.8112205310026,336,dinner,21,0.6930168410181068,-2.2453726125286497,180
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,504.5119937660056,ELAS,502.818667576008,image_stim_p.png,0.5892463399795815,506.54309722804464,503.51129499904346,6.38,female,51,0.7017115839989856,507.1323435680242,507.24480881204363,180,hygiene,21,0.6926274230354466,-1.613773182399739,336
42,neu,b,Monday,22,1,41,faceWord_exp,13,6,514.5460425140336,ELAS,512.8546636709943,image_stim_p.png,0.45157780195586383,516.5812850310467,513.5452708069934,5.29,female,52,0.6976183649967425,517.0328628330026,517.2789033960435,180,era,21,0.6906071359990165,0.38949539348709145,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,524.580030169047,ELAS,522.8867846010253,image_stim_n.png,0.5722443019622006,529.2114006440388,523.578944442037,3.94,female,53,0.7016796949901618,529.783644946001,529.913080339029,336,lawyer,22,0.692159841011744,1.4290259416609457,180
42,neu,b,Monday,22,0,42,faceWord_exp,13,6,534.6140916930162,ELAS,532.9197725889971,image_stim_n.png,0.6054853440145962,536.6453655600199,533.6133296330227,5.65,female,54,0.7017912450246513,537.2508509040345,537.3471568050445,180,comb,22,0.6935570440255105,-0.15774590184623308,336
42,pos,b,Monday,22,1,31,faceWord_exp,11,6,544.6480804460007,ELAS,542.9546877780231,image_stim_p.png,0.5211802260018885,546.6805034260033,543.6474326900207,7.18,female,55,0.7004125690436922,547.2016836520052,547.380915995047,180,party,21,0.692744911997579,-2.3202480308548075,336
42,neu,y,Monday,22,1,42,faceWord_exp,13,6,554.6823550340487,ELAS,552.989317753003,image_stim_n.png,0.5049804059672169,556.7135138080339,553.6814192840247,5.26,female,56,0.7014058179920539,557.2184942140011,557.414919626026,180,accordion,22,0.6921015310217626,-0.8574934623041074,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,564.7161550770397,ELAS,563.0228239040007,image_stim_n.png,0.655116681009531,566.747886519006,563.7154354010127,3.14,female,57,0.7011333690024912,567.4030032000155,567.4490198880085,180,rumor,22,0.692611497011967,3.1728286127179004,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,574.7505007350119,ELAS,573.0559334750287,image_stim_n.png,0.6380921539966948,576.7821941620205,573.7494494100101,4.75,female,58,0.7010705990251154,577.4202863160172,577.4832647610456,180,rake,22,0.6935159349814057,0.5993691927879942,336
42,neg,y,Monday,22,1,32,faceWord_exp,12,6,584.7842255910509,ELAS,583.0933309380198,image_stim_n.png,0.5691816019825637,586.8186867280165,583.7833891520277,2.79,female,59,0.698336179018952,587.387868329999,587.5170229070354,180,gunshot,22,0.6900582140078768,3.2726955917764444,336
42,pos,,Monday,22,,31,faceWord_exp,11,6,594.8181987580028,ELAS,593.1251430560369,image_stim_p.png,,596.8496016340214,593.8174981730408,6.81,female,60,0.7013824310270138,,597.5509840650484,180,cheese,21,0.6923551170038991,-1.5755240884938977,336
