gender,word_trigger,onset_img,scan day,onset_word,ID,pause_trigger,duration_frames,offset_word,age,word,rt,offset_img,delay_frames_after,response,word_label,no,condition,word_score_pc,key_t,delay_frames_before,img_trigger,duration_measured_img,word_score_warriner,pause_trigger_t,correct_resp,duration_measured_word,session,img
female,11,105.14753413899962,Monday,101.42616436000026,KKF,31,42,102.12135009700069,21,zoo,0.4437331160006579,105.83790045100068,336,b,pos,11,faceWord_exp,-2.1296901000704778,105.59126725500028,180,21,0.6903663120010606,7.0,103.12147774600089,1,0.6951857370004291,1,image_stim_p.png
female,12,117.76139256600072,Monday,111.44211246600025,KKF,32,42,112.13778289500078,21,gasp,0.4277169169999979,118.45311877200038,180,y,neg,12,faceWord_exp,1.3014161644429498,118.18910948300072,336,22,0.6917262059996574,4.5,113.13811065600021,1,0.6956704290005291,1,image_stim_n.png
female,11,127.78182612899946,Monday,121.458400558,KKF,31,42,122.1543323879996,21,love,0.523670023001614,128.48761032199945,180,b,pos,13,faceWord_exp,-2.40140153221556,128.30549615200107,336,21,0.7057841929999995,8.0,123.15435474200058,1,0.6959318299996085,1,image_stim_p.png
female,11,137.8137469430003,Monday,131.49214290500095,KKF,31,42,132.18720502399992,21,limousine,0.5100110780003888,138.5039335069996,180,b,pos,14,faceWord_exp,-1.4783411251765788,138.32375802100069,336,21,0.6901865639993048,6.14,133.18789744900096,1,0.6950621189989761,1,image_stim_p.png
female,12,147.83045112800028,Monday,141.50839765400087,KKF,32,42,142.2039103010011,21,deceit,0.34272340499956044,148.51994357399963,180,y,neg,15,faceWord_exp,4.314775126713813,148.17317453299984,336,22,0.689492445999349,2.89,143.2042643670011,1,0.6955126470002142,1,image_stim_n.png
female,13,155.2491127480007,Monday,151.52806548700028,KKF,42,42,152.2205596900003,21,corkscrew,0.6418525819990464,155.95379513199987,336,y,neu,16,faceWord_exp,-0.3369766028281135,155.89096532999974,180,22,0.7046823839991703,5.26,153.22105924199968,1,0.6924942030000238,1,image_stim_n.png
female,11,165.27975978200084,Monday,161.55777194999973,KKF,31,42,162.25373247599964,21,plum,0.3271277629992255,165.9702280700003,336,b,pos,17,faceWord_exp,-1.1648995537800455,165.60688754500006,180,21,0.6904682879994652,6.15,163.25393338600043,1,0.695960525999908,1,image_stim_p.png
female,13,177.89642236100008,Monday,171.57631066400063,KKF,42,42,172.26977501700094,21,school,0.5766637420001643,178.58678677600074,180,y,neu,18,faceWord_exp,0.26215401176465297,178.47308610300024,336,22,0.6903644150006585,5.41,173.27053289700052,1,0.6934643530003086,1,image_stim_n.png
female,13,185.31304350600112,Monday,181.59107953800049,KKF,41,42,182.28692061500078,21,whale,0.49384393399850524,186.00341446099992,336,b,neu,19,faceWord_exp,-0.8455595735963974,185.80688743999963,180,21,0.690370954998798,5.81,183.28678707200015,1,0.6958410770002956,1,image_stim_p.png
female,13,197.9467520979997,Monday,191.6244516099996,KKF,41,42,192.31956476100095,21,field,0.5426485770003637,198.63673525100057,180,b,neu,20,faceWord_exp,-0.9990759838186469,198.48940067500007,336,21,0.6899831530008669,5.73,193.32049292600095,1,0.6951131510013511,1,image_stim_p.png
female,13,207.96369502200105,Monday,201.64099421399987,KKF,42,42,202.33623661300044,21,tourist,0.5094760319989291,208.65263579299972,180,y,neu,21,faceWord_exp,-0.31568469709749714,208.47317105399998,336,22,0.6889407709986699,5.71,203.33676700400065,1,0.6952423990005627,1,image_stim_n.png
female,12,215.3790613199999,Monday,211.6569609369999,KKF,32,42,212.35296324999945,21,plot,1.0104877650010167,216.0696304840003,336,y,neg,22,faceWord_exp,0.2016963621838916,216.3895490850009,180,22,0.6905691640004079,4.9,213.35337257799983,1,0.6960023129995534,1,image_stim_n.png
female,11,225.39591269099947,Monday,221.67341483000018,KKF,31,42,222.36939498700121,21,beach,0.509552737001286,226.08574079600112,336,b,pos,23,faceWord_exp,-2.8031613090757777,225.90546542800075,180,21,0.6898281050016521,7.21,223.37010972499957,1,0.6959801570010313,1,image_stim_p.png
female,13,238.0149493810004,Monday,231.6933241179995,KKF,42,42,232.38572841300083,21,hamster,0.4737526690005325,238.71809950900024,180,y,neu,24,faceWord_exp,-1.1856791528275217,238.48870205000094,336,22,0.7031501279998338,5.88,233.38615683600074,1,0.6924042950013245,1,image_stim_n.png
female,12,248.04535148600007,Monday,241.72389345299962,KKF,32,42,242.41915564900046,21,commander,0.3255464280009619,248.73575473500023,180,y,neg,25,faceWord_exp,0.98843671158419,248.37089791400103,336,22,0.6904032490001555,4.73,243.41959567199956,1,0.69526219600084,1,image_stim_n.png
female,12,258.0619253730001,Monday,251.740620433,KKF,32,42,252.4354825999999,21,hurricane,0.5933208799997374,258.75234395500047,180,y,neg,26,faceWord_exp,3.648586845460279,258.65524625299986,336,22,0.6904185820003477,3.16,253.4359023600009,1,0.6948621669998829,1,image_stim_n.png
female,11,265.4780169940004,Monday,261.75623709499996,KKF,31,42,262.45199552300073,21,garden,0.5782402049990196,266.16890153200075,336,b,pos,27,faceWord_exp,-2.3673221107876317,266.05625719899945,180,21,0.6908845380003186,7.25,263.4529078859996,1,0.6957584280007723,1,image_stim_p.png
female,11,278.09521038599996,Monday,271.7723459259996,KKF,31,42,272.46832666999944,21,oak,0.3935367150006641,278.78531584400116,180,b,pos,28,faceWord_exp,-1.0543324261381863,278.4887471010006,336,21,0.6901054580011987,6.47,273.46952266600056,1,0.6959807439998258,1,image_stim_p.png
female,13,288.11176912799965,Monday,281.78997906900076,KKF,42,42,282.48434787100086,21,fiddle,0.527294483001242,288.80188782000005,180,y,neu,29,faceWord_exp,-1.0601571884744718,288.6390636110009,336,22,0.6901186920003965,5.05,283.4853561050004,1,0.6943688020000991,1,image_stim_n.png
female,12,298.12931275700066,Monday,291.80711143900044,KKF,32,42,292.5018502430012,21,jury,0.39303508999910264,298.81839130000117,180,y,neg,30,faceWord_exp,1.7036686386059527,298.52234784699976,336,22,0.6890785430005053,4.23,293.50242003600033,1,0.6947388040007354,1,image_stim_n.png
female,13,305.54768652700113,Monday,301.8254255360007,KKF,42,42,302.51713380100045,21,bridge,0.506623627999943,306.25175444399974,336,y,neu,31,faceWord_exp,0.1935892361901769,306.0543101550011,180,22,0.7040679169986106,5.44,303.5188955829999,1,0.691708264999761,1,image_stim_n.png
female,13,318.1782729839997,Monday,311.856143721001,KKF,42,42,312.55157816800056,21,keyboard,0.4422612329999538,318.8684229110004,180,y,neu,32,faceWord_exp,-0.08455950357770388,318.62053421699966,336,22,0.6901499270006752,5.17,313.5520323290002,1,0.6954344469995704,1,image_stim_n.png
female,11,328.1941249619995,Monday,321.8730533859998,KKF,31,42,322.5681147329997,21,pineapple,0.5272099360008724,328.88367066499995,180,b,pos,33,faceWord_exp,-1.6708771386143015,328.72133489800035,336,21,0.6895457030004764,6.9,323.5685969620008,1,0.6950613469998643,1,image_stim_p.png
female,12,338.21131543500087,Monday,331.8889190160007,KKF,32,42,332.5846057409999,21,victim,0.5759586399999534,338.90140806099953,180,y,neg,34,faceWord_exp,3.457530661450998,338.7872740750008,336,22,0.6900926259986591,2.05,333.58509981300085,1,0.6956867249991774,1,image_stim_n.png
female,11,348.22803001099965,Monday,341.9050112170007,KKF,31,42,342.60120232699956,21,boat,0.4593379400012054,348.91756501800046,180,b,pos,35,faceWord_exp,-1.0613549170130714,348.68736795100085,336,21,0.6895350070008135,6.36,343.60165858599976,1,0.6961911099988356,1,image_stim_p.png
female,11,358.2445532290003,Monday,351.9215568920008,KKF,31,42,352.6175264810008,21,new,0.44394200399983674,358.93446722800036,180,b,pos,36,faceWord_exp,-1.2313279950095668,358.68849523300014,336,21,0.6899139990000549,7.68,353.61816574300065,1,0.6959695890000148,1,image_stim_p.png
female,12,365.6604101539997,Monday,361.9390341729995,KKF,32,42,362.6337131720011,21,hospital,0.3939320580011554,366.3509678970004,336,y,neg,37,faceWord_exp,2.561630339716405,366.05434221200085,180,22,0.6905577430006815,3.52,363.6339291029999,1,0.6946789990015532,1,image_stim_n.png
female,11,375.6800401119999,Monday,371.95733704600025,KKF,31,42,372.6511421510004,21,woman,0.47344953200081363,376.38423586300087,336,b,pos,38,faceWord_exp,-1.7483058493195842,376.15348964400073,180,21,0.7041957510009524,7.09,373.65044069600117,1,0.6938051050001377,1,image_stim_p.png
female,13,388.31064574099946,Monday,381.98772968699996,KKF,42,42,382.6841170309999,21,man,0.42673849100174266,389.00053394600036,180,y,neu,39,faceWord_exp,-0.277657621999038,388.7373842320012,336,22,0.6898882050008979,5.42,383.68447938400095,1,0.6963873439999588,1,image_stim_n.png
female,13,395.72691495300023,Monday,392.00469424699986,KKF,42,42,392.7003286960007,21,beer,0.6268231220001326,396.4176994070003,336,y,neu,40,faceWord_exp,-0.9222259722889368,396.35373807500036,180,22,0.6907844540000951,5.67,393.7028009549995,1,0.6956344490008632,1,image_stim_n.png
female,13,405.7437538510003,Monday,402.02160059200105,KKF,41,42,402.71665029500036,21,truck,0.526719146000687,406.4333454380012,336,b,neu,41,faceWord_exp,-0.5907285556577869,406.270472997001,180,21,0.6895915870009048,5.16,403.717388047,1,0.695049702999313,1,image_stim_p.png
female,13,415.76005784799963,Monday,412.0381319450007,KKF,42,42,412.7328541340012,21,rocket,0.5272120910012745,416.44951175700044,336,y,neu,42,faceWord_exp,-0.17528733847197087,416.2872699390009,180,22,0.6894539090008038,5.8,413.7335026340006,1,0.6947221890004585,1,image_stim_n.png
female,12,428.37641483900006,Monday,422.05497124000067,KKF,32,42,422.7500259870012,21,lonely,0.31038644799991744,429.0661984319995,180,y,neg,43,faceWord_exp,4.010420717126172,428.686801287,336,22,0.6897835929994471,2.67,423.7504210700008,1,0.6950547470005404,1,image_stim_n.png
female,11,438.39311360800093,Monday,432.07064968600025,KKF,31,42,432.7657074990002,21,fun,0.47591461099909793,439.0831146820001,180,b,pos,44,faceWord_exp,-3.2613064969771037,438.86902821900003,336,21,0.6900010739991558,8.37,433.76693471900035,1,0.6950578129999485,1,image_stim_p.png
female,12,445.8119349490007,Monday,442.09045051700014,KKF,32,42,442.7828505289999,21,policeman,0.39049191099911695,446.5164471250009,336,y,neg,45,faceWord_exp,0.397042668763988,446.20242685999983,180,22,0.7045121760002075,4.21,443.7835482700011,1,0.69240001199978,1,image_stim_n.png
female,12,458.44276752599944,Monday,452.12034023900014,KKF,32,42,452.8165885090002,21,bribe,0.30924961600067036,459.13305556900013,180,y,neg,46,faceWord_exp,2.3815246085651838,458.7520171420001,336,22,0.6902880430006917,3.32,453.8169708050009,1,0.6962482700000692,1,image_stim_n.png
female,12,465.85989652399985,Monday,462.1375647550012,KKF,32,42,462.83263117299975,21,sandpaper,0.5262840160012274,466.55042436999975,336,y,neg,47,faceWord_exp,0.5814463879932942,466.3861805400011,180,22,0.6905278459998954,4.95,463.83356870100033,1,0.6950664179985324,1,image_stim_n.png
female,11,478.4762806890012,Monday,472.1536706000006,KKF,31,42,472.8495895619999,21,lake,0.559541951999563,479.1658020169998,180,b,pos,48,faceWord_exp,-1.5151286486205269,479.0358226410008,336,21,0.689521327998591,7.13,473.8492024420011,1,0.6959189619992685,1,image_stim_p.png
female,11,485.8926010129999,Monday,482.17024834100084,KKF,31,42,482.86583077900104,21,happy,0.5429190800005017,486.5827707669996,336,b,pos,49,faceWord_exp,-3.1501939707833047,486.4355200930004,180,21,0.6901697539997258,8.47,483.86643537999953,1,0.6955824380002014,1,image_stim_p.png
female,11,495.9089098780005,Monday,492.1872297730006,KKF,31,42,492.88235945400083,21,wealthy,0.5266005939993192,496.5992640879995,336,b,pos,50,faceWord_exp,-1.8465637543339983,496.4355104719998,180,21,0.6903542099989863,6.37,493.88294295800006,1,0.6951296810002532,1,image_stim_p.png
female,13,508.5256192859997,Monday,502.2022510879997,KKF,42,42,502.89900167499945,21,tomato,0.592614400000457,509.21641877299953,180,y,neu,51,faceWord_exp,-1.3575770021145472,509.11823368600017,336,22,0.690799486999822,5.8,503.8992195530009,1,0.6967505869997694,1,image_stim_n.png
female,13,515.9441548430004,Monday,512.2225644959999,KKF,42,42,512.9155100219996,21,spatula,0.6418114610005432,516.6486047779999,336,y,neu,52,faceWord_exp,-0.18281188470513854,516.585966304001,180,22,0.7044499349995021,5.14,513.9155107000006,1,0.6929455259996757,1,image_stim_n.png
female,12,525.9750933640007,Monday,522.2534250950011,KKF,32,42,522.9488859249996,21,tornado,0.3437046109993389,526.6655741440009,336,y,neg,53,faceWord_exp,3.6605330306018913,526.318797975,180,22,0.6904807800001436,3.63,523.9491414380009,1,0.6954608299984102,1,image_stim_n.png
female,12,535.9924168270009,Monday,532.2691738880003,KKF,32,42,532.9652028769997,21,envy,0.42497580199960794,536.6820450600007,336,y,neg,54,faceWord_exp,3.3697994362845387,536.4173926290005,180,22,0.689628232999894,3.05,533.9659537099997,1,0.6960289889993874,1,image_stim_n.png
female,11,548.6079138900004,Monday,542.2851727380003,KKF,31,42,542.9818238900007,21,kiss,0.5432195819994377,549.298267387001,180,b,pos,55,faceWord_exp,-2.8785481086132907,549.1511334719999,336,21,0.6903534970006149,7.78,543.9817251220011,1,0.6966511520004133,1,image_stim_p.png
female,12,556.0248122390003,Monday,552.3023475570008,KKF,32,42,552.9976072000009,21,mouse,0.5269026940004551,556.7149285880005,336,y,neg,56,faceWord_exp,1.5906822936049958,556.5517149330008,180,22,0.6901163490001636,4.8,553.9988541540006,1,0.6952596430000995,1,image_stim_n.png
female,12,568.6425001980006,Monday,562.3194498100002,KKF,32,42,563.0150086470003,21,avalanche,0.4925579509999807,569.3313076949999,180,y,neg,57,faceWord_exp,3.2148840110758776,569.1350581490005,336,22,0.6888074969992886,4.0,564.0152259320002,1,0.6955588370001351,1,image_stim_n.png
female,13,578.6538872170004,Monday,572.3359345110002,KKF,42,42,573.0313392799999,21,treaty,0.6634114209991822,579.3478193989995,180,y,neu,58,faceWord_exp,-0.7213913907893977,579.3172986379996,336,22,0.6939321819991164,5.42,574.0317917490011,1,0.6954047689996514,1,image_stim_n.png
female,12,586.075480765001,Monday,582.3549725800003,KKF,32,42,583.0470818070007,21,meeting,0.5764351889993122,586.7644815450003,336,y,neg,59,faceWord_exp,0.7573178762670367,586.6519159540003,180,22,0.6890007799993327,4.55,584.0482005659997,1,0.692109227000401,1,image_stim_n.png
female,12,598.6908212990002,Monday,592.3691670549997,KKF,32,42,593.0644706370003,21,diplomat,0.5270955260002665,599.3814375679995,180,y,neg,60,faceWord_exp,0.13451130194660302,599.2179168250004,336,22,0.6906162689992925,4.65,594.0647745780007,1,0.6953035820006335,1,image_stim_n.png
