duration_frames,onset_img,word,duration_measured_word,img_trigger,word_trigger,age,pause_trigger,no,word_score_pc,word_score_warriner,word_label,img,response,pause_trigger_t,scan day,correct_resp,offset_word,ID,delay_frames_after,duration_measured_img,delay_frames_before,rt,session,key_t,gender,offset_img,condition,onset_word
24,721.5506304000155,whine,0.5876389000331983,22,12,22,32,48,3.0668244091236065,2.82,neg,image_stim_n.png,y,714.439358100004,Monday,1,712.9366742999991,B12,180,0.5978707000031136,336,1.5315750999725424,5,723.082205499988,female,722.1485011000186,faceWord_exp,712.3490353999659
24,736.5872541000135,dictation,0.6637971000163816,22,12,22,32,49,0.7498341013103271,4.26,neg,image_stim_n.png,y,729.2051337999874,Monday,1,727.5391467000009,B12,180,0.684140799974557,336,1.6223535999888554,5,738.2096077000024,female,737.2713948999881,faceWord_exp,726.8753495999845
24,747.0966978999786,mob,0.6181436000042595,22,12,22,32,50,2.490397821352158,3.7,neg,image_stim_n.png,y,744.0033454999793,Monday,1,742.5045252999989,B12,336,0.6165765000041574,180,1.9432550999918021,5,749.0399529999704,female,747.7132743999828,faceWord_exp,741.8863816999947
24,765.7027959999978,arm,0.5938169999863021,22,13,22,42,51,-0.2527650722021685,5.44,neu,image_stim_n.png,y,758.5472234999761,Monday,1,757.0282220999943,B12,180,0.8098396999994293,336,2.19514149997849,5,767.8979374999763,female,766.5126356999972,faceWord_exp,756.434405100008
24,776.4028148999787,ant,0.5868617999949493,22,12,22,32,52,1.5300907112092572,3.9,neg,image_stim_n.png,y,773.1520474000135,Monday,1,771.6523392999661,B12,336,0.6096473000361584,180,2.0670497000101022,5,778.4698645999888,female,777.0124622000149,faceWord_exp,771.0654774999712
24,794.8318563000066,ambulance,0.6069119999883696,22,12,22,32,53,2.2468136409924253,3.71,neg,image_stim_n.png,b,787.7529994999641,Monday,0,786.2357479999773,B12,180,0.5940912999794818,336,2.2146851000143215,5,797.0465414000209,female,795.4259475999861,faceWord_exp,785.628835999989
24,810.0720170999994,vice,0.6170154000283219,22,12,22,32,54,2.1399531488678094,3.81,neg,image_stim_n.png,y,802.3173966999748,Monday,1,800.7188416999998,B12,180,0.6225189999677241,336,1.965458899969235,5,812.0374759999686,female,810.6945360999671,faceWord_exp,800.1018262999714
24,825.4885913999751,dangerous,0.6531456999946386,22,12,22,32,55,3.17672342877373,2.33,neg,image_stim_n.png,y,818.1019327999675,Monday,1,816.5441554000136,B12,180,0.6036158000351861,336,1.9733773000189103,5,827.461968699994,female,826.0922072000103,faceWord_exp,815.8910097000189
24,836.2318108999752,jealousy,0.594079399947077,22,12,22,32,56,3.693241029119933,2.58,neg,image_stim_n.png,y,833.0346540000173,Monday,1,831.3850782999652,B12,336,0.6357584000215866,180,2.196288600040134,5,838.4280995000154,female,836.8675692999968,faceWord_exp,830.7909989000182
24,851.5827704999829,grief,0.8411457999609411,22,12,22,32,57,4.735833249102137,2.33,neg,image_stim_n.png,b,848.5332401000196,Monday,0,846.99308689998,B12,336,0.767377000011038,180,3.2614669000031427,5,854.844237399986,female,852.3501474999939,faceWord_exp,846.151941100019
24,866.7436823999742,rum,0.592869599990081,21,13,22,41,58,-1.1343736111597311,5.57,neu,image_stim_p.png,b,863.4086474999785,Monday,1,861.8999558999785,B12,336,0.7101403000415303,180,1.6507470000069588,5,868.3944293999812,female,867.4538227000157,faceWord_exp,861.3070862999884
24,881.7804316999973,cab,0.5891076000407338,22,12,22,32,59,0.1828236131989572,4.81,neg,image_stim_n.png,y,878.6166533000069,Monday,1,877.0962734000059,B12,336,0.6284419000148773,180,2.560792099975515,5,884.3412237999728,female,882.4088736000122,faceWord_exp,876.5071657999652
24,900.7207436999888,newspaper,0.5885459000128321,21,13,22,41,60,0.3309936143559913,5.11,neu,image_stim_p.png,b,893.2988048999687,Monday,1,891.7971894000075,B12,180,0.6601500000106171,336,1.991779099975247,5,902.7125227999641,female,901.3808936999994,faceWord_exp,891.2086434999947
