condition,duration_measured_img,duration_frames,pause_trigger,scan day,offset_word,img,rt,pause_trigger_t,word_score_pc,img_trigger,correct_resp,gender,duration_measured_word,offset_img,word_score_warriner,age,response,key_t,onset_word,onset_img,session,delay_frames_before,no,word_trigger,delay_frames_after,word_label,word,ID
faceWord_exp,0.6909647059947019,42,41,Monday,162.05810118200316,image_stim_p.png,0.793132537000929,163.0587732970016,0.6016604903777263,21,1,male,0.6953999499964993,165.77463479799917,5.24,22,b,165.8768026290054,161.36270123200666,165.08367009200447,3,180,17,13,336,neu,toe,14
faceWord_exp,0.6905127690115478,42,41,Monday,172.07452094499604,image_stim_p.png,1.0262228510109708,173.07515341999533,0.05858023181365075,21,1,male,0.693408184000873,175.79112294400693,5.1,22,b,176.12683302600635,171.38111276099517,175.10061017499538,3,180,18,13,336,neu,cabinet,14
faceWord_exp,0.6910513910115696,42,31,Monday,182.09086921499693,image_stim_p.png,0.7766376790095819,183.0915781770018,-2.098490136277324,21,1,male,0.695271195989335,188.40744766000716,7.11,22,b,188.49303394800518,181.3955980190076,187.7163962689956,3,336,19,11,180,pos,rose,14
faceWord_exp,0.6902785300044343,42,32,Monday,192.10725297599856,image_stim_n.png,0.8431957430002512,193.1079341010045,2.1987551193617842,22,1,male,0.6962858820043039,198.42302642700088,4.59,22,y,198.5759436399967,191.41096709399426,197.73274789699644,3,336,20,12,180,neg,volcano,14
faceWord_exp,0.6910780089965556,42,32,Monday,202.12363454300794,image_stim_n.png,0.8426271369971801,203.12431332499546,3.6129749181587063,22,1,male,0.6953979480022099,208.4400174659968,2.11,22,y,208.5915665939974,201.42823659500573,207.74893945700023,3,336,21,12,180,neg,criminal,14
faceWord_exp,0.6912173360033194,42,41,Monday,212.14002444299695,image_stim_p.png,0.759250950999558,213.14069243799895,-1.0048841857254538,21,1,male,0.6955547069956083,218.45655583200278,5.89,22,b,218.52458944699902,211.44446973600134,217.76533849599946,3,336,22,13,180,neu,gum,14
faceWord_exp,0.6911644439969677,42,31,Monday,222.15639949099568,image_stim_p.png,0.7268243610014906,223.1570719690062,-1.4443598905895143,21,1,male,0.6949183139950037,225.8730875320034,7.3,22,b,225.90874744900793,221.46148117700068,225.18192308800644,3,180,23,11,336,pos,raspberry,14
faceWord_exp,0.6909905630018329,42,41,Monday,232.17282766199787,image_stim_p.png,0.743764970000484,233.1734641160001,-0.4971407339658378,21,1,male,0.6947771050035954,238.4892902010033,5.68,22,b,238.54206460800197,231.47805055699428,237.79829963800148,3,336,24,13,180,neu,cafeteria,14
faceWord_exp,0.7055470140039688,42,41,Monday,242.18913834700652,image_stim_p.png,0.7570352490001824,243.18971346599574,-1.343270424679961,21,1,male,0.6928976060007699,248.52233717600757,5.81,22,b,248.57382541100378,241.49624074100575,247.8167901620036,3,336,25,13,180,neu,jam,14
faceWord_exp,0.6911371949972818,42,31,Monday,252.22220996899705,image_stim_p.png,0.792980070997146,253.22292149200803,-1.2126784285084091,21,1,male,0.6944419840001501,258.53873194199696,6.75,22,b,258.6405748179968,251.5277679849969,257.8475947469997,3,336,26,11,180,pos,agreement,14
faceWord_exp,0.6910737060097745,42,42,Monday,262.23860268399585,image_stim_n.png,0.7594781820080243,263.23932526000135,-1.5026706526379858,22,1,male,0.6944663219910581,268.555086117005,5.82,22,y,268.6234905930032,261.5441363620048,267.8640124109952,3,336,27,13,180,neu,spiritual,14
faceWord_exp,0.6912599700008286,42,31,Monday,272.2549927869986,image_stim_p.png,0.6269761250005104,273.2557257800072,-2.2287379941341,21,1,male,0.6952705169969704,275.97160588399856,7.48,22,b,275.90732203899825,271.55972227000166,275.28034591399773,3,180,28,11,336,pos,hope,14
faceWord_exp,0.6909946930099977,42,42,Monday,282.27136976999464,image_stim_n.png,0.6766878799971892,283.2720821490075,-0.123291752025302,22,1,male,0.6948408129974268,288.5875975530071,5.55,22,y,288.57329073999426,281.5765289569972,287.8966028599971,3,336,29,13,180,neu,faucet,14
faceWord_exp,0.6924474700063001,42,32,Monday,292.28768785399734,image_stim_n.png,0.7446039600035874,293.288457157003,0.33736940436804663,22,1,male,0.6928006009984529,296.0042685840017,4.7,22,y,296.056425073999,291.5948872529989,295.3118211139954,3,180,30,12,336,neg,radish,14
faceWord_exp,0.7054580889962381,42,31,Monday,302.3041394269967,image_stim_p.png,0.7415158619987778,303.3048101940076,-1.9950971558262764,21,1,male,0.6935871099994984,306.03739954699995,7.0,22,b,306.0734573200025,301.6105523169972,305.3319414580037,3,180,31,11,336,pos,park,14
faceWord_exp,0.6908300959912594,42,32,Monday,312.337206391996,image_stim_n.png,1.092127432988491,313.3379449000058,0.7962654471128737,22,1,male,0.6947331619885517,316.337135046997,4.57,22,y,316.7384323839942,311.64247323000745,315.64630495100573,3,180,32,12,336,neg,reporter,14
faceWord_exp,0.6908694250014378,42,42,Monday,322.67023081099615,image_stim_n.png,0.7934695949952584,323.6707831179956,0.2046331385026182,22,1,male,0.6954113789979601,328.98672996000096,5.48,22,y,329.0893301299948,321.9748194319982,328.2958605349995,3,336,33,13,180,neu,glass,14
faceWord_exp,0.6913215800013859,42,32,Monday,332.68662225500157,image_stim_n.png,0.8105302350013517,333.68695601700165,2.411295736651624,22,1,male,0.6947520749963587,336.4032830070064,3.37,22,y,336.52249166200636,331.9918701800052,335.711961427005,3,180,34,12,336,neg,tobacco,14
faceWord_exp,0.6910375070001464,42,31,Monday,342.70299353099836,image_stim_p.png,0.42696969299868215,343.70372287499777,-2.0727743906520253,21,1,male,0.6946073769940995,349.01951023499714,6.26,22,b,348.7554424209957,342.00838615400426,348.328472727997,3,336,35,11,180,pos,fountain,14
faceWord_exp,0.6908887729950948,42,31,Monday,352.7193869000039,image_stim_p.png,0.47628164499474224,353.71914401200775,-1.728066945394655,21,1,male,0.6945719750074204,359.03591012400284,6.84,22,b,358.8213029960025,352.02481492499646,358.34502135100774,3,336,36,11,180,pos,computer,14
faceWord_exp,0.6902941049920628,42,31,Monday,362.73559262399795,image_stim_p.png,0.5762327109987382,363.7364340530039,-3.230607919269787,21,1,male,0.6952549900015583,366.45241554999666,8.21,22,b,366.33835415600333,362.0403376339964,365.7621214450046,3,180,37,11,336,pos,joy,14
