word_score_warriner,age,onset_img,no,pause_trigger_t,duration_measured_img,onset_word,correct_resp,session,img,condition,word,key_t,duration_frames,gender,offset_word,img_trigger,word_score_pc,rt,word_trigger,delay_frames_before,response,offset_img,duration_measured_word,pause_trigger,ID,delay_frames_after,word_label,scan day
5.89,22,385.82559739996213,39,383.7762797999894,0.6821638999972492,382.08553709997796,0,3,image_stim_n.png,faceWord_exp,gum,383.16068649996305,42,female,382.77448369999183,22,-1.0048841857254538,-2.664910899999086,13,180,b,386.5077612999594,0.6889466000138782,42,3,336,neu,Monday
7.48,22,395.8385163999628,40,393.8070623999811,0.6847929999930784,392.1166022999678,1,3,image_stim_p.png,faceWord_exp,hope,392.9251851000008,42,female,392.8070066999644,21,-2.2287379941341,-2.9133312999620102,11,180,b,396.5233093999559,0.6904043999966234,31,3,336,pos,Monday
5.73,22,408.50706489995355,41,403.82390429999214,0.6810953000094742,402.1360516999848,1,3,image_stim_p.png,faceWord_exp,reality,403.5061739999801,42,female,402.8227106999839,21,0.30770997164376424,-5.000890899973456,13,336,b,409.188160199963,0.6866589999990538,41,3,180,neu,Monday
7.3,22,418.5113979000016,42,413.8893346999539,0.6922311999951489,412.1925852999557,1,3,image_stim_p.png,faceWord_exp,raspberry,412.9909804999479,42,female,412.88803759997245,21,-1.4443598905895143,-5.520417400053702,11,336,b,419.20362909999676,0.6954523000167683,31,3,180,pos,Monday
5.81,22,425.97755069995765,43,423.9047725999844,0.6909406000049785,422.2109097999637,0,3,image_stim_n.png,faceWord_exp,jam,423.0710627999506,42,female,422.90330809995066,22,-1.343270424679961,-2.9064879000070505,13,180,b,426.6684912999626,0.6923982999869622,42,3,336,neu,Monday
5.82,22,435.98715099995025,44,433.9695002999506,0.6823023000033572,432.2820980999968,1,3,image_stim_p.png,faceWord_exp,spiritual,433.67070359998615,42,female,432.96836929995334,21,-1.5026706526379858,-2.3164473999640904,13,180,b,436.6694532999536,0.6862711999565363,41,3,336,neu,Monday
2.81,22,446.0235566999763,45,443.96855039999355,0.6760949000017717,442.2734126999858,1,3,image_stim_n.png,faceWord_exp,malice,443.3367366999737,42,female,442.96743789996253,22,3.6887696102955196,-2.6868200000026263,12,180,y,446.6996515999781,0.6940251999767497,32,3,336,neg,Monday
5.1,22,458.6660359999514,46,454.0009130999679,0.6824820000329055,452.3111943999538,1,3,image_stim_p.png,faceWord_exp,cabinet,453.5005372999585,42,female,452.9995272999513,21,0.05858023181365075,-5.165498699992895,13,336,b,459.3485179999843,0.6883328999974765,41,3,180,neu,Monday
6.32,22,468.70656769996276,47,464.05020309996326,0.6907822000212036,462.36006849998375,1,3,image_stim_p.png,faceWord_exp,saxophone,463.2327969999751,42,female,463.04789789998904,21,-1.100912149643323,-5.473770699987654,11,336,b,469.39734989998396,0.6878294000052847,31,3,180,pos,Monday
2.11,22,476.13038369995775,48,474.0956076000002,0.6822621000465006,472.4098354000016,1,3,image_stim_n.png,faceWord_exp,criminal,473.2150519999559,42,female,473.09530559997074,22,3.6129749181587063,-2.9153317000018433,12,180,y,476.81264580000425,0.6854701999691315,32,3,336,neg,Monday
2.62,22,488.78753119998146,49,484.11382909998065,0.6904627999756485,482.41630969999824,1,3,image_stim_n.png,faceWord_exp,shame,483.8300760999555,42,female,483.1119273999939,22,4.2618443246155895,-4.957455100025982,12,336,y,489.4779939999571,0.6956176999956369,32,3,180,neg,Monday
3.37,22,496.21368689998053,50,494.178822899994,0.6802762000006624,492.490989599959,1,3,image_stim_n.png,faceWord_exp,tobacco,494.14908389997436,42,female,493.17729309998685,22,2.411295736651624,-2.064603000006173,12,180,y,496.8939630999812,0.6863035000278614,32,3,336,neg,Monday
4.59,22,506.2153243999928,51,504.194352099963,0.6772916999761946,502.5061746999854,1,3,image_stim_n.png,faceWord_exp,volcano,505.62555219995556,42,female,503.19341069995426,22,2.1987551193617842,-0.5897722000372596,12,180,y,506.892616099969,0.6872359999688342,32,3,336,neg,Monday
5.34,22,518.8646050999523,52,514.1927578999894,0.6748432000167668,512.5043098999886,0,3,image_stim_n.png,faceWord_exp,patent,514.6581984999939,42,female,513.1913593999925,22,-0.1793860699809707,-4.206406599958427,13,336,b,519.5394482999691,0.6870495000039227,42,3,180,neu,Monday
6.26,22,526.2729301999789,53,524.242445299984,0.6832639999920502,522.5445582999964,1,3,image_stim_p.png,faceWord_exp,fountain,523.5082171999966,42,female,523.2400180999539,21,-2.0727743906520253,-2.7647129999822937,11,180,b,526.9561941999709,0.6954597999574617,31,3,336,pos,Monday
7.0,22,538.9086171999807,54,534.2580625999835,0.6793037999887019,532.5587020999519,1,3,image_stim_p.png,faceWord_exp,park,533.3931319999974,42,female,533.2559035999584,21,-1.9950971558262764,-5.515485199983232,11,336,b,539.5879209999694,0.6972015000064857,31,3,180,pos,Monday
7.23,22,546.3040449999971,55,544.2865076999879,0.6830171999754384,542.6039918999886,1,3,image_stim_p.png,faceWord_exp,butterfly,543.389683699992,42,female,543.2877712000045,21,-2.484088237918995,-2.914361300005112,11,180,b,546.9870621999726,0.6837793000158854,31,3,336,pos,Monday
7.11,22,556.321717999992,56,554.2885540999705,0.6810030000051484,552.592014599999,1,3,image_stim_p.png,faceWord_exp,rose,553.4858767999685,42,female,553.2867178999586,21,-2.098490136277324,-2.835841200023424,11,180,b,557.0027209999971,0.6947032999596559,31,3,336,pos,Monday
4.18,22,566.3368527999846,57,564.3005884999875,0.680111899971962,562.6097857999848,1,3,image_stim_n.png,faceWord_exp,belch,564.0192621999886,42,female,563.3026243999484,22,1.9197700017151131,-2.317590599996038,12,180,y,567.0169646999566,0.6928385999635793,32,3,336,neg,Monday
4.95,22,578.9996318999911,58,574.3177750000032,0.6821911999722943,572.6300529,0,3,image_stim_n.png,faceWord_exp,debate,573.8686476000003,42,female,573.3171750999754,22,1.239138220826116,-5.130984299990814,12,336,b,579.6818230999634,0.6871221999754198,32,3,180,neg,Monday
6.62,22,589.015901399951,59,584.3830314999796,0.683020900003612,582.6857598999632,1,3,image_stim_p.png,faceWord_exp,goldfish,583.7337479999987,42,female,583.3825348999817,21,-1.0930411682114536,-5.282153399952222,11,336,b,589.6989222999546,0.6967750000185333,31,3,180,pos,Monday
5.63,22,596.4699541999726,60,594.3975124999997,0.6775119000230916,592.6986184999696,0,3,image_stim_n.png,faceWord_exp,pen,593.7135664999951,42,female,593.3975256999838,22,-0.23071750329615884,-2.7563876999774948,13,180,b,597.1474660999957,0.6989072000142187,42,3,336,neu,Monday
