key_t,offset_word,word_score_pc,duration_measured_word,gender,delay_frames_before,session,onset_word,duration_measured_img,offset_img,word_label,rt,pause_trigger_t,onset_img,no,delay_frames_after,ID,scan day,word,word_score_warriner,duration_frames,img,condition,random_timepoint,response,correct_resp,age
68.14755546400556,66.43021983801736,0.7532200949518182,0.7962154060078319,male,67,4,65.63400443200953,0.8011606009968091,68.39698280100129,neg,0.5517332640010864,67.43082384800073,67.59582220000448,12,104,1,Monday,loan,4.19,48,image_stim_n.png,faceWord_exp,111.34306587299216,left,1,22
74.49829688001773,70.9297999489936,0.29188517290671034,0.7947076489799656,male,179,4,70.13509230001364,0.7977307660039514,74.76290697499644,neu,0.5331206710252445,71.93050142499851,73.96517620899249,13,82,1,Monday,guard,5.89,48,image_stim_p.png,faceWord_exp,117.71241991099669,right,1,22
78.71502007101662,76.93018363899319,-1.426145970237633,0.7962109149957541,male,66,4,76.13397272399743,0.7988603659905493,78.8799785930023,pos,0.6339018440048676,77.93003774099634,78.08111822701176,14,127,1,Monday,lust,6.26,48,image_stim_p.png,faceWord_exp,121.82836198501172,right,1,22
83.36530572801712,81.79581671601045,-0.9031069202434168,0.7952058209921233,male,65,4,81.00061089501833,0.8010387039976195,83.73004908001167,neu,0.43629535200307146,82.7972291590122,82.92901037601405,15,135,1,Monday,boy,5.84,48,image_stim_p.png,faceWord_exp,126.67625376701471,left,0,22
89.39695409999695,86.78006914499565,-0.05436507667908295,0.7903368429979309,male,113,4,85.98973230199772,0.7944730159942992,89.51316358300392,neu,0.6782635329873301,87.78056251601083,88.71869056700962,16,99,1,Monday,mouth,5.59,48,image_stim_n.png,faceWord_exp,132.4659343069943,left,1,22
94.19862427201588,91.96325937699294,-1.6859102219357711,0.795785733993398,male,87,4,91.16747364299954,0.8027971959963907,94.26324229501188,pos,0.7381791730003897,92.96404301500297,93.46044509901549,17,117,1,Monday,truce,6.42,48,image_stim_p.png,faceWord_exp,137.20768878998933,right,1,22
99.56523874599952,97.01321257601376,-2.303583541830637,0.7956777930085082,male,114,4,96.21753478300525,0.8005829299800098,99.76279518799856,pos,0.6030264879809693,98.01361908001127,98.96221225801855,18,117,1,Monday,wonder,6.68,48,image_stim_p.png,faceWord_exp,142.70945602300344,right,1,22
105.76543985499302,102.51311369700124,0.1872293205875,0.7943988360057119,male,162,4,101.71871486099553,0.8010846549877897,106.0625862129964,neu,0.5039382969844155,103.51318136201007,105.2615015580086,19,109,1,Monday,elevator,5.95,48,image_stim_p.png,faceWord_exp,149.00874508399284,right,1,22
111.78123970501474,108.6798029920028,0.18094025084207666,0.7938737650110852,male,144,4,107.88592922699172,0.7988681489950977,111.9296214269998,neu,0.650486427010037,109.67968262301292,111.1307532780047,20,160,1,Monday,journalist,5.3,48,image_stim_n.png,faceWord_exp,154.87799729200196,left,1,22
116.39857836501324,115.39614536100999,-1.7294291477603156,0.7960000430175569,male,17,4,114.60014531799243,0.8022949380101636,116.52940739801852,pos,0.6714659050048795,109.67968262301292,115.72711246000836,21,44,1,Monday,dog,7.0,48,image_stim_p.png,faceWord_exp,159.47435630499967,right,1,22
120.71448653200059,118.06299952999689,-1.883093263099396,0.796183041005861,male,127,4,117.26681648899103,0.8008423949941061,121.0291456230043,pos,0.4861833039904013,119.06283239799086,120.22830322801019,22,115,1,Monday,choir,6.15,48,image_stim_p.png,faceWord_exp,163.97554709701217,right,1,22
125.8978733200056,123.74612324000918,-2.8305869761860607,0.7899314989917912,male,94,4,122.95619174101739,0.7998428930004593,126.16263526800321,pos,0.5350809450028464,124.74652844600496,125.36279237500275,23,105,1,Monday,gratitude,6.67,48,image_stim_p.png,faceWord_exp,169.11003606198938,right,1,22
130.34764164299122,128.71222726200358,4.2176174504439885,0.795174136001151,male,62,4,127.91705312600243,0.7968216930166818,130.59599389901268,neg,0.5484694369952194,129.71304849299486,129.799172205996,24,110,1,Monday,insult,2.62,48,image_stim_n.png,faceWord_exp,173.54641626399825,left,1,22
135.330069824995,133.2292321480054,0.060511318752979076,0.7961443859967403,male,93,4,132.43308776200865,0.7956022119906265,135.67904703799286,neg,0.44662499899277464,134.2796917349915,134.88344482600223,25,160,1,Monday,pig,4.83,48,image_stim_n.png,faceWord_exp,178.6306882300123,left,1,22
141.64772336400347,139.14619712301646,2.7422742606943906,0.7953083830070682,male,130,4,138.3508887400094,0.7944319379748777,142.16132780499174,neg,0.28082749698660336,140.14665704700747,141.36689586701686,26,144,1,Monday,fallacy,4.0,48,image_stim_n.png,faceWord_exp,185.1141396999883,left,1,22
146.5138869160146,145.36242325601052,0.37753019343780747,0.7970043680106755,male,36,4,144.56541888799984,0.797336349991383,146.81257876200834,neu,0.4986445039976388,140.14665704700747,146.01524241201696,27,147,1,Monday,door,5.43,48,image_stim_n.png,faceWord_exp,189.762486327003,left,1,22
154.44712032401003,150.06234087300254,1.95458394600482,0.795105967001291,male,225,4,149.26723490600125,0.7951747699989937,154.66226793199894,neg,0.580027162010083,151.0628409240162,153.86709316199995,28,3,1,Monday,snake,4.03,48,image_stim_n.png,faceWord_exp,197.61433694101288,left,1,22
157.03048285099794,155.51248987799045,2.0765857872261098,0.7922627199732233,male,40,4,154.72022715801722,0.7927666890027467,157.02813801000593,neg,0.795111529994756,151.0628409240162,156.23537132100319,29,160,1,Monday,court,3.52,48,image_stim_n.png,faceWord_exp,199.98261485100375,left,1,22
163.2303185170167,160.49520588701125,-2.93465986085152,0.7896269360207953,male,124,4,159.70557895099046,0.8005921289732214,163.41167662799126,pos,0.6192340179986786,161.49620168900583,162.61108449901803,30,90,1,Monday,festival,6.84,48,image_stim_p.png,faceWord_exp,206.3583281429892,right,1,22
167.5142226110038,165.71218667001813,-2.30162279277581,0.795273255003849,male,70,4,164.91691341501428,0.7990652300068177,167.72854356301832,pos,0.5847442779922858,166.71264013799373,166.9294783330115,31,157,1,Monday,heroism,7.05,48,image_stim_p.png,faceWord_exp,210.67672174799372,right,1,22
174.33000620201346,171.1453934960009,-2.411716547027706,0.7954975389875472,male,149,4,170.34989595701336,0.8005072429950815,174.47765233099926,pos,0.6528611140092835,172.14597516899812,173.67714508800418,32,129,1,Monday,flower,7.3,48,image_stim_p.png,faceWord_exp,217.4243888290075,left,0,22
180.91411889801384,177.4286942940089,-1.3206920491180312,0.7953804270073306,male,172,4,176.63331386700156,0.8013938810036052,181.14529371401295,pos,0.570219065004494,178.4286921719904,180.34389983300935,33,173,1,Monday,harmonica,6.32,48,image_stim_p.png,faceWord_exp,224.09114319999935,right,1,22
187.5131017040112,184.82845423201798,-1.5082836116280287,0.7954504080116749,male,119,4,184.0330038240063,0.8014720210048836,187.66189174199826,pos,0.6526819830178283,185.8291131890146,186.86041972099338,34,84,1,Monday,kitchen,6.17,48,image_stim_p.png,faceWord_exp,230.60766361499554,right,1,22
192.66280002999702,189.86166666899226,2.8314410724962364,0.7960194670013152,male,129,4,189.06564720199094,0.7977332810114603,192.86189320200356,neg,0.5986401090049185,190.86214609601302,192.0641599209921,35,191,1,Monday,denial,3.57,48,image_stim_n.png,faceWord_exp,235.8114038289932,left,1,22
198.4966195290035,196.84506899901317,-2.547043884761341,0.7955073320190422,male,59,4,196.04956166699412,0.8016917429922614,198.67816414299887,neu,0.6201471289969049,190.86214609601302,197.8764724000066,36,27,1,Monday,circus,5.85,48,image_stim_p.png,faceWord_exp,241.6237161679892,right,1,22
204.09718039201107,199.9285901169933,3.9974740190684885,0.7955081019899808,male,164,4,199.1330820150033,0.801771953003481,203.52828260499518,neg,1.3706697400193661,200.9290459100157,202.7265106519917,37,84,1,Monday,accident,2.55,48,image_stim_n.png,faceWord_exp,246.4737541739887,left,1,22
207.512833640998,205.72858852799982,2.7437052692255306,0.789989904005779,male,68,4,204.93859862399404,0.7972297900123522,207.71132383300574,neg,0.5987395980046131,206.72879136100528,206.91409404299338,38,63,1,Monday,stampede,4.48,48,image_stim_n.png,faceWord_exp,250.66133777500363,left,1,22
212.53029232900008,209.56152866999037,2.6978270877422883,0.7953723879763857,male,126,4,208.76615628201398,0.7975926689978223,212.51164300201344,neg,0.8162419959844556,210.56199291400844,211.71405033301562,39,76,1,Monday,scream,3.02,48,image_stim_n.png,faceWord_exp,255.46129407300032,left,1,22
217.37989534199005,214.5778507470095,-3.0311112754680245,0.7954486590169836,male,135,4,213.78240208799252,0.8004044439876452,217.6778692950029,pos,0.5024304909748025,215.57883826000034,216.87746485101525,40,127,1,Monday,peace,7.75,48,image_stim_p.png,faceWord_exp,260.62470872999984,left,0,22
223.38080456401804,220.59468482699594,3.668156535681199,0.7953800609975588,male,123,4,219.7993047659984,0.7926301969855558,223.49472004899872,neg,0.6787147120048758,221.59516080800677,222.70208985201316,41,11,1,Monday,battle,3.52,48,image_stim_n.png,faceWord_exp,266.4493338780012,left,1,22
225.59698417200707,224.47725363899372,-0.4880378396985329,0.7944744830019772,male,31,4,223.68277915599174,0.7973565460124519,225.84445972600952,neu,0.549880992010003,221.59516080800677,225.04710317999707,42,234,1,Monday,chestnut,5.68,48,image_stim_n.png,faceWord_exp,268.79434687198955,left,1,22
234.56416171000456,230.54466367900022,0.3545861367636661,0.7963749089976773,male,174,4,229.74828877000255,0.7978615699976217,234.29460867101443,neu,1.0674146089877468,231.5451034110156,233.4967471010168,43,101,1,Monday,put,5.09,48,image_stim_n.png,faceWord_exp,277.24399069999345,left,1,22
238.76233056001365,236.77788387300097,-1.2094761189992442,0.7956981289898977,male,85,4,235.98218574401108,0.8007040400116239,239.04450822100625,pos,0.518526379019022,237.77801578200888,238.24380418099463,44,117,1,Monday,parent,6.73,48,image_stim_p.png,faceWord_exp,281.991048055992,right,1,22
242.6466848370037,241.79419606900774,0.0196438746392397,0.7903783569927327,male,-46,4,241.003817712015,0.7923421470040921,242.64439228500123,neu,0.7946346990065649,237.77801578200888,241.85205013799714,45,153,1,Monday,worker,5.95,48,image_stim_p.png,faceWord_exp,285.5992936739931,right,1,22
247.56221665101475,245.99417959101265,-0.4066038871991289,0.7952319710166194,male,52,4,245.19894761999603,0.8011185190116521,247.71126307800296,neu,0.6520720920234453,237.77801578200888,246.9101445589913,46,74,1,Monday,baseball,5.79,48,image_stim_p.png,faceWord_exp,290.65738822100684,right,1,22
252.99660970899276,249.74450184800662,-0.3663992490442602,0.7951596649945714,male,159,4,248.94934218301205,0.7958676340058446,253.2444033320062,neg,0.5480740109924227,250.74479138600873,252.44853569800034,47,89,1,Monday,expensive,3.36,48,image_stim_n.png,faceWord_exp,296.195779399015,left,1,22
257.7464257279935,255.52711316599743,3.803034067475641,0.7971499830018729,male,97,4,254.72996318299556,0.7970429830020294,257.99447996201343,neg,0.548988748982083,256.52845190500375,257.1974369790114,48,227,1,Monday,flood,2.76,48,image_stim_n.png,faceWord_exp,300.9446807439963,left,1,22
266.07927878401824,262.57713723299094,-2.066768843681998,0.7938367649912834,male,176,4,261.78330046799965,0.7977335210016463,266.35978745500324,pos,0.5172248500166461,263.57762772301794,265.5620539340016,49,57,1,Monday,honey,7.27,48,image_stim_p.png,faceWord_exp,309.30929788199137,right,1,22
270.96276741300244,268.1110069830029,2.8496222967354625,0.7959803850098979,male,137,4,267.315026597993,0.7978080150205642,271.2442643660179,neg,0.5163110620051157,269.11137179200887,270.4464563509973,50,122,1,Monday,empty,3.78,48,image_stim_n.png,faceWord_exp,314.1936998179881,left,1,22
276.3629810390121,274.07736770200427,4.5355840269859025,0.7954735720122699,male,106,4,273.281894129992,0.7980780159996357,276.6940098089981,neg,0.4670492460136302,275.0777950990014,275.89593179299845,51,138,1,Monday,torment,2.53,48,image_stim_n.png,faceWord_exp,319.6431752209901,left,1,22
281.26218451501336,279.793700809998,-1.7974288604529352,0.7907836939848494,male,50,4,279.0029171160131,0.7991278120025527,281.4769503879943,pos,0.584361939021619,275.0777950990014,280.67782257599174,52,106,1,Monday,bonfire,6.53,48,image_stim_p.png,faceWord_exp,324.4250663910061,right,1,22
287.12934089501505,284.043906167004,0.19555716741692625,0.7954426580108702,male,145,4,283.24846350899315,0.7942963149980642,287.310528883012,neg,0.6131083270011004,285.04417576800915,286.51623256801395,53,171,1,Monday,majority,4.95,48,image_stim_n.png,faceWord_exp,330.26347631399403,left,1,22
293.32891790001304,290.96049282801687,-0.6996261236875504,0.7961249370127916,male,109,4,290.1643678910041,0.7981984629877843,293.6270442029927,neu,0.5000721600081306,291.9611575510062,292.8288457400049,54,44,1,Monday,bell,5.67,48,image_stim_n.png,faceWord_exp,336.57608967099804,left,1,22
299.32912057000794,295.16001376201166,0.12602488928311428,0.7949268910160754,male,213,4,294.3650868709956,0.8011685149976984,299.5604431910033,neu,0.5698458940023556,296.16085196100175,298.7592746760056,55,126,1,Monday,shoulder,5.1,48,image_stim_p.png,faceWord_exp,342.5065186000138,right,1,22
304.79542247299105,302.46006669901544,0.42679466080263373,0.7946789810084738,male,108,4,301.66538771800697,0.7979311069939286,305.11024266001186,neg,0.4831109199731145,303.4600846770045,304.31231155301793,56,110,1,Monday,zone,4.75,48,image_stim_n.png,faceWord_exp,348.0595553239982,left,1,22
310.87911649400485,307.7429383599956,0.6669259665908855,0.7916652459825855,male,153,4,306.951273114013,0.8007357189781033,311.1434525109944,neu,0.5363997019885574,308.7440903639945,310.3427167920163,57,34,1,Monday,businessman,5.38,48,image_stim_p.png,faceWord_exp,354.0899602420104,right,1,22
314.9616946160095,312.5103986150061,-1.17416436554964,0.7969487250084057,male,111,4,311.7134498899977,0.8003229190071579,315.21005429301294,pos,0.5519632420036942,313.5105693330115,314.4097313740058,58,158,1,Monday,bay,7.23,48,image_stim_p.png,faceWord_exp,358.15697506201104,right,1,22
321.4116069890151,318.64316278201295,-0.29144085929118746,0.7904164850187954,male,133,4,317.85274629699416,0.7973184689763002,321.7095630769909,neu,0.4993623810005374,319.64369014601107,320.9122446080146,59,120,1,Monday,hand,5.9,48,image_stim_n.png,faceWord_exp,364.65948826100794,left,1,22
326.8121984699974,324.5099530130101,-1.2316584124512135,0.79653782400419,male,100,4,323.7134151890059,0.7989311929850373,327.0268498249934,pos,0.5842798379890155,325.5104347800079,326.22791863200837,60,27,1,Monday,banjo,6.35,48,image_stim_p.png,faceWord_exp,369.97516269699554,right,1,22
