condition,word,duration_measured_img,key_t,age,pause_trigger_t,scan day,duration_frames,pause_trigger,word_score_warriner,onset_word,img,correct_resp,word_trigger,duration_measured_word,word_label,delay_frames_after,delay_frames_before,gender,img_trigger,offset_word,word_score_pc,no,ID,offset_img,session,response,onset_img,rt
faceWord_exp,sun,0.5347457000170834,325.5575925000012,22,315.6212343000225,Monday,24,31,6.92,313.4274062999757,image_stim_p.png,1,11,0.6400722000398673,pos,180,336,female,21,314.06747850001557,-1.2017878999114775,22,B12,323.3979126000195,6,b,322.8631669000024,2.6944255999987945
faceWord_exp,home,0.5729119000025094,338.5565615000087,22,330.30410519998986,Monday,24,31,7.48,328.11378489999333,image_stim_p.png,1,11,0.6205338999861851,pos,180,336,female,21,328.7343187999795,-2.2232275900644445,23,B12,338.140052200004,6,b,337.5671403000015,0.9894212000072002
faceWord_exp,escalator,0.5927132000215352,348.90235290001146,22,345.2116726000095,Monday,24,41,5.95,342.86262909998186,image_stim_p.png,1,13,0.6758529000217095,neu,336,180,female,21,343.53848200000357,-0.1293625696653618,24,B12,348.98383079998894,6,b,348.3911175999674,0.5112353000440635
faceWord_exp,quantity,0.5937085999757983,371.07145829999354,22,359.8338131000055,Monday,24,42,5.33,357.63876479998,image_stim_n.png,1,13,0.613762199995108,neu,180,336,female,22,358.2525269999751,-0.1985745460766808,25,B12,368.05905989999883,6,y,367.46535130002303,3.606106999970507
faceWord_exp,prairie,0.5722409999580123,382.81400100002065,22,374.92210049997084,Monday,24,41,5.33,372.7536992999958,image_stim_p.png,1,13,0.639773899980355,neu,180,336,female,21,373.39347319997614,-1.1818642926883074,26,B12,382.85274449997814,6,b,382.28050350002013,0.5334975000005215
faceWord_exp,hygiene,0.5858824999886565,394.0031757999677,22,389.66654509998625,Monday,24,31,6.38,387.4604035000084,image_stim_p.png,1,11,0.652343199995812,pos,336,180,female,21,388.1127467000042,-1.613773182399739,27,B12,393.34822499996517,6,b,392.7623424999765,1.240833299991209
faceWord_exp,accordion,0.6111603999743238,412.6935663999757,22,404.43712859996594,Monday,24,41,5.26,402.18212149996543,image_stim_p.png,1,13,0.6039777000551112,neu,180,336,female,21,402.78609920002054,-0.8574934623041074,28,B12,412.3461172999814,6,b,411.7349569000071,0.9586094999685884
faceWord_exp,lost,0.5709961999673396,427.7672114999732,22,419.43158440000843,Monday,24,32,2.53,417.25571589998435,image_stim_n.png,1,12,0.536808300006669,neg,180,336,female,22,417.792524199991,3.7741942061665816,29,B12,427.26826099999016,6,y,426.6972648000228,1.0699466999503784
faceWord_exp,parade,0.6094405999756418,441.98515959997894,22,434.0714021999738,Monday,24,31,6.37,431.8735008999938,image_stim_p.png,0,11,0.6291867999825627,pos,180,336,female,21,432.5026876999764,-2.3709211732995845,30,B12,441.8879623999819,6,y,441.2785218000063,0.7066377999726683
faceWord_exp,guilt,0.5707344999536872,456.7041876000003,22,448.6511901000049,Monday,24,32,2.29,446.49435629998334,image_stim_n.png,1,12,0.6082853000261821,neg,180,336,female,22,447.1026416000095,4.2219398121868315,31,B12,456.71214169997256,6,y,456.1414072000189,0.5627803999814205
faceWord_exp,advice,0.607720700034406,473.30238130001817,22,463.8196408000076,Monday,24,41,5.78,461.62113970000064,image_stim_p.png,1,13,0.6288099999655969,neu,180,336,female,21,462.24994969996624,-0.30581232848456497,32,B12,471.64557120000245,6,b,471.03785049996804,2.2645308000501245
faceWord_exp,big,0.59739609999815,487.16355449997354,22,478.3946651999722,Monday,24,41,5.64,476.2423350000172,image_stim_p.png,1,13,0.5846793999662623,neu,180,336,female,21,476.82701439998345,0.6345811289687322,33,B12,486.4067979999818,6,b,485.80940189998364,1.3541525999899022
faceWord_exp,bugle,0.5679893000051379,497.8910384000046,22,493.1187974999775,Monday,24,41,5.05,490.92815049999626,image_stim_p.png,1,13,0.6245596000226215,neu,336,180,female,21,491.5527101000189,-0.441124933220443,34,B12,496.8964115999988,6,b,496.3284222999937,1.5626161000109278
faceWord_exp,sin,0.5744985999772325,513.3799703000113,22,508.21658229996683,Monday,24,32,3.08,505.9189769999939,image_stim_n.png,1,12,0.6335598999867216,neg,336,180,female,22,506.5525368999806,3.1738538072533196,35,B12,512.0161871999735,6,y,511.44168859999627,1.938281700015068
faceWord_exp,cheese,0.5755860999925062,527.4291705000214,22,522.6440482999897,Monday,24,31,6.81,520.5270235000062,image_stim_p.png,1,11,0.6165911999996752,pos,336,180,female,21,521.1436147000059,-1.5755240884938977,36,B12,526.4456393999862,6,b,525.8700532999937,1.5591172000276856
faceWord_exp,fee,0.6116399000165984,546.4578306999756,22,537.6807641999912,Monday,24,32,2.86,535.3545011999668,image_stim_n.png,1,12,0.6793602000107057,neg,180,336,female,22,536.0338613999775,2.6698720582687456,37,B12,545.5299739000038,6,y,544.9183339999872,1.5394966999883763
faceWord_exp,lawyer,0.5906527999904938,556.8601235999959,22,552.4951582999784,Monday,24,32,3.94,550.2723116999841,image_stim_n.png,1,12,0.6021484000375494,neg,336,180,female,22,550.8744601000217,1.4290259416609457,38,B12,556.2593720000004,6,y,555.66871920001,1.1914043999859132
faceWord_exp,analogy,0.5815806000027806,573.2213588000159,22,567.06771079998,Monday,24,42,5.24,564.9358306999784,image_stim_n.png,0,13,0.5776879999903031,neu,336,180,female,22,565.5135186999687,0.06851316647377265,39,B12,570.7736263999832,6,b,570.1920457999804,3.029313000035472
faceWord_exp,church,0.5887577999965288,585.9660689000157,22,581.5871123999823,Monday,24,41,5.21,579.4066773999948,image_stim_p.png,1,13,0.6565070999786258,neu,336,180,female,21,580.0631844999734,0.4070035035588155,40,B12,585.4565234999754,6,b,584.8677656999789,1.098303200036753
faceWord_exp,gunshot,0.5912823000107892,600.9063984999666,22,596.314099500014,Monday,24,32,2.79,594.1243086999748,image_stim_n.png,1,12,0.6219194000004791,neg,336,180,female,22,594.7462280999753,3.2726955917764444,41,B12,600.1802884999779,6,y,599.5890061999671,1.317392299999483
faceWord_exp,audience,0.5849920999608003,615.6453434000141,22,611.4050355000072,Monday,24,41,5.89,609.2091108000022,image_stim_p.png,1,13,0.6548582999967039,neu,336,180,female,21,609.8639690999989,-0.7656585604551551,42,B12,615.1479992999812,6,b,614.5630072000204,1.0823361999937333
faceWord_exp,chair,0.6516180000035092,,22,626.1491498000105,Monday,24,41,5.89,623.9061925999704,image_stim_p.png,,13,0.5964244000497274,neu,180,336,female,21,624.5026170000201,-0.4928774877246448,43,B12,634.2623439999879,6,,633.6107259999844,
faceWord_exp,law,0.5678912000148557,639.1287268999731,22,641.1788795000175,Monday,24,32,4.55,638.908603799995,image_stim_n.png,0,12,0.6543839999940246,neg,336,180,female,22,639.5629877999891,0.7240429444440241,44,B12,644.9390822999994,6,b,644.3711910999846,-5.2424642000114545
faceWord_exp,camera,0.6037454000324942,664.7103540999815,22,656.0561417000135,Monday,24,31,6.61,653.8353439000202,image_stim_p.png,1,11,0.6363255999749526,pos,180,336,female,21,654.4716694999952,-1.0219663684796234,45,B12,663.9210677000228,6,b,663.3173222999903,1.3930317999911495
faceWord_exp,comb,0.6164272000314668,675.9439589999965,22,671.1512114999932,Monday,24,42,5.65,668.8979249999975,image_stim_n.png,1,13,0.6297631000052206,neu,336,180,female,22,669.5276881000027,-0.15774590184623308,46,B12,675.1908586000209,6,y,674.5744313999894,1.3695276000071317
faceWord_exp,old,0.8710580000188202,694.5008825999685,22,685.9750073999749,Monday,24,32,3.19,683.7808413999737,image_stim_n.png,1,12,0.6063456000410952,neg,180,336,female,22,684.3871870000148,1.5556418242275696,47,B12,694.0812666999991,6,y,693.2102086999803,1.2906738999881782
faceWord_exp,medicine,0.3885555000160821,704.9942393999663,22,698.8443389000022,Monday,24,41,5.9,697.4156362999929,image_stim_p.png,1,13,0.3971482000197284,neu,180,336,female,21,697.8127845000126,0.597486551423763,48,B12,704.0601015000138,6,b,703.6715459999978,1.322693399968557
faceWord_exp,rumor,0.3901460999622941,713.5988609999768,22,708.5967557000113,Monday,24,32,3.14,707.1641952000209,image_stim_n.png,0,12,0.39781609998317435,neg,336,180,female,22,707.5620113000041,3.1728286127179004,49,B12,711.0452365999809,6,b,710.6550905000186,2.943770499958191
faceWord_exp,pumpkin,0.41574929998023435,724.1299121999764,22,718.3460580999963,Monday,24,31,7.0,716.8254865999916,image_stim_p.png,1,11,0.4683530000038445,pos,180,336,female,21,717.2938395999954,-1.1380831950062478,50,B12,723.5281448999885,6,b,723.1123956000083,1.0175165999680758
faceWord_exp,woe,0.41979720001108944,734.1636992999702,22,728.0286479999777,Monday,24,32,3.38,726.604766000004,image_stim_n.png,1,12,0.40758569998433813,neg,180,336,female,22,727.0123516999884,4.673386290788297,51,B12,733.2286815000116,6,y,732.8088843000005,1.3548149999696761
faceWord_exp,scooter,0.42495039995992556,743.8926741000032,22,737.7800146999652,Monday,24,42,5.42,736.3596294000163,image_stim_n.png,1,13,0.40233620000071824,neu,180,336,female,22,736.761965600017,-0.9209473384247756,52,B12,742.9947906999732,6,y,742.5698403000133,1.322833799989894
faceWord_exp,handshake,0.49037369998404756,753.8660490000038,22,747.5466487999656,Monday,24,31,6.21,746.1287348999758,image_stim_p.png,1,11,0.39875580003717914,pos,180,336,female,21,746.527490700013,-1.283661754694624,53,B12,752.7933311999659,6,b,752.3029574999819,1.563091500021983
faceWord_exp,folly,0.5246082000085153,765.5791843999759,22,758.3970046999748,Monday,24,32,4.11,756.6109833000228,image_stim_n.png,1,12,0.4815906999865547,neg,180,336,female,22,757.0925740000093,2.52891321026023,54,B12,764.9789270000183,6,y,764.4543188000098,1.1248655999661423
faceWord_exp,girl,0.48848060000455007,778.1137548999977,22,770.6602339000092,Monday,24,31,7.15,768.8489295999752,image_stim_p.png,1,11,0.5104756000218913,pos,180,336,female,21,769.3594051999971,-1.313583728320736,55,B12,776.644425800012,6,b,776.1559452000074,1.957809699990321
faceWord_exp,soccer,0.510343500005547,785.743451999966,22,782.0118517000228,Monday,24,42,5.84,780.3566828999901,image_stim_n.png,1,13,0.45263339998200536,neu,336,180,female,22,780.8093162999721,-0.6912617476649511,56,B12,785.1921474999981,6,y,784.6818039999926,1.061647999973502
faceWord_exp,honeymoon,0.5175953999860212,801.7243949999684,22,794.5732567000086,Monday,24,31,7.53,792.6882733000093,image_stim_p.png,1,11,0.539375199994538,pos,180,336,female,21,793.2276485000039,-3.0889019952949432,57,B12,801.0459465999738,6,b,800.5283511999878,1.1960437999805436
faceWord_exp,blueberry,0.5056447999668308,817.1588953000028,22,806.9450489999726,Monday,24,31,7.11,805.0040255999775,image_stim_p.png,1,11,0.5543832000112161,pos,180,336,female,21,805.5584087999887,-1.4048581699918157,58,B12,813.493376599974,6,b,812.9877318000072,4.1711634999956
faceWord_exp,chocolate,0.5094097999972291,822.878561599995,22,819.1283135999693,Monday,24,31,7.63,817.3207771999878,image_stim_p.png,1,11,0.49146160000236705,pos,336,180,female,21,817.8122387999902,-2.539279812815429,59,B12,822.2602221000125,6,b,821.7508123000152,1.1277492999797687
faceWord_exp,bee,0.5187384000164457,838.980188400019,22,831.4743210999877,Monday,24,32,3.68,829.5754406999913,image_stim_n.png,1,12,0.5180602999753319,neg,180,336,female,22,830.0935009999666,1.5036737146000605,60,B12,838.0727193999919,6,y,837.5539809999755,1.426207400043495
