gender,onset_img,delay_frames_after,offset_img,correct_resp,delay_frames_before,pause_trigger_t,age,offset_word,word_label,rt,random_timepoint,img,word_score_warriner,scan day,duration_measured_word,word_score_pc,key_t,condition,duration_frames,duration_measured_img,session,no,word,response,ID,onset_word
male,259.36113727098564,48,260.15382088298793,1,125,258.22168347999104,22,257.22111990497797,neu,0.46161448999191634,375.800035577995,image_stim_n.png,5.81,Monday,0.7962519349821378,-1.343270424679961,259.82275176097755,faceWord_exp,48,0.7926836120022926,3,48,jam,left,1,256.42486796999583
male,264.0569598969887,151,264.85418398000184,1,135,262.7546742509876,22,261.75416459000553,neg,0.39925883201067336,380.49585823199595,image_stim_n.png,2.62,Monday,0.7956938570132479,4.2618443246155895,264.4562187289994,faceWord_exp,48,0.7972240830131341,3,49,shame,left,1,260.9584707329923
male,269.9413796529989,231,270.7375569479773,1,103,269.1713874859852,22,268.170716203982,neg,0.38023091899231076,386.38027761201374,image_stim_n.png,3.95,Monday,0.7956658279872499,1.8802224749820768,270.3216105719912,faceWord_exp,48,0.7961772949784063,3,50,dusty,left,1,267.37505037599476
male,276.67324021598324,147,277.47063046498806,1,74,276.38775065899245,22,275.38645254500443,pos,0.5165109490044415,393.11213883399614,image_stim_p.png,7.0,Monday,0.7947338380035944,-1.8894778219780863,277.1897511649877,faceWord_exp,48,0.7973902490048204,3,51,coffee,right,1,274.59171870700084
male,282.0580422710045,118,282.85376770599396,,77,281.72069095500046,22,280.7206084879872,neu,,398.49694038400776,image_stim_n.png,5.63,Monday,0.7960956519818865,-0.23071750329615884,,faceWord_exp,48,0.7957254349894356,3,52,pen,,1,279.9245128360053
male,287.78725127500365,151,288.5868673689838,1,127,286.6209390370059,22,285.6218772389984,pos,0.5679693489801139,404.2261496850115,image_stim_p.png,7.11,Monday,0.7978697569924407,-1.9002611819546853,288.35522062398377,faceWord_exp,48,0.7996160939801484,3,53,couple,right,1,284.824007482006
male,294.7886505709903,125,295.58707512699766,1,170,292.90375974198105,22,291.9040008879965,neg,0.500684981001541,411.22754871699726,image_stim_n.png,4.95,Monday,0.7900852480088361,1.239138220826116,295.2893355519918,faceWord_exp,48,0.7984245560073759,3,54,debate,left,1,291.1139156399877
male,300.18988492598874,128,300.9869534909958,1,100,299.4707861689967,22,298.4701538409863,neg,0.7159106149920262,416.62878312100656,image_stim_n.png,4.6,Monday,0.7954970900027547,0.041184453360586966,300.90579554098076,faceWord_exp,48,0.7970685650070664,3,55,cabbage,left,1,297.67465675098356
male,305.70134841499384,147,306.5035193179792,,104,304.9207315800013,22,303.9201479709882,neu,,422.1402468640008,image_stim_p.png,5.82,Monday,0.7950354249915108,-1.5026706526379858,,faceWord_exp,48,0.802170902985381,3,56,spiritual,,1,303.12511254599667
male,312.7549938650045,112,313.55330105198664,0,177,310.7542485279846,22,309.7532473799947,pos,0.46631925998372026,429.19389221901656,image_stim_p.png,6.75,Monday,0.7955706159991678,-1.0841943171680315,313.2213131249882,faceWord_exp,48,0.7983071869821288,3,57,bird,left,1,308.95767676399555
male,318.63544372899923,188,319.4367602279817,0,142,317.2203906310024,22,316.21993360097986,pos,0.46995861298637465,435.07433784301975,image_stim_p.png,7.48,Monday,0.7957960380008444,-2.2287379941341,319.1054023419856,faceWord_exp,48,0.8013164989824872,3,58,hope,left,1,315.424137562979
male,323.9699887459865,58,324.77001487099915,0,33,317.2203906310024,22,323.3700293760048,neg,0.8698052240069956,440.4088871240092,image_stim_n.png,2.81,Monday,0.7957447020162363,3.6887696102955196,324.8397939699935,faceWord_exp,48,0.8000261250126641,3,59,malice,right,1,322.5742846739886
male,328.0678600129904,63,328.8699651969946,1,89,327.53711558898794,22,326.53666600299766,neu,0.5374333809886593,444.50675842299825,image_stim_p.png,5.1,Monday,0.7956646819948219,0.05858023181365075,328.6052933939791,faceWord_exp,48,0.8021051840041764,3,60,cabinet,right,1,325.74100132100284
