condition,duration_measured_img,correct_resp,word_label,response,pause_trigger_t,word,key_t,rt,delay_frames_after,gender,ID,no,duration_frames,age,onset_word,session,offset_word,word_score_pc,img_trigger,onset_img,offset_img,pause_trigger,delay_frames_before,scan day,img,duration_measured_word,word_score_warriner,word_trigger
faceWord_exp,0.7030469831079245,0,neu,b,133.60409405897371,soccer,132.97049966803752,-2.6702198057901114,336,female,ssk26,14,42,21,131.906141232932,6,132.6005551100243,-0.6912617476649511,22,135.64071947382763,136.34376645693555,42,180,Monday,image_stim_n.png,0.6944138770923018,5.84,13
faceWord_exp,0.7018920280970633,1,neg,y,143.66426457301714,mayor,142.73071068199351,-2.9707933608442545,336,female,ssk26,15,42,21,141.96677052392624,6,142.66074084001593,0.3271241198863318,22,145.70150404283777,146.40339607093483,32,180,Monday,image_stim_n.png,0.6939703160896897,4.59,12
faceWord_exp,0.698868558043614,1,pos,b,153.72443211101927,handshake,152.8068732158281,-5.564725404139608,180,female,ssk26,16,42,21,152.0300980580505,6,152.72087366087362,-1.283661754694624,21,158.3715986199677,159.0704671780113,31,336,Monday,image_stim_p.png,0.6907756028231233,6.21,11
faceWord_exp,0.6928168581798673,1,neg,y,163.78475866583176,woe,163.27129089203663,-2.543631059816107,336,female,ssk26,17,42,21,162.0864111748524,6,162.78113118885085,4.673386290788297,22,165.81492195185274,166.5077388100326,32,180,Monday,image_stim_n.png,0.6947200139984488,3.38,12
faceWord_exp,0.703090920811519,1,pos,b,173.827328260988,blueberry,172.7956327330321,-3.069250127999112,336,female,ssk26,18,42,21,172.13152193604037,6,172.8245687908493,-1.4048581699918157,21,175.86488286103122,176.56797378184274,31,180,Monday,image_stim_p.png,0.6930468548089266,7.11,11
faceWord_exp,0.7030013629700989,0,neu,b,183.88821154786274,table,182.9873298809398,-5.544703433057293,180,female,ssk26,19,42,21,182.1898929879535,6,182.8848666769918,0.1576901893660491,22,188.5320333139971,189.2350346769672,42,336,Monday,image_stim_n.png,0.6949736890383065,5.49,13
faceWord_exp,0.7030296549201012,1,neg,y,193.9483991919551,lawyer,193.5680603608489,-2.4174473001621664,336,female,ssk26,20,42,21,192.25053604203276,6,192.94503184384666,1.4290259416609457,22,195.98550766101107,196.68853731593117,32,180,Monday,image_stim_n.png,0.6944958018139005,3.94,12
faceWord_exp,0.7034738948568702,1,pos,b,204.00854811584577,home,203.11075948085636,-2.934234955115244,336,female,ssk26,21,42,21,202.30996965896338,6,203.00519218295813,-2.2232275900644445,21,206.0449944359716,206.74846833082847,31,180,Monday,image_stim_p.png,0.6952225239947438,7.48,11
faceWord_exp,0.7026949399150908,1,neg,y,214.0690320020076,rake,213.50431508687325,-2.6017638430930674,336,female,ssk26,22,42,21,212.3701642458327,6,213.06536715500988,0.5993691927879942,22,216.10607892996632,216.8087738698814,32,180,Monday,image_stim_n.png,0.6952029091771692,4.75,12
faceWord_exp,0.7002744500059634,0,neg,b,224.12899839296006,folly,223.83291971497238,-2.3359930568840355,336,female,ssk26,23,42,21,222.43453681096435,6,223.1256349280011,2.52891321026023,22,226.1689127718564,226.86918722186238,32,180,Monday,image_stim_n.png,0.691098117036745,4.11,12
faceWord_exp,0.7029376020655036,1,pos,b,234.1892873349134,honeymoon,233.15756475296803,-3.0688505358994007,336,female,ssk26,24,42,21,232.4919233599212,6,233.18590324395336,-3.0889019952949432,21,236.22641528886743,236.92935289093293,31,180,Monday,image_stim_p.png,0.69397988403216,7.53,11
faceWord_exp,0.7058278569020331,1,neg,y,244.24952882505022,protest,243.3825056378264,-2.900999388191849,336,female,ssk26,25,42,21,242.5520056989044,6,243.2462839828804,1.346131993343653,22,246.28350502601825,246.98933288292028,32,180,Monday,image_stim_n.png,0.6942782839760184,4.42,12
faceWord_exp,0.7024822838138789,1,pos,b,254.3096040659584,camera,253.7113323889207,-2.635397748090327,336,female,ssk26,26,42,21,252.61181019898504,6,253.30626643705182,-1.0219663684796234,21,256.34673013701104,257.0492124208249,31,180,Monday,image_stim_p.png,0.6944562380667776,6.61,11
faceWord_exp,0.7048732999246567,0,neu,b,264.37037179991603,satire,263.6208303309977,-2.7840357539243996,336,female,ssk26,27,42,21,262.67191566783004,6,263.3664827339817,-0.9476055713690849,22,266.4048660849221,267.10973938484676,42,180,Monday,image_stim_n.png,0.6945670661516488,5.81,13
faceWord_exp,0.7031655379105359,1,pos,b,274.43011316494085,elm,273.51449686591513,-2.9524961770512164,336,female,ssk26,28,42,21,272.7312475319486,6,273.42663794290274,-1.1812540207039297,21,276.46699304296635,277.1701585808769,31,180,Monday,image_stim_p.png,0.6953904109541327,6.32,11
faceWord_exp,0.7026877701282501,1,neg,y,284.50713680894114,gunshot,283.79172447603196,-2.7522834388073534,336,female,ssk26,29,42,21,282.8094987019431,6,283.50357211683877,3.2726955917764444,22,286.5440079148393,287.24669568496756,32,180,Monday,image_stim_n.png,0.6940734148956835,2.79,12
faceWord_exp,0.7039340641349554,0,neg,b,294.56711220997386,old,293.81831989390776,-2.784890034934506,336,female,ssk26,30,42,21,292.86821738793515,6,293.56373076792806,1.5556418242275696,22,296.60320992884226,297.3071439929772,32,180,Monday,image_stim_n.png,0.6955133799929172,3.19,12
faceWord_exp,0.7003365671262145,1,pos,b,304.62657588883303,party,303.6449058088474,-3.0216712499968708,336,female,ssk26,31,42,21,302.9328727009706,6,303.62415537890047,-2.3202480308548075,21,306.66657705884427,307.3669136259705,31,180,Monday,image_stim_p.png,0.6912826779298484,7.18,11
faceWord_exp,0.7029320579022169,0,neu,b,314.6870492398739,church,313.8551015248522,-2.8695655590854585,336,female,ssk26,32,42,21,312.9896742410492,6,313.68419912992977,0.4070035035588155,22,316.7246670839377,317.4275991418399,42,180,Monday,image_stim_n.png,0.6945248888805509,5.21,13
faceWord_exp,0.6905900489073247,1,neg,y,324.7466179809999,guilt,323.89776957104914,-2.881986137945205,336,female,ssk26,33,42,21,323.04726448701695,6,323.7439152349252,4.2219398121868315,22,326.77975570899434,327.47034575790167,32,180,Monday,image_stim_n.png,0.6966507479082793,2.29,12
faceWord_exp,0.7066012660507113,1,neu,b,334.7911309329793,escalator,334.46015895484015,-2.36441189609468,336,female,ssk26,34,42,21,333.08951498405077,6,333.78719329694286,-0.1293625696653618,21,336.82457085093483,337.53117211698554,41,180,Monday,image_stim_p.png,0.6976783128920943,5.95,13
faceWord_exp,0.7035028969403356,0,neu,b,344.8507946480531,comb,344.01663048705086,-5.477680303854868,180,female,ssk26,35,42,21,343.15114235598594,6,343.8471197679173,-0.15774590184623308,22,349.49431079090573,350.19781368784606,42,336,Monday,image_stim_n.png,0.6959774119313806,5.65,13
faceWord_exp,0.7030227228533477,1,neg,y,354.91184354992583,fee,354.29595175082795,-5.276647334219888,180,female,ssk26,36,42,21,353.2126254220493,6,353.9082961459644,2.6698720582687456,22,359.57259908504784,360.2756218079012,32,336,Monday,image_stim_n.png,0.6956707239151001,2.86,12
faceWord_exp,0.7020722110755742,1,neg,y,364.9886935770046,prison,364.2722520090174,-5.360765505814925,180,female,ssk26,37,42,21,363.2905225730501,6,363.9852250299882,3.587794463102913,22,369.6330175148323,370.3350897259079,32,336,Monday,image_stim_n.png,0.6947024569381028,1.94,12
faceWord_exp,0.6994993221014738,1,pos,b,375.048914284911,hygiene,374.93423659494147,-4.762071830919012,180,female,ssk26,38,42,21,373.3545696500223,6,374.04540851688944,-1.613773182399739,21,379.6963084258605,380.39580774796195,31,336,Monday,image_stim_p.png,0.690838866867125,6.38,11
faceWord_exp,0.7026228909380734,1,pos,b,385.10892960987985,girl,384.3258618749678,-5.4273542480077595,180,female,ssk26,39,42,21,383.41018307884224,6,384.1055526230484,-1.313583728320736,21,389.7532161229756,390.45583901391365,31,336,Monday,image_stim_p.png,0.6953695442061871,7.15,11
faceWord_exp,0.7030810751020908,1,neu,b,395.16906142793596,prairie,395.15590232796967,-4.6573156078811735,180,female,ssk26,40,42,21,393.4713156388607,6,394.1658048320096,-1.1818642926883074,21,399.81321793585084,400.51629901095293,41,336,Monday,image_stim_p.png,0.694489193148911,5.33,13
faceWord_exp,0.7027949239127338,0,neu,b,405.22963850502856,accordion,405.9829633720219,-3.8907256349921227,180,female,ssk26,41,42,21,403.5322407078929,6,404.2260148739442,-0.8574934623041074,22,409.87368900701404,410.57648393092677,42,336,Monday,image_stim_n.png,0.6937741660512984,5.26,13
faceWord_exp,0.702798489946872,0,neg,b,415.2895472929813,lost,415.20887115900405,-2.1178346849046648,336,female,ssk26,42,42,21,413.5911404020153,6,414.28617526288144,3.7741942061665816,22,417.3267058439087,418.0295043338556,32,180,Monday,image_stim_n.png,0.6950348608661443,2.53,12
faceWord_exp,0.7034088929649442,0,pos,y,425.349891976919,river,424.4485005689785,-5.544881809968501,180,female,ssk26,43,42,21,423.65207765996456,6,424.3463611959014,-1.8284590275958619,21,429.993382378947,430.69679127191193,31,336,Monday,image_stim_p.png,0.6942835359368473,6.72,11
faceWord_exp,0.702594846021384,1,pos,b,435.40983162494376,dolphin,434.52852265094407,-5.5257269309367985,180,female,ssk26,44,42,21,433.71212272299454,6,434.40617408184335,-2.035068499528653,21,440.05424958188087,440.75684442790225,31,336,Monday,image_stim_p.png,0.6940513588488102,6.67,11
faceWord_exp,0.699946525041014,1,neu,b,445.47007436701097,bugle,445.0727766409982,-5.044635203899816,180,female,ssk26,45,42,21,443.77557959384285,6,444.4667820050381,-0.441124933220443,21,450.117411844898,450.81735836993903,41,336,Monday,image_stim_p.png,0.6912024111952633,5.05,13
faceWord_exp,0.7030441409442574,0,neg,b,455.5304807028733,bee,454.6625149650499,-5.511958108982071,180,female,ssk26,46,42,21,453.8314249909017,6,454.5270214758348,1.5036737146000605,22,460.174473074032,460.87751721497625,32,336,Monday,image_stim_n.png,0.6955964849330485,3.68,12
faceWord_exp,0.702254714909941,0,neu,b,465.59054568991996,era,465.2763696019538,-4.95911087305285,180,female,ssk26,47,42,21,463.89159256289713,6,464.5872346619144,0.38949539348709145,22,470.2354804750066,470.93773518991657,42,336,Monday,image_stim_n.png,0.6956420990172774,5.29,13
faceWord_exp,0.703088394831866,1,neg,y,475.6508141378872,crow,475.41876601590775,-2.2691224610898644,336,female,ssk26,48,42,21,473.9521216049325,6,474.64734850800596,0.8985553834191027,22,477.6878884769976,478.3909768718295,32,180,Monday,image_stim_n.png,0.6952269030734897,4.32,12
faceWord_exp,0.7039929900784045,0,neu,b,485.71060021594167,chair,485.14546385384165,-2.601460938109085,336,female,ssk26,49,42,21,484.012835934991,6,484.70789295597933,-0.4928774877246448,22,487.74692479195073,488.45091778202914,42,180,Monday,image_stim_n.png,0.6950570209883153,5.89,13
faceWord_exp,0.7035416879225522,1,neg,y,495.7712070639245,rumor,495.28935182793066,-5.125361162004992,180,female,ssk26,50,42,21,494.0730283539742,6,494.76814465690404,3.1728286127179004,22,500.41471298993565,501.1182546778582,32,336,Monday,image_stim_n.png,0.6951163029298186,3.14,12
faceWord_exp,0.703517388086766,1,pos,b,505.8307283630129,parade,505.0983629790135,-2.769562394823879,336,female,ssk26,51,42,21,504.1336477310397,6,504.8279802890029,-2.3709211732995845,21,507.86792537383735,508.5714427619241,31,180,Monday,image_stim_p.png,0.6943325579632074,6.37,11
faceWord_exp,0.6997838290408254,1,pos,b,515.8918131829705,pumpkin,516.412362825824,-1.51955308415927,336,female,ssk26,52,42,21,514.1972171480302,6,514.8882146440446,-1.1380831950062478,21,517.9319159099832,518.631699739024,31,180,Monday,image_stim_p.png,0.6909974960144609,7.0,11
faceWord_exp,0.7031104939524084,0,neu,b,525.9516757938545,audience,525.3517210418358,-2.6367333012167364,336,female,ssk26,53,42,21,524.2543401459698,6,524.9487569949124,-0.7656585604551551,22,527.9884543430526,528.691564837005,42,180,Monday,image_stim_n.png,0.6944168489426374,5.89,13
faceWord_exp,0.7023215699009597,1,neu,b,536.0120096998289,big,535.0782642008271,-5.577971197199076,180,female,ssk26,54,42,21,534.3132298160344,6,535.0085904879961,0.6345811289687322,21,540.6562353980262,541.3585569679271,41,336,Monday,image_stim_p.png,0.69536067196168,5.64,13
faceWord_exp,0.7036271579563618,1,pos,b,546.0721543619875,sun,545.5087964129634,-2.6000515350606292,336,female,ssk26,55,42,21,544.3735171149019,6,545.0688712350093,-1.2017878999114775,21,548.108847948024,548.8124751059804,31,180,Monday,image_stim_p.png,0.6953541201073676,6.92,11
faceWord_exp,0.7026518860366195,0,neu,y,556.1326969719958,quantity,555.8516233470291,-4.925010415958241,180,female,ssk26,56,42,21,554.4363108249381,6,555.1290983799845,-0.1985745460766808,21,560.7766337629873,561.479285649024,41,336,Monday,image_stim_p.png,0.6927875550463796,5.33,13
faceWord_exp,0.7026185549329966,0,neu,b,566.1927713099867,analogy,565.7602662879508,-2.4697355180978775,336,female,ssk26,57,42,21,564.4950599018484,6,565.1889656819403,0.06851316647377265,22,568.2300018060487,568.9326203609817,42,180,Monday,image_stim_n.png,0.6939057800918818,5.24,13
faceWord_exp,0.7029048148542643,1,neg,y,576.2528245029971,law,576.6724690720439,-1.6174688169267029,336,female,ssk26,58,42,21,574.5542717068456,6,575.2494701468386,0.7240429444440241,22,578.2899378889706,578.9928427038249,32,180,Monday,image_stim_n.png,0.6951984399929643,4.55,12
faceWord_exp,0.7001998380292207,1,pos,b,586.3130877078511,forest,585.8806888579857,-2.472313243895769,336,female,ssk26,59,42,21,584.6184815668967,6,585.3095863179769,-1.6320665929887423,21,588.3530021018814,589.0532019399107,31,180,Monday,image_stim_p.png,0.6911047510802746,6.68,11
faceWord_exp,0.7035936741158366,1,neg,y,596.3730746598449,funeral,595.5571551120374,-2.8524501288775355,336,female,ssk26,60,42,21,594.6751494258642,6,595.3698157679755,4.494524106175375,22,598.409605240915,599.1131989150308,32,180,Monday,image_stim_n.png,0.6946663421113044,2.07,12
