gender,no,word,key_t,rt,response,delay_frames_before,img_trigger,delay_frames_after,onset_img,ID,onset_word,pause_trigger_t,age,duration_frames,word_label,word_score_warriner,word_trigger,scan day,offset_word,condition,duration_measured_word,img,pause_trigger,word_score_pc,duration_measured_img,session,offset_img,correct_resp
female,24,perjury,238.14563400000043,0.4127271999996083,y,336,22,180,237.73290680000082,gr1nr2,231.42598780000026,233.1160413000007,25,42,neg,2.95,12,Monday,232.11602140000014,faceWord_exp,0.6900335999998788,image_stim_n.png,32,3.222893544100452,0.6778052999998181,2,238.41071210000064,1
female,25,pan,245.9727513000007,0.8278548000007504,y,180,22,336,245.14489649999996,gr1nr2,241.4139380000006,243.1066780000001,25,42,neu,5.15,13,Monday,242.10707309999998,faceWord_exp,0.693135099999381,image_stim_n.png,42,0.3296196251321362,0.6767828000001828,2,245.82167930000014,1
female,26,barbecue,255.73089660000005,0.5794568999999683,b,180,21,336,255.15143970000008,gr1nr2,251.4255376000001,253.11707670000033,25,42,pos,7.1,11,Monday,252.11689770000066,faceWord_exp,0.6913601000005656,image_stim_p.png,31,-2.5746228757417584,0.6783003000000463,2,255.82974000000013,1
female,27,knowledge,268.1706455000003,0.4011295999998765,b,336,21,180,267.76951590000044,gr1nr2,261.43426780000027,263.12452699999994,25,42,pos,7.28,11,Monday,262.1244703000002,faceWord_exp,0.6902024999999412,image_stim_p.png,31,-1.6425048482978826,0.6831499999998414,2,268.4526659000003,1
female,28,van,278.29607680000026,0.5152288999997836,y,336,22,180,277.7808479000005,gr1nr2,271.46280580000075,273.1494792000003,25,42,neg,4.43,12,Monday,272.1492767,faceWord_exp,0.6864708999992217,image_stim_n.png,32,-0.14866519221167074,0.6804830000000948,2,278.4613309000006,1
female,29,artist,285.60610540000016,0.4024095999993733,b,180,21,336,285.2036958000008,gr1nr2,281.4651857000008,283.1577477000001,25,42,pos,6.76,11,Monday,282.1569777000004,faceWord_exp,0.6917919999996229,image_stim_p.png,31,-1.2978987804410356,0.6845862000000125,2,285.8882820000008,1
female,30,verb,295.6482040000001,0.4269791999995505,b,180,21,336,295.2212248000005,gr1nr2,291.4880993000006,293.18260420000024,25,42,neu,5.27,13,Monday,292.18267300000025,faceWord_exp,0.694573699999637,image_stim_p.png,41,0.17918122123944408,0.6758496000002197,2,295.89707440000075,1
female,31,scissors,308.61912440000015,0.7943783999999141,b,336,21,180,307.82474600000023,gr1nr2,301.49668120000024,303.19180850000066,25,42,neu,5.03,13,Monday,302.19145930000013,faceWord_exp,0.694778099999894,image_stim_p.png,41,0.4272037094573085,0.6773662000005061,2,308.50211220000074,1
female,32,carnival,315.56361689999994,0.32903279999936785,b,180,21,336,315.2345841000006,gr1nr2,311.5076121000002,313.20049950000066,25,42,pos,6.48,11,Monday,312.1996392000001,faceWord_exp,0.6920270999999047,image_stim_p.png,31,-2.4114282062334524,0.6789829999997892,2,315.91356710000036,1
female,33,tree,325.63849740000023,0.4103231999997661,b,180,21,336,325.22817420000047,gr1nr2,321.5109411000003,323.2070011000005,25,42,pos,7.59,11,Monday,322.2073339000008,faceWord_exp,0.6963928000004671,image_stim_p.png,31,-1.3695211950901562,0.6761561000002985,2,325.90433030000077,1
female,34,tired,335.68041489999996,0.4402950999992754,y,180,22,336,335.2401198000007,gr1nr2,331.5034691000001,333.1989728000008,25,42,neg,4.29,12,Monday,332.19941800000015,faceWord_exp,0.6959489000000758,image_stim_n.png,32,2.351878020671037,0.6894960999998148,2,335.9296159000005,1
female,35,mercy,345.6731443000008,0.4121511000003011,b,180,21,336,345.2609932000005,gr1nr2,341.53132189999997,343.2266210000007,25,42,pos,6.4,11,Monday,342.2249849,faceWord_exp,0.693663000000015,image_stim_p.png,31,-1.0752281295040744,0.6775873999995383,2,345.9385806,1
female,36,fireworks,355.6327824,0.36830709999958344,b,180,21,336,355.2644753000004,gr1nr2,351.5396694000001,353.23370590000013,25,42,pos,6.8,11,Monday,352.2336128000006,faceWord_exp,0.6939434000005349,image_stim_p.png,31,-1.926056195769395,0.6830598999995345,2,355.94753519999995,1
female,37,whole,368.2043809000006,0.3371537000002718,y,336,22,180,367.86722720000034,gr1nr2,361.5527778000005,363.2424452000005,25,42,neu,5.86,13,Monday,362.24241900000015,faceWord_exp,0.6896411999996417,image_stim_n.png,42,0.10630403813009667,0.685690500000419,2,368.55291770000076,1
female,38,attribute,378.2306795000004,0.3568028999998205,b,336,22,180,377.8738766000006,gr1nr2,371.56377240000074,373.2493069000002,25,42,neu,5.67,13,Monday,372.25382810000065,faceWord_exp,0.6900556999999026,image_stim_n.png,42,-0.32263149533554664,0.6881690999998682,2,378.56204570000045,0
female,39,joke,388.4040334000001,0.5117368000001079,b,336,21,180,387.8922966,gr1nr2,381.56952210000054,383.2589781000006,25,42,pos,7.88,11,Monday,382.2580648000003,faceWord_exp,0.6885426999997435,image_stim_p.png,31,-1.8879163634684628,0.6778483000007327,2,388.57014490000074,1
female,40,theory,395.7983455000003,0.5031073000000106,b,180,21,336,395.2952382000003,gr1nr2,391.57622750000064,393.26736580000033,25,42,neu,5.65,13,Monday,392.2673678000001,faceWord_exp,0.6911402999994607,image_stim_p.png,41,0.1106807997481866,0.6853999000004478,2,395.98063810000076,1
female,41,piano,405.79029080000055,0.48192550000021583,b,180,21,336,405.30836530000033,gr1nr2,401.5827039000005,403.2760410000001,25,42,pos,6.4,11,Monday,402.2755941000005,faceWord_exp,0.6928901999999653,image_stim_p.png,31,-1.7947555393350414,0.6808674000003521,2,405.9892327000007,1
female,42,clang,418.5303313000004,0.6064272000003257,y,336,22,180,417.9239041000001,gr1nr2,411.5930586000004,413.28386320000027,25,42,neg,4.1,12,Monday,412.28404279999995,faceWord_exp,0.6909841999995479,image_stim_n.png,32,1.472290472628449,0.688460500000474,2,418.61236460000055,1
female,43,terrorist,428.2232118000002,0.26749409999956697,y,336,22,180,427.9557177000006,gr1nr2,421.62750400000004,423.3095568000008,25,42,neg,2.35,12,Monday,422.3085422000004,faceWord_exp,0.6810382000003301,image_stim_n.png,32,4.537930167489568,0.6815398999997342,2,428.63725760000034,1
female,44,problem,435.66492629999993,0.3023661999995966,y,180,22,336,435.36256010000034,gr1nr2,431.6439089000005,433.3330274,25,42,neg,3.52,12,Monday,432.3344265000005,faceWord_exp,0.690517600000021,image_stim_n.png,32,4.02985566434138,0.6846656999996412,2,436.0472258,1
female,45,power,448.6543523,0.6840963999993619,y,336,22,180,447.97025590000067,gr1nr2,441.64842040000076,443.34217810000064,25,42,neu,5.97,13,Monday,442.3423633000002,faceWord_exp,0.6939428999994561,image_stim_n.png,42,-0.02119054453060663,0.6832397999996829,2,448.65349570000035,1
female,46,heavy,455.8000787000001,0.4348340999995344,y,180,22,336,455.36524460000055,gr1nr2,451.65836130000025,453.3510827,25,42,neg,4.78,12,Monday,452.35107289999996,faceWord_exp,0.6927115999997113,image_stim_n.png,32,1.3393636650983416,0.6832937999997739,2,456.0485384000003,1
female,47,asparagus,465.9565461000002,0.539657399999669,b,180,22,336,465.4168887000005,gr1nr2,461.64677910000046,463.3427446000005,25,42,neu,5.43,13,Monday,462.3420773000007,faceWord_exp,0.6952982000002521,image_stim_n.png,42,-0.34443889393116306,0.6887835999996241,2,466.10567230000015,0
female,48,spaghetti,475.83239870000034,0.4160058999996181,b,180,21,336,475.4163928000007,gr1nr2,471.7087181000006,473.4010461000007,25,42,pos,6.91,11,Monday,472.4011121000003,faceWord_exp,0.6923939999996946,image_stim_p.png,31,-1.7539828459428422,0.6816369999996823,2,476.0980298000004,1
female,49,apartment,485.97448390000045,0.5584566999996241,b,180,21,336,485.4160272000008,gr1nr2,481.70010490000004,483.3933491000007,25,42,neu,5.72,13,Monday,482.3922882000006,faceWord_exp,0.692183300000579,image_stim_p.png,41,-0.5485436049411244,0.6738018999994893,2,486.0898291000003,1
female,50,business,495.89970470000026,0.5008699999998498,b,180,21,336,495.3988347000004,gr1nr2,491.70248600000014,493.38508679999995,25,42,neu,5.48,13,Monday,492.38508750000074,faceWord_exp,0.6826015000006009,image_stim_p.png,41,-0.06058349899147484,0.6831191999999646,2,496.08195390000037,1
female,51,eggplant,505.8753226000008,0.46413960000063526,b,180,21,336,505.41118300000016,gr1nr2,501.6915921,503.37667430000056,25,42,neu,5.55,13,Monday,502.37570290000076,faceWord_exp,0.6841108000007807,image_stim_p.png,41,-0.09980687036967174,0.6792976000006092,2,506.0904806000008,1
female,52,landslide,516.4991420000006,1.0978193999999348,y,180,22,336,515.4013226000006,gr1nr2,511.6923290000004,513.3841357000001,25,42,neg,4.76,12,Monday,512.3842399000005,faceWord_exp,0.691910900000039,image_stim_n.png,32,3.561717315569441,0.6803193999994619,2,516.0816420000001,1
female,53,restaurant,528.3226872000005,0.31979130000036093,b,336,21,180,528.0028959000001,gr1nr2,521.6883759000002,523.3762560000005,25,42,pos,6.95,11,Monday,522.3764340000007,faceWord_exp,0.6880581000004895,image_stim_p.png,31,-2.0702836690965865,0.6851980000001276,2,528.6880939000002,1
female,54,musical,538.4302177,0.4241755999992165,b,336,21,180,538.0060421000007,gr1nr2,531.6884066000002,533.3852477,25,42,pos,7.68,11,Monday,532.3846879000002,faceWord_exp,0.6962813000000097,image_stim_p.png,31,-1.3503642789447028,0.6896936999992249,2,538.6957358,1
female,55,vacation,548.4570357000002,0.4419332999996186,b,336,21,180,548.0151024000006,gr1nr2,541.6971409000007,543.3932737000005,25,42,pos,8.53,11,Monday,542.3928687000007,faceWord_exp,0.695727799999986,image_stim_p.png,31,-3.1565376907491283,0.6901092999996763,2,548.7052117000003,1
female,56,angry,555.7825440000006,0.3361607000006188,y,180,22,336,555.4463833,gr1nr2,551.7109734000005,553.4024986000004,25,42,neg,2.53,12,Monday,552.4016360000005,faceWord_exp,0.690662599999996,image_stim_n.png,32,3.4296451702105397,0.6850539000006393,2,556.1314372000006,1
female,57,toaster,566.1918042000007,0.7301471999999194,y,180,22,336,565.4616570000007,gr1nr2,561.7411617000007,563.4270271000005,25,42,neu,5.8,13,Monday,562.4271462000006,faceWord_exp,0.6859844999999041,image_stim_n.png,42,-0.5451009915059291,0.6790150999995603,2,566.1406721000003,1
female,58,summer,578.5817224000002,0.5006595999993806,b,336,21,180,578.0810628000008,gr1nr2,571.7426516000005,573.4353288000002,25,42,pos,7.5,11,Monday,572.4353797000003,faceWord_exp,0.6927280999998402,image_stim_p.png,31,-1.7608811602119443,0.6826935999997659,2,578.7637564000006,1
female,59,optimism,588.4556137,0.3623070999992706,b,336,21,180,588.0933066000007,gr1nr2,581.7693643000002,583.4597386000005,25,42,pos,7.21,11,Monday,582.4598989000006,faceWord_exp,0.6905346000003192,image_stim_p.png,31,-2.7563434535584275,0.67784759999995,2,588.7711542000006,1
female,60,axe,595.9005351000005,0.37738940000053844,y,180,22,336,595.5231457,gr1nr2,591.7757423000003,593.4687649000007,25,42,neg,3.48,12,Monday,592.4684319000007,faceWord_exp,0.692689600000449,image_stim_n.png,32,0.7321109855355353,0.6760988000005455,2,596.1992445000005,1
