onset_img,ID,offset_word,word,duration_measured_img,age,word_score_warriner,pause_trigger,pause_trigger_t,word_score_pc,onset_word,correct_resp,word_trigger,delay_frames_after,response,session,duration_measured_word,img_trigger,no,scan day,gender,key_t,word_label,img,duration_frames,delay_frames_before,rt,condition,offset_img
104.68808406044263,2019102103,101.6736450761091,sandpaper,0.6857476582517847,25,4.95,32,102.67405602359213,0.5814463879932942,100.97672323696315,1,12,336,y,1,0.6969218391459435,22,11,Monday,female,105.15741761960089,neg,image_stim_n.png,42,180,0.46933355915825814,faceWord_exp,105.37383171869442
114.68935122899711,2019102103,111.67409451992717,avalanche,0.6849029861623421,25,4.0,32,112.67446119675878,3.2148840110758776,110.97708670573775,1,12,336,y,1,0.6970078141894192,22,12,Monday,female,115.14134511060547,neg,image_stim_n.png,42,180,0.4519938816083595,faceWord_exp,115.37425421515945
124.68902080273256,2019102103,121.67453466041479,fence,0.6857008212246001,25,5.05,42,122.67497993388679,0.3759356543037889,120.97703281103168,1,13,336,y,1,0.6975018493831158,22,13,Monday,female,125.30851447430905,neu,image_stim_n.png,42,180,0.6194936715764925,faceWord_exp,125.37472162395716
134.68944811122492,2019102103,131.67499821959063,gasp,0.68573290144559,25,4.5,32,132.67534147785045,1.3014161644429498,130.97768724744674,1,12,336,y,1,0.6973109721438959,22,14,Monday,female,135.14219459472224,neg,image_stim_n.png,42,180,0.4527464834973216,faceWord_exp,135.3751810126705
144.69002298871055,2019102103,141.67544413451105,noun,0.6856199790490791,25,5.22,42,142.67583904205821,0.11872473318936595,140.97866216523107,1,13,336,y,1,0.6967819692799821,22,15,Monday,female,145.25931336788926,neu,image_stim_n.png,42,180,0.5692903791787103,faceWord_exp,145.37564296775963
154.69069891888648,2019102103,151.67590256081894,lake,0.6853841894771904,25,7.13,31,152.67627308738884,-1.5151286486205269,150.97833655099384,1,11,336,b,1,0.6975660098250955,21,16,Monday,female,155.2764118021587,pos,image_stim_p.png,42,180,0.5857128832722083,faceWord_exp,155.37608310836367
167.29166402004194,2019102103,161.67637927283067,oak,0.6849889612058178,25,6.47,31,162.67677129304502,-1.0543324261381863,160.97878374916036,1,11,180,b,1,0.6975955236703157,21,17,Monday,female,167.77705886017065,pos,image_stim_p.png,42,336,0.4853948401287198,faceWord_exp,167.97665298124775
177.2914933533175,2019102103,171.67688293219544,fun,0.6856328111607581,25,8.37,31,172.67716106772423,-3.2613064969771037,170.97916710784193,1,11,180,b,1,0.6977158243535087,21,18,Monday,female,177.72750294662546,pos,image_stim_p.png,42,336,0.43600959330797195,faceWord_exp,177.97712616447825
184.69184033293277,2019102103,181.67726564919576,plum,0.6856292822631076,25,6.15,31,182.67762591002975,-1.1648995537800455,180.97983116831165,1,11,336,b,1,0.6974344808841124,21,19,Monday,female,185.29445082845632,pos,image_stim_p.png,42,180,0.6026104955235496,faceWord_exp,185.37746961519588
194.69283706520218,2019102103,191.67772086744662,hospital,0.6850483096204698,25,3.52,32,192.67807246663142,2.561630339716405,190.98048496304546,1,12,336,y,1,0.6972359044011682,22,20,Monday,female,195.36169705621433,neg,image_stim_n.png,42,180,0.6688599910121411,faceWord_exp,195.37788537482265
204.69314278964885,2019102103,201.6781687072944,sled,0.6852379037300125,25,6.35,31,202.67851806082763,-1.9273821271493088,200.98045512847602,1,11,336,b,1,0.6977135788183659,21,21,Monday,female,205.46221463847905,pos,image_stim_p.png,42,180,0.7690718488302082,faceWord_exp,205.37838069337886
214.6938556120731,2019102103,211.6786450984655,hurricane,0.6849703546613455,25,3.16,32,212.67902204103302,3.648586845460279,210.9814528231509,1,12,336,y,1,0.6971922753145918,22,22,Monday,female,215.229152190499,neg,image_stim_n.png,42,180,0.535296578425914,faceWord_exp,215.37882596673444
224.69416999816895,2019102103,221.67914554988965,famous,0.6851041292538866,25,5.89,42,222.67944100871682,-0.8050043475134195,220.98173448746093,1,13,336,y,1,0.6974110624287277,22,23,Monday,female,225.3797999221133,neu,image_stim_n.png,42,180,0.6856299239443615,faceWord_exp,225.37927412742283
234.69502397358883,2019102103,231.67952698364388,keyboard,0.6846790662966669,25,5.17,41,232.6798907732591,-0.08455950357770388,230.98371127038263,1,13,336,b,1,0.6958157132612541,21,24,Monday,female,235.34675633732695,neu,image_stim_p.png,42,180,0.6517323637381196,faceWord_exp,235.3797030398855
244.6955321241403,2019102103,241.67998990113847,happy,0.6846113770734519,25,8.47,31,242.68033540504985,-3.1501939707833047,240.98247233242728,1,11,336,b,1,0.6975175687111914,21,25,Monday,female,245.1638740838971,pos,image_stim_p.png,42,180,0.46834195975679904,faceWord_exp,245.38014350121375
257.2956727638375,2019102103,251.6804444778245,beach,0.6850495928665623,25,7.21,31,252.68081340030767,-2.8031613090757777,250.98309629259165,1,11,180,b,1,0.6973481852328405,21,26,Monday,female,257.7477253522957,pos,image_stim_p.png,42,336,0.452052588458173,faceWord_exp,257.98072235670406
267.2965799923986,2019102103,261.68088750564493,embassy,0.6845927705289796,25,5.3,41,262.6812740721507,-0.05916451699915906,260.98361182166263,1,13,180,b,1,0.6972756839822978,21,27,Monday,female,267.79820581770036,neu,image_stim_p.png,42,336,0.501625825301744,faceWord_exp,267.9811727629276
277.2968366340501,2019102103,271.6813491398934,tourist,0.6847923095338047,25,5.71,41,272.6817206288688,-0.31568469709749714,270.9842659373535,1,13,180,b,1,0.6970832025399432,21,28,Monday,female,277.89867624198087,neu,image_stim_p.png,42,336,0.6018396079307422,faceWord_exp,277.9816289435839
284.697227242752,2019102103,281.6818248894997,tornado,0.6847653621807694,25,3.63,32,282.68218450876884,3.6605330306018913,280.98446804261766,1,12,336,y,1,0.6973568468820304,22,29,Monday,female,285.1656410621945,neg,image_stim_n.png,42,180,0.46841381944250315,faceWord_exp,285.38199260493275
294.6975708218524,2019102103,291.68224481958896,wealthy,0.6848471666453406,25,6.37,31,292.6826121379854,-1.8465637543339983,290.9849919126136,1,11,336,b,1,0.6972529069753364,21,30,Monday,female,295.1993949030293,pos,image_stim_p.png,42,180,0.5018240811768919,faceWord_exp,295.38241798849776
307.29768547660206,2019102103,301.68270517059136,kiss,0.6853309363359585,25,7.78,31,302.6831042484846,-2.8785481086132907,300.985164504149,1,11,180,b,1,0.6975406664423645,21,31,Monday,female,307.8167080822168,pos,image_stim_p.png,42,336,0.5190226056147367,faceWord_exp,307.983016412938
314.6979907519417,2019102103,311.68318092019763,love,0.685327407438308,25,8.0,31,312.6835155169247,-2.40140153221556,310.98566174751613,1,11,336,b,1,0.6975191726814955,21,32,Monday,female,315.4839133757632,pos,image_stim_p.png,42,180,0.7859226238215342,faceWord_exp,315.38331815938
324.69826600013766,2019102103,321.6836300432915,bridge,0.6855234176618978,25,5.44,42,322.68406344694085,0.1935892361901769,320.98618978785817,1,13,336,y,1,0.697440255433321,22,33,Monday,female,325.40106044360436,neu,image_stim_n.png,42,180,0.7027944434667006,faceWord_exp,325.38378941779956
337.2992923746351,2019102103,331.6840701837791,bribe,0.6850807105656713,25,3.32,32,332.68441504612565,2.3815246085651838,330.9867810262367,1,12,180,y,1,0.6972891575424001,22,34,Monday,female,337.76804399862885,neg,image_stim_n.png,42,336,0.4687516239937395,faceWord_exp,337.9843730852008
347.2994097882183,2019102103,341.6845414421987,limousine,0.6854371217777953,25,6.14,31,342.6849142143037,-1.4783411251765788,340.98742166813463,1,11,180,b,1,0.6971197740640491,21,35,Monday,female,347.73516979743727,pos,image_stim_p.png,42,336,0.43576000921893865,faceWord_exp,347.9848469099961
354.69987321901135,2019102103,351.684997622855,moral,0.6852812119759619,25,6.85,31,352.6853200290352,-1.1443669013398097,350.98758142767474,1,11,336,b,1,0.6974161951802671,21,36,Monday,female,355.26883349276613,pos,image_stim_p.png,42,180,0.568960273754783,faceWord_exp,355.3851544309873
364.7001215198543,2019102103,361.6854300642153,mouse,0.6854945453815162,25,4.8,32,362.68585673102643,1.5906822936049958,360.9879529165337,1,12,336,y,1,0.6974771476816386,22,37,Monday,female,365.18604151310865,neg,image_stim_n.png,42,180,0.4859199932543561,faceWord_exp,365.3856160652358
377.3012986712856,2019102103,371.6859606709331,meeting,0.6848888709209859,25,4.55,32,372.6862795483321,0.7573178762670367,370.98863397946116,1,12,180,y,1,0.6973266914719716,22,38,Monday,female,377.93660724768415,neg,image_stim_n.png,42,336,0.6353085763985291,faceWord_exp,377.9861875422066
387.3034278352279,2019102103,381.68641396437306,beer,0.6832617623731494,25,5.67,42,382.68688875157386,-0.9222259722889368,380.9886724757962,0,13,180,b,1,0.6977414885768667,22,39,Monday,female,387.87032984243706,neu,image_stim_n.png,42,336,0.5669020072091371,faceWord_exp,387.98668959760107
394.7021435358329,2019102103,391.68691184930503,boat,0.6848298433469608,25,6.36,31,392.6872057041619,-1.0613549170130714,390.98909561382607,1,11,336,b,1,0.6978162354789674,21,40,Monday,female,395.48750122706406,pos,image_stim_p.png,42,180,0.7853576912311837,faceWord_exp,395.38697337917984
407.3028542409884,2019102103,401.68726056127343,new,0.6847092217067257,25,7.68,31,402.6876702256268,-1.2313279950095668,400.989689739421,1,11,180,b,1,0.6975708218524233,21,41,Monday,female,407.9881248665042,pos,image_stim_p.png,42,336,0.685270625515841,faceWord_exp,407.9875634626951
414.7030700125033,2019102103,411.68771353398915,pie,0.684810274397023,25,6.45,31,412.6881084414199,-2.2727319315779937,410.9901789627038,1,11,336,b,1,0.6975345712853596,21,42,Monday,female,415.4885139995022,pos,image_stim_p.png,42,180,0.785443986998871,faceWord_exp,415.3878802869003
424.70363751158584,2019102103,421.6881963411579,plot,0.684682915918529,25,4.9,32,422.68851521855686,0.2016963621838916,420.99068839650135,1,12,336,y,1,0.697507944656536,22,43,Monday,female,425.1721113208914,neg,image_stim_n.png,42,180,0.46847380930557847,faceWord_exp,425.38832042750437
437.3041275048163,2019102103,431.6886416146299,spatula,0.6847807605518028,25,5.14,41,432.68904839176685,-0.18281188470513854,430.9912812389666,1,13,180,b,1,0.6973603756632656,21,44,Monday,female,437.9060094585875,neu,image_stim_p.png,42,336,0.6018819537712261,faceWord_exp,437.9889082653681
447.30424876802135,2019102103,441.68908945436124,zoo,0.6851567407138646,25,7.0,31,442.6894519608468,-2.1296901000704778,440.99307805183344,1,11,180,b,1,0.6960114025278017,21,45,Monday,female,447.8397509804927,pos,image_stim_p.png,42,336,0.5355022124713287,faceWord_exp,447.9894055087352
454.7042451108573,2019102103,451.68953376542777,jury,0.6855837283656001,25,4.23,32,452.6899033294758,1.7036686386059527,450.99355027265847,1,12,336,y,1,0.6959834927693009,22,46,Monday,female,455.39037035324145,neg,image_stim_n.png,42,180,0.6861252423841506,faceWord_exp,455.3898288392229
467.30539435253013,2019102103,461.69002715917304,pineapple,0.6849851115839556,25,6.9,31,462.6902975953417,-1.6708771386143015,460.99250509915873,1,11,180,b,1,0.6975220600143075,21,47,Monday,female,467.8406857980881,pos,image_stim_p.png,42,336,0.5352914455579594,faceWord_exp,467.9903794641141
474.7054407404503,2019102103,471.6904535051435,policeman,0.6851904250215739,25,4.21,32,472.69085386628285,0.397042668763988,470.99325705948286,1,12,336,y,1,0.6971964456606656,22,48,Monday,female,475.25765321671497,neg,image_stim_n.png,42,180,0.5522124762646854,faceWord_exp,475.39063116547186
484.7062000791775,2019102103,481.69091257313266,truck,0.6849004197865725,25,5.16,41,482.69131389656104,-0.5907285556577869,480.99341521493625,1,13,336,b,1,0.697497358196415,21,49,Monday,female,485.3747559498297,neu,image_stim_p.png,42,180,0.6685558706521988,faceWord_exp,485.3911004989641
494.7067688613897,2019102103,491.691368753789,school,0.6847874975064769,25,5.41,42,492.6917280522175,0.26215401176465297,490.99408344575204,1,13,336,y,1,0.6972853080369532,22,50,Monday,female,495.4087625826942,neu,image_stim_n.png,42,180,0.7019937213044614,faceWord_exp,495.3915563588962
504.707106986898,2019102103,501.6918557314202,lonely,0.6848680187249556,25,2.67,32,502.69226667901967,4.010420717126172,500.99439847352915,1,12,336,y,1,0.6974572578910738,22,51,Monday,female,505.2590002650395,neg,image_stim_n.png,42,180,0.551893278141506,faceWord_exp,505.39197500562295
514.7074470372172,2019102103,511.6922961927485,aggressive,0.6850008307956159,25,3.08,32,512.6926243733615,2.166851165767892,510.99496276455466,1,12,336,y,1,0.697333428193815,22,52,Monday,female,515.2928708777763,neg,image_stim_n.png,42,180,0.5854238405590877,faceWord_exp,515.3924478680128
527.3083046696847,2019102103,521.6927600727649,lemonade,0.6847226953832433,25,7.05,31,522.6931363736512,-2.146343780688921,520.9956678876188,1,11,180,b,1,0.6970921851461753,21,53,Monday,female,527.7933844820363,pos,image_stim_p.png,42,336,0.48507981235161424,faceWord_exp,527.993027365068
537.3086739130085,2019102103,531.6931899476331,man,0.6848070663399994,25,5.42,41,532.6936467698542,-0.277657621999038,530.9954183035297,1,13,180,b,1,0.6977716441033408,21,54,Monday,female,537.9105334106134,neu,image_stim_p.png,42,336,0.6018594976048917,faceWord_exp,537.9934809793485
544.7089727722341,2019102103,541.6936470906949,woman,0.6848182944813743,25,7.09,31,542.6940519430209,-1.7483058493195842,540.9961641685804,1,11,336,b,1,0.6974829221144319,21,55,Monday,female,545.2941367630847,pos,image_stim_p.png,42,180,0.5851639908505604,faceWord_exp,545.3937910667155
557.3093966802116,2019102103,551.6940930057317,envy,0.6850528008071706,25,3.05,32,552.6943948805565,3.3697994362845387,550.9964519281639,1,12,180,y,1,0.6976410775678232,22,56,Monday,female,557.7613847875036,neg,image_stim_n.png,42,336,0.4519881072919816,faceWord_exp,557.9944494810188
567.309801211697,2019102103,561.694565547281,corkscrew,0.685044139274396,25,5.26,42,562.6950021589873,-0.3369766028281135,560.9974521892145,1,13,180,y,1,0.6971133580664173,22,57,Monday,female,568.0288061090978,neu,image_stim_n.png,42,336,0.7190048974007368,faceWord_exp,567.9948453509714
577.3098249511095,2019102103,571.6950121038826,treaty,0.6854634275659919,25,5.42,42,572.6953646654729,-0.7213913907893977,570.997739948798,1,13,180,y,1,0.6972721550846472,22,58,Monday,female,578.2291528320638,neu,image_stim_n.png,42,336,0.9193278809543699,faceWord_exp,577.9952883786755
587.3109573827824,2019102103,581.6955613171449,alligator,0.6848298432305455,25,4.23,32,582.695823412505,1.9014187675556817,580.9983234879328,1,12,180,y,1,0.6972378292120993,22,59,Monday,female,587.7962441125419,neg,image_stim_n.png,42,336,0.4852867297595367,faceWord_exp,587.9957872260129
597.3110985356616,2019102103,591.6960200642934,commander,0.6851166405249387,25,4.73,32,592.6963735882891,0.98843671158419,590.9987562500173,1,12,180,y,1,0.6972638142760843,22,60,Monday,female,597.8632997839013,neg,image_stim_n.png,42,336,0.5522012482397258,faceWord_exp,597.9962151761865
