no,condition,delay_frames_before,duration_measured_word,key_t,word_trigger,scan day,img_trigger,img,ID,word_score_pc,age,correct_resp,duration_frames,word_score_warriner,onset_word,offset_img,duration_measured_img,delay_frames_after,rt,word,response,pause_trigger,gender,session,pause_trigger_t,onset_img,word_label,offset_word
28,faceWord_exp,336,0.6915018660001806,278.45885320500383,12,Monday,22,image_stim_n.png,60,0.2032181950076048,25,1,42,4.57,271.605782462997,278.60765399400407,0.6799901500053238,180,0.5311893610050902,lab,y,32,male,2,273.2970359760002,277.92766384399874,neg,272.2972843289972
29,faceWord_exp,180,0.6906861840034253,285.80136254100216,12,Monday,22,image_stim_n.png,60,2.351878020671037,25,1,42,4.29,281.62986132199876,286.0333586589986,0.6784011400013696,336,0.4464050220049103,tired,y,32,male,2,283.32040686200344,285.35495751899725,neg,282.3205475060022
30,faceWord_exp,336,0.6896428500040201,298.30529423400003,12,Monday,22,image_stim_n.png,60,4.537930167489568,25,1,42,2.35,291.654104686997,298.65413790700404,0.6783308870071778,180,0.3294872140031657,terrorist,y,32,male,2,293.3436279840025,297.97580701999686,neg,292.34374753700104
31,faceWord_exp,336,0.6905258440019679,308.395368837002,11,Monday,21,image_stim_p.png,60,-1.7608811602119443,25,1,42,7.5,301.67655938700045,308.6774261180035,0.6778274740063353,180,0.39577019300486427,summer,b,31,male,2,303.3671122739979,307.99959864399716,pos,302.3670852310024
32,faceWord_exp,180,0.6914288510015467,315.9379749660002,13,Monday,22,image_stim_n.png,60,-0.32263149533554664,25,1,42,5.67,311.6989224869976,316.10323836200405,0.6802895860018907,336,0.5150261899980251,attribute,y,42,male,2,313.3902146820037,315.42294877600216,neu,312.39035133799916
33,faceWord_exp,180,0.6895023940014653,325.8779090800017,12,Monday,22,image_stim_n.png,60,0.6502198887451732,25,1,42,4.54,321.72400016499887,326.12642106400017,0.6762558789996547,336,0.4277438950011856,office,y,32,male,2,323.4133693620024,325.4501651850005,neg,322.41350255900034
34,faceWord_exp,336,0.6904682559979847,338.4650136650016,11,Monday,21,image_stim_p.png,60,-1.6425048482978826,25,1,42,7.28,331.7463835890012,338.7471097860034,0.6788852790050441,180,0.3967891580032301,knowledge,b,31,male,2,333.43666023900005,338.0682245069984,pos,332.4368518449992
35,faceWord_exp,180,0.6862950020004064,345.80795287599904,12,Monday,22,image_stim_n.png,60,0.2623575316864496,25,1,42,4.8,341.7738151960002,346.17300150600204,0.6761069900021539,336,0.31105835999915143,hoe,y,32,male,2,343.4598939630014,345.4968945159999,neg,342.4601101980006
36,faceWord_exp,180,0.6902346980059519,355.8142113510039,11,Monday,21,image_stim_p.png,60,-3.1565376907491283,25,1,42,8.53,351.79306641699804,356.1963018730021,0.6764368779986398,336,0.2943463560004602,vacation,b,31,male,2,353.48316600199905,355.51986499500345,pos,352.483301115004
37,faceWord_exp,336,0.6916684680036269,368.63467599100113,12,Monday,22,image_stim_n.png,60,0.16339675594021513,25,1,42,4.41,361.8149917789997,368.8169091960008,0.6783243550016778,180,0.4960911500020302,jaw,y,32,male,2,363.50645672500104,368.1385848409991,neg,362.5066602470033
38,faceWord_exp,180,0.6894069350018981,376.0106264470014,11,Monday,21,image_stim_p.png,60,-1.926056195769395,25,1,42,6.8,371.84047717299836,376.2427170869996,0.6771535230000154,336,0.4450628830018104,fireworks,b,31,male,2,373.5297001509971,375.5655635639996,pos,372.52988410800026
39,faceWord_exp,180,0.6907643230006215,385.9508796459995,11,Monday,21,image_stim_p.png,60,-1.0752281295040744,25,1,42,6.4,381.86232626700075,386.2660800140002,0.6794259279995458,336,0.36422555999888573,mercy,b,31,male,2,383.5528697159971,385.58665408600064,pos,382.5530905900014
40,faceWord_exp,336,0.689214953003102,398.55484507299843,13,Monday,22,image_stim_n.png,60,-0.09980687036967174,25,0,42,5.55,391.8871188560006,398.8867756339969,0.6773399679950671,180,0.34540940699662315,eggplant,b,42,male,2,393.5755042230012,398.2094356660018,neu,392.5763338090037
41,faceWord_exp,180,0.6905265680034063,406.0636295939985,12,Monday,22,image_stim_n.png,60,1.472290472628449,25,1,42,4.1,401.9090858799973,406.312543,0.6812452110025333,336,0.432331805001013,clang,y,32,male,2,403.5994551210024,405.6312977889975,neg,402.5996124480007
42,faceWord_exp,336,0.6879393649942358,418.6677373630009,12,Monday,22,image_stim_n.png,60,3.4738609063027237,25,1,42,2.29,411.93473639400327,418.9331239480016,0.6785428180010058,180,0.4131562330003362,sick,y,32,male,2,413.622870115003,418.2545811300006,neg,412.6226757589975
43,faceWord_exp,336,0.6913507589997607,428.7575180450003,13,Monday,21,image_stim_p.png,60,0.4272037094573085,25,1,42,5.03,421.9546570989987,428.9564532020013,0.6775803010023083,180,0.47864514400134794,scissors,b,41,male,2,423.64599144599924,428.278872900999,neu,422.6460078579985
44,faceWord_exp,180,0.690950068004895,436.2332975110039,11,Monday,21,image_stim_p.png,60,-2.461915733068042,25,1,42,7.0,431.9783125859976,436.38226590299746,0.6763445269971271,336,0.5273761350035784,embrace,b,31,male,2,433.6691544589994,435.70592137600033,pos,432.6692626540025
45,faceWord_exp,180,0.692254651003168,446.1401495960017,12,Monday,22,image_stim_n.png,60,4.02985566434138,25,0,42,3.52,442.00006425099855,446.4055226900018,0.6771770190025563,336,0.41180392500245944,problem,b,32,male,2,443.6924696540009,445.72834567099926,neg,442.6923189020017
46,faceWord_exp,180,0.6904298279987415,456.2299484510004,13,Monday,21,image_stim_p.png,60,0.3228926581020319,25,1,42,5.07,452.02539788099966,456.4285552910005,0.678355197997007,336,0.47974835799686844,street,b,41,male,2,453.71586263099744,455.7502000930035,neu,452.7158277089984
47,faceWord_exp,180,0.6906695299985586,466.1199141879988,12,Monday,22,image_stim_n.png,60,3.4296451702105397,25,1,42,2.53,462.04840544200124,466.4519873359968,0.67823142499401,336,0.3461582769959932,angry,y,32,male,2,463.73890160299925,465.7737559110028,neg,462.7390749719998
48,faceWord_exp,180,0.6922712189989397,476.2761632519978,11,Monday,21,image_stim_p.png,60,-1.3695211950901562,25,1,42,7.59,472.07002058299986,476.47489596599917,0.6796881429982022,336,0.48095542899682187,tree,b,31,male,2,473.7624235179974,475.79520782300096,pos,472.7622918019988
49,faceWord_exp,180,0.6915026339993346,486.29926656700263,12,Monday,22,image_stim_n.png,60,2.483224745184551,25,1,42,3.57,482.0942390199998,486.49848431099963,0.6793623819976347,336,0.4801446380006382,cough,y,32,male,2,483.78542155899777,485.819121929002,neg,482.78574165399914
50,faceWord_exp,336,0.6925530269945739,498.9198658640016,13,Monday,21,image_stim_p.png,60,0.0657349158769076,25,1,42,5.29,492.1161854910024,499.11913196700334,0.6772636730020167,180,0.47799757000029786,camel,b,41,male,2,493.8086475780001,498.4418682940013,neu,492.80873851799697
51,faceWord_exp,180,0.6917693099967437,506.3794570940008,12,Monday,22,image_stim_n.png,60,1.0482300490198866,25,1,42,4.75,502.1401085980033,506.544953548997,0.6802340169961099,336,0.5147375619999366,ricochet,y,32,male,2,503.831910932,505.8647195320009,neg,502.831877908
52,faceWord_exp,336,0.6927558769966708,519.0167574849984,13,Monday,21,image_stim_p.png,60,0.3296196251321362,25,1,42,5.15,512.1626019510004,519.165729635999,0.6800825050013373,180,0.5311103540007025,pan,b,41,male,2,513.8552431429998,518.4856471309977,neu,512.8553578279971
53,faceWord_exp,336,0.6937215679936344,528.9228464519983,13,Monday,22,image_stim_n.png,60,0.17918122123944408,25,1,42,5.27,522.184719900004,529.1884474690014,0.6783350179975969,180,0.41273400099453283,verb,y,42,male,2,523.8784409770014,528.5101124510038,neu,522.8784414679976
54,faceWord_exp,180,0.6912219980004011,536.3493144309978,11,Monday,21,image_stim_p.png,60,-2.7563434535584275,25,1,42,7.21,532.2106721550008,536.6147050090003,0.6801952289970359,336,0.4148046509944834,optimism,b,31,male,2,533.9016988540025,535.9345097800033,pos,532.9018941530012
55,faceWord_exp,336,0.6917150860026595,549.0690297809997,11,Monday,21,image_stim_p.png,60,-1.2502658664257256,25,1,42,6.36,542.2333703629993,549.235348078997,0.6800247119972482,180,0.5137064139998984,day,b,31,male,2,543.9251786860041,548.5553233669998,pos,542.9250854490019
56,faceWord_exp,180,0.6904704139960813,556.5292234259978,13,Monday,21,image_stim_p.png,60,-0.6680004122251881,25,1,42,5.82,552.2578861740039,556.6613274949996,0.6791359010021552,336,0.5470318320003571,monkey,b,41,male,2,553.948123891998,555.9821915939974,neu,552.948356588
57,faceWord_exp,180,0.6853668289986672,566.3693895260003,11,Monday,21,image_stim_p.png,60,-1.5621536719325724,25,1,42,6.81,562.2860693890034,566.6844391909981,0.6758466179962852,336,0.36079695299849845,sailboat,b,31,male,2,563.9713920499998,566.0085925730018,pos,562.971436218002
58,faceWord_exp,180,0.6904071169992676,576.5424209170014,13,Monday,22,image_stim_n.png,60,0.10630403813009667,25,1,42,5.86,572.3042546319994,576.7078138840006,0.6774189520001528,336,0.5120259850009461,whole,y,42,male,2,573.9948155450038,576.0303949320005,neu,572.9946617489986
59,faceWord_exp,180,0.69033938600478,586.4822360109974,11,Monday,21,image_stim_p.png,60,-1.7947555393350414,25,1,42,6.4,582.3277483069978,586.7309882810005,0.6789927759964485,336,0.43024050599342445,piano,b,31,male,2,584.0178552529978,586.051995505004,pos,583.0180876930026
60,faceWord_exp,336,0.6917006829971797,599.0523687309978,11,Monday,21,image_stim_p.png,60,-2.5746228757417584,25,1,42,7.1,592.3496274600038,599.3516003519981,0.6774522529958631,180,0.3782206319956458,barbecue,b,31,male,2,594.0413597320003,598.6741480990022,pos,593.041328143001
