word_label,correct_resp,onset_word,word,onset_img,gender,pause_trigger,img,offset_img,duration_frames,scan day,duration_measured_img,img_trigger,no,delay_frames_after,word_score_pc,response,session,condition,delay_frames_before,word_trigger,key_t,age,word_score_warriner,ID,duration_measured_word,offset_word,pause_trigger_t,rt
neg,1,430.9947112556547,van,434.7106313195545,female,32,image_stim_n.png,435.3926672968082,42,Tuesday,0.6820359772536904,22,44,336,-0.14866519221167074,y,2,faceWord_exp,180,12,435.27634218824096,23,4.43,2019102204,0.6976962555199862,431.6924075111747,432.6927639225032,0.5657108686864376
neu,1,440.9953634464182,store,444.7172058389988,female,41,image_stim_p.png,445.39305161777884,42,Tuesday,0.675845778780058,21,45,336,-0.8400509032218062,b,2,faceWord_exp,180,13,445.3434597742744,23,5.94,2019102204,0.6975117942783982,441.6928752406966,442.69318802282214,0.6262539352755994
pos,1,450.9957589954138,day,454.7122577864211,female,31,image_stim_p.png,455.3934879086446,42,Tuesday,0.6812301222234964,21,46,336,-1.2502658664257256,b,2,faceWord_exp,180,11,455.56064347783104,23,6.36,2019102204,0.697559593943879,451.69331858935766,452.69369681505486,0.8483856914099306
pos,1,460.9965096726082,carnival,464.71131045767106,female,31,image_stim_p.png,465.3939642999321,42,Tuesday,0.6826538422610611,21,47,336,-2.4114282062334524,b,2,faceWord_exp,180,11,465.4111817518715,23,6.48,2019102204,0.6973029519431293,461.69381262455136,462.69422838417813,0.6998712942004204
neu,1,470.9967207603622,nose,474.71303476928733,female,41,image_stim_p.png,475.39444101182744,42,Tuesday,0.6814062425401062,21,48,336,-0.049892793833906636,b,2,faceWord_exp,180,13,475.4950529099442,23,5.5,2019102204,0.6975499698892236,471.69427073025145,472.6946252165362,0.7820181406568736
neg,1,480.99822917208076,excuse,484.719544807449,female,32,image_stim_n.png,485.3949074582197,42,Tuesday,0.675362650770694,22,49,336,2.373388118792564,y,2,faceWord_exp,180,12,485.79540681885555,23,4.52,2019102204,0.6964858691208065,481.69471504120156,482.69507883070037,1.0758620114065707
pos,1,490.99816886126064,optimism,494.7185060500633,female,31,image_stim_p.png,495.39537133811973,42,Tuesday,0.6768652880564332,21,50,336,-2.7563434535584275,b,2,faceWord_exp,180,11,495.21245507965796,23,7.21,2019102204,0.6970139094628394,491.6951827707235,492.69564697146416,0.4939490295946598
neu,1,500.9980437485501,power,507.320297858445,female,42,image_stim_n.png,507.99591522617266,42,Tuesday,0.675617367727682,22,51,180,-0.02119054453060663,y,2,faceWord_exp,336,13,508.02998826513067,23,5.97,2019102204,0.6975679346360266,501.69561168318614,502.69604669092223,0.709690406685695
neg,1,510.99832733767107,axe,514.7141732960008,female,32,image_stim_n.png,515.3962519401684,42,Tuesday,0.6820786441676319,22,52,336,0.7321109855355353,y,2,faceWord_exp,180,12,515.1799594250042,23,3.48,2019102204,0.6978059697430581,511.69613330741413,512.696445768699,0.46578612900339067
pos,1,520.9991809921339,chicken,524.7208989134524,female,31,image_stim_p.png,525.3967154992279,42,Tuesday,0.6758165857754648,21,53,336,-1.3205598447631597,b,2,faceWord_exp,180,11,525.4637782282662,23,6.17,2019102204,0.6973773781210184,521.6965583702549,522.6970376488753,0.7428793148137629
pos,1,530.9993968920317,luck,534.7183264009655,female,31,image_stim_p.png,535.3971768126357,42,Tuesday,0.6788504116702825,21,54,336,-2.2291915044129413,b,2,faceWord_exp,180,11,535.2141341583338,23,6.73,2019102204,0.697601298103109,531.6969981901348,532.6974078544881,0.4958077573683113
pos,1,541.000245413743,knowledge,544.7419412895106,female,31,image_stim_p.png,545.4143509564456,42,Tuesday,0.6724096669349819,21,55,336,-1.6425048482978826,b,2,faceWord_exp,180,11,545.3979951790534,23,7.28,2019102204,0.6972131275106221,541.6974585412536,542.697880395921,0.6560538895428181
neg,1,551.0176492517348,terrorist,554.7398300904315,female,32,image_stim_n.png,555.414812590694,42,Tuesday,0.6749825002625585,22,56,336,4.537930167489568,y,2,faceWord_exp,180,12,555.2151401937008,23,2.35,2019102204,0.6969305006787181,551.7145797524136,552.7149544493295,0.4753101032692939
neu,1,561.0202230473515,theory,567.3388026894536,female,42,image_stim_n.png,568.0153635363095,42,Tuesday,0.6765608468558639,22,57,180,0.1106807997481866,y,2,faceWord_exp,336,13,568.0159634363372,23,5.65,2019102204,0.6948289258871228,561.7150519732386,562.7154080637265,0.677160746883601
pos,1,571.0186177534051,spaghetti,577.3397044641897,female,31,image_stim_p.png,578.015816829633,42,Tuesday,0.6761123654432595,21,58,180,-1.7539828459428422,b,2,faceWord_exp,336,11,578.282957770396,23,6.91,2019102204,0.6969067614991218,571.7155245149042,572.7160034724511,0.9432533062063158
neg,1,581.0187085403595,heavy,587.3399938277435,female,32,image_stim_n.png,588.0162669152487,42,Tuesday,0.6762730875052512,22,59,180,1.3393636650983416,y,2,faceWord_exp,336,12,587.7999875529204,23,4.78,2019102204,0.6972416788339615,581.7159502191935,582.7163008560892,0.4599937251769006
pos,1,591.0194528014399,barbecue,594.7406516647898,female,31,image_stim_p.png,595.4166026667226,42,Tuesday,0.6759510019328445,21,60,336,-2.5746228757417584,b,2,faceWord_exp,180,11,595.2837110138498,23,7.1,2019102204,0.6969494281802326,591.7164022296201,592.7168083649594,0.5430593490600586
