onset_img,img,duration_measured_img,word_trigger,age,pause_trigger,session,word_score_warriner,gender,response,correct_resp,offset_img,img_trigger,onset_word,key_t,ID,pause_trigger_t,word_score_pc,duration_frames,delay_frames_after,rt,offset_word,duration_measured_word,scan day,no,condition,delay_frames_before,word_label,word
105.06863750000048,image_stim_n.png,0.6764828999994279,13,25,42,3,5.48,female,y,1,105.7451203999999,22,101.3381586000005,105.72920930000055,gr1nr2,103.0314900000003,0.2046331385026182,42,336,0.6605718000000707,102.03166560000045,0.6935069999999541,Monday,11,faceWord_exp,180,neu,glass
117.66987870000048,image_stim_p.png,0.6811896999997771,13,25,41,3,5.89,female,b,1,118.35106840000026,21,111.34687800000029,118.08547420000014,gr1nr2,113.03923990000021,-1.0048841857254538,42,180,0.41559549999965384,112.04057710000052,0.6936991000002308,Monday,12,faceWord_exp,336,neu,gum
125.0792650000003,image_stim_n.png,0.6826303999996526,13,25,42,3,5.68,female,y,1,125.76189539999996,22,121.35741959999996,125.96251670000038,gr1nr2,123.04890070000056,-0.4971407339658378,42,336,0.8832517000000735,122.04825640000035,0.6908368000003975,Monday,13,faceWord_exp,180,neu,cafeteria
135.09617810000054,image_stim_n.png,0.6748434999999517,13,25,42,3,5.95,female,y,1,135.7710216000005,22,131.36248160000014,135.97222659999989,gr1nr2,133.05765640000027,-0.6884171372613734,42,336,0.8760484999993423,132.05744550000054,0.6949639000004026,Monday,14,faceWord_exp,180,neu,egg
145.09790030000022,image_stim_n.png,0.6817086000000927,12,25,32,3,3.95,female,y,1,145.7796089000003,22,141.3704944000001,145.5140166000001,gr1nr2,143.06492359999993,1.8802224749820768,42,336,0.4161162999998851,142.0652168000006,0.6947224000005008,Monday,15,faceWord_exp,180,neg,dusty
155.09546409999984,image_stim_n.png,0.6748598000003767,12,25,32,3,4.32,female,y,1,155.77032390000022,22,151.39102739999998,155.43807079999988,gr1nr2,153.0743992000007,1.7592404876513306,42,336,0.342606700000033,152.0734925000006,0.682465100000627,Monday,16,faceWord_exp,180,neg,cold
167.75002800000038,image_stim_n.png,0.677181500000188,12,25,32,3,4.59,female,y,1,168.42720950000057,22,161.37583129999985,168.09519799999998,gr1nr2,163.0658966000001,2.1987551193617842,42,180,0.3451699999995981,162.0652127000003,0.6893814000004568,Monday,17,faceWord_exp,336,neg,volcano
175.14622450000024,image_stim_n.png,0.6746961999997438,12,25,32,3,4.7,female,y,1,175.8209207,22,171.42871509999986,175.7723219999998,gr1nr2,173.1234387000004,0.33736940436804663,42,336,0.6260974999995597,172.12375669999983,0.6950415999999677,Monday,18,faceWord_exp,180,neg,radish
187.78577050000058,image_stim_n.png,0.6752100999992763,12,25,32,3,3.4,female,y,1,188.46098059999986,22,181.42335920000005,188.3287946999999,gr1nr2,183.11606829999982,3.4172209593162717,42,180,0.5430241999993086,182.11530360000052,0.691944400000466,Monday,19,faceWord_exp,336,neg,delirium
197.78130020000026,image_stim_n.png,0.6877608000004329,12,25,32,3,3.45,female,y,1,198.4690610000007,22,191.4658683000007,198.38689590000013,gr1nr2,193.15715140000066,3.6017940902369654,42,180,0.6055956999998671,192.1575640000001,0.6916956999994,Monday,20,faceWord_exp,336,neg,grievance
205.2044802999999,image_stim_n.png,0.6755204000000958,13,25,42,3,5.63,female,b,0,205.88000069999998,22,201.47248080000008,205.6315026000002,gr1nr2,203.1667249000002,-0.23071750329615884,42,336,0.42702230000031705,202.16634040000008,0.6938595999999961,Monday,21,faceWord_exp,180,neu,pen
217.82355050000024,image_stim_p.png,0.6785266999995656,13,25,41,3,5.55,female,b,1,218.5020771999998,21,211.47801290000007,219.2022109999998,gr1nr2,213.17463589999988,-0.123291752025302,42,180,1.3786604999995689,212.17395730000044,0.6959444000003714,Monday,22,faceWord_exp,336,neu,faucet
225.2312947999999,image_stim_p.png,0.6822807000007742,11,25,31,3,6.75,female,b,1,225.91357550000066,21,221.5035985000004,225.61486100000002,gr1nr2,223.19851990000006,-1.2126784285084091,42,336,0.3835662000001321,222.19907049999983,0.6954719999994268,Monday,23,faceWord_exp,180,pos,agreement
235.23723729999983,image_stim_n.png,0.6845475000000079,12,25,32,3,4.57,female,y,1,235.92178479999984,22,231.51127730000007,235.7226386000002,gr1nr2,233.2082377000006,0.7962654471128737,42,336,0.48540130000037607,232.2075120999998,0.6962347999997291,Monday,24,faceWord_exp,180,neg,reporter
245.2382843000005,image_stim_n.png,0.6753474999995888,13,25,42,3,5.4,female,y,1,245.91363180000008,22,241.52063520000047,245.9815877000001,gr1nr2,243.2156558000006,-1.7878104403788575,42,336,0.7433033999996042,242.21692470000016,0.6962894999996934,Monday,25,faceWord_exp,180,neu,harp
257.84654970000065,image_stim_n.png,0.6897391999991669,13,25,42,3,5.82,female,y,1,258.5362888999998,22,251.51420550000057,258.7202455000006,gr1nr2,253.2076302000005,-1.5026706526379858,42,180,0.8736957999999504,252.20791350000036,0.6937079999997877,Monday,26,faceWord_exp,336,neu,spiritual
265.2770537000006,image_stim_n.png,0.6870008999994752,12,25,32,3,4.68,female,y,1,265.96405460000005,22,261.5468888000005,265.96532560000014,gr1nr2,263.2495734000004,0.41231466195915456,42,336,0.6882718999995632,262.2497850999998,0.7028962999993382,Monday,27,faceWord_exp,180,neg,foot
275.27454540000053,image_stim_n.png,0.6799535000000105,12,25,32,3,4.95,female,y,1,275.95449890000054,22,271.5657566,275.80526740000005,gr1nr2,273.25738900000033,1.239138220826116,42,336,0.5307219999995141,272.2576469000005,0.691890300000523,Monday,28,faceWord_exp,180,neg,debate
285.31526029999986,image_stim_n.png,0.681611700000758,12,25,32,3,3.28,female,y,1,285.9968720000006,22,281.55392269999993,285.7480999999998,gr1nr2,283.25005690000035,2.3068979902815,42,336,0.4328396999999313,282.2503013000005,0.6963786000005712,Monday,29,faceWord_exp,180,neg,trial
297.9125160000003,image_stim_p.png,0.6743495000000621,11,25,31,3,6.32,female,b,1,298.5868655000004,21,291.6059881000001,298.37171490000037,gr1nr2,293.29094520000035,-1.100912149643323,42,180,0.4591989000000467,292.2916748000007,0.6856867000005877,Monday,30,faceWord_exp,336,pos,saxophone
305.3134866999999,image_stim_p.png,0.6838277000006201,13,25,41,3,5.75,female,b,1,305.9973144000005,21,301.58963810000023,305.8486115000005,gr1nr2,303.2837368999999,0.5062695562835388,42,336,0.5351248000006308,302.28310220000003,0.693464099999801,Monday,31,faceWord_exp,180,neu,year
317.9559915,image_stim_n.png,0.6807045000005019,12,25,32,3,4.6,female,y,1,318.6366960000005,22,311.59934860000067,318.43758230000003,gr1nr2,313.2911090000007,0.041184453360586966,42,180,0.48159080000004906,312.29171750000023,0.6923688999995647,Monday,32,faceWord_exp,336,neg,cabbage
325.36367659999996,image_stim_n.png,0.6831787999999506,13,25,42,3,5.24,female,y,1,326.0468553999999,22,321.63955760000044,325.8312654000001,gr1nr2,323.3330444000003,0.6016604903777263,42,336,0.4675888000001578,322.3337719000001,0.6942142999996577,Monday,33,faceWord_exp,180,neu,toe
337.96797980000065,image_stim_n.png,0.6851328999991892,12,25,32,3,4.85,female,y,1,338.65311269999984,22,331.64707460000045,338.8390365000005,gr1nr2,333.3424052999999,-0.3331872788781821,42,180,0.8710566999998264,332.34277120000024,0.6956965999997919,Monday,34,faceWord_exp,336,neg,voter
345.3915446000001,image_stim_n.png,0.688870500000121,12,25,32,3,3.0,female,y,1,346.0804151000002,22,341.65996559999985,346.2642415999999,gr1nr2,343.35088429999996,3.4211910580769755,42,336,0.8726969999997891,342.35012520000055,0.6901596000006975,Monday,35,faceWord_exp,180,neg,tax
357.9931529000005,image_stim_p.png,0.6767687999999907,11,25,31,3,7.0,female,b,1,358.6699217000005,21,351.6837802,358.3041487999999,gr1nr2,353.3747481999999,-1.8894778219780863,42,180,0.3109958999993978,352.37587110000004,0.6920909000000393,Monday,36,faceWord_exp,336,pos,coffee
367.98300259999996,image_stim_p.png,0.6793330000000424,11,25,31,3,7.18,female,b,1,368.6623356,21,361.6732098000002,368.34695530000045,gr1nr2,363.3673491999998,-1.7760144816699572,42,180,0.36395270000048185,362.36734609999985,0.6941362999996272,Monday,37,faceWord_exp,336,pos,island
375.3846744000002,image_stim_p.png,0.6885834000004252,13,25,41,3,5.1,female,b,1,376.07325780000065,21,371.66896859999997,376.14120249999996,gr1nr2,373.3596817000007,0.05858023181365075,42,336,0.7565280999997412,372.3596658000006,0.6906972000006135,Monday,38,faceWord_exp,180,neu,cabinet
385.4216354,image_stim_n.png,0.6764143999998851,13,25,42,3,5.72,female,y,1,386.0980497999999,22,381.6706997000001,386.2824872000001,gr1nr2,383.36769770000046,0.20373950943912453,42,336,0.8608518000000913,382.3679105000001,0.6972107999999935,Monday,39,faceWord_exp,180,neu,plane
395.4129068000002,image_stim_n.png,0.676581200000328,12,25,32,3,3.23,female,y,1,396.08948800000053,22,391.7003457999999,395.8740452000002,gr1nr2,393.3926927000002,3.9847946241932393,42,336,0.46113839999998163,392.39273420000063,0.6923884000007092,Monday,40,faceWord_exp,180,neg,snub
405.4013979000001,image_stim_n.png,0.6802631999998994,12,25,32,3,2.11,female,y,1,406.0816611,22,401.6912782999998,405.7995510999999,gr1nr2,403.38506980000057,3.6129749181587063,42,336,0.3981531999997969,402.38432400000056,0.6930457000007664,Monday,41,faceWord_exp,180,neg,criminal
415.4025179,image_stim_p.png,0.6880015000006097,11,25,31,3,7.11,female,b,1,416.09051940000063,21,411.6883938000001,415.82470660000035,gr1nr2,413.37578590000066,-2.098490136277324,42,336,0.4221887000003335,412.3767908,0.6883969999998953,Monday,42,faceWord_exp,180,pos,rose
428.0083957000006,image_stim_n.png,0.6882274999998117,12,25,32,3,3.47,female,y,1,428.69662320000043,22,421.6907970000002,428.6643567000001,gr1nr2,423.3843616000004,3.583082910341294,42,180,0.6559609999994791,422.3845194000005,0.6937224000002971,Monday,43,faceWord_exp,336,neg,cyclone
438.02715290000015,image_stim_n.png,0.6775485999996818,12,25,32,3,4.18,female,y,1,438.7047014999998,22,431.6985685999998,438.45589670000027,gr1nr2,433.3925900000004,1.9197700017151131,42,180,0.42874380000012025,432.39336430000003,0.6947957000002134,Monday,44,faceWord_exp,336,neg,belch
445.43049560000054,image_stim_p.png,0.6846175999999105,11,25,31,3,6.26,female,b,1,446.11511320000045,21,441.71049519999997,445.9496833000003,gr1nr2,443.40076990000034,-2.0727743906520253,42,336,0.5191876999997476,442.4009450000003,0.6904498000003514,Monday,45,faceWord_exp,180,pos,fountain
458.0944534,image_stim_p.png,0.6760269000005792,11,25,31,3,7.3,female,b,1,458.7704803000006,21,451.71742770000037,458.7044968,gr1nr2,453.40998579999996,-1.4443598905895143,42,180,0.610043399999995,452.40985720000026,0.6924294999998892,Monday,46,faceWord_exp,336,pos,raspberry
468.13601970000036,image_stim_p.png,0.6777874999997948,11,25,31,3,7.15,female,b,1,468.81380720000016,21,461.77450940000017,468.46606820000034,gr1nr2,463.4671355999999,-1.9498998207384868,42,180,0.3300484999999753,462.46766990000015,0.6931604999999763,Monday,47,faceWord_exp,336,pos,symphony
478.1488973000005,image_stim_n.png,0.6896680999998352,13,25,42,3,5.61,female,y,1,478.83856540000033,22,471.8241042999998,478.6717908999999,gr1nr2,473.5096623999998,0.5990623206044929,42,180,0.5228935999994064,472.50953180000033,0.6854275000005146,Monday,48,faceWord_exp,336,neu,witness
485.56032140000025,image_stim_n.png,0.688372900000104,13,25,42,3,5.81,female,y,1,486.24869430000035,22,481.85485120000067,486.3497505000005,gr1nr2,483.53507590000027,-1.343270424679961,42,336,0.789429100000234,482.53443440000046,0.6795831999997972,Monday,49,faceWord_exp,180,neu,jam
495.58043200000066,image_stim_p.png,0.6769515999994837,11,25,31,3,6.63,female,b,1,496.25738360000014,21,491.8466032000006,496.0418577999999,gr1nr2,493.54364410000017,-1.4106928476010352,42,336,0.4614257999992333,492.5427902000001,0.6961869999995542,Monday,50,faceWord_exp,180,pos,car
505.5727387000006,image_stim_p.png,0.676417899999251,11,25,31,3,7.11,female,b,1,506.2491565999999,21,501.85999530000026,506.0174465,gr1nr2,503.5524280999998,-1.9002611819546853,42,336,0.44470779999937804,502.5520864,0.6920910999997432,Monday,51,faceWord_exp,180,pos,couple
518.1877252000004,image_stim_n.png,0.6841961999998603,13,25,42,3,5.71,female,y,1,518.8719214000002,22,511.8508974000006,518.6063490000006,gr1nr2,513.5440370000006,0.1511721542964875,42,180,0.41862380000020494,512.5431116999998,0.6922142999992502,Monday,52,faceWord_exp,336,neu,sum
525.5950725000002,image_stim_p.png,0.6875529999997525,11,25,31,3,7.25,female,b,1,526.2826255,21,521.8763362,525.9672360000004,gr1nr2,523.5688109000002,-1.6019047514101912,42,336,0.37216350000016973,522.5683073,0.6919711000000461,Monday,53,faceWord_exp,180,pos,family
538.2097284000001,image_stim_p.png,0.6793454999997266,11,25,31,3,6.29,female,b,1,538.8890738999999,21,531.8890042000003,538.5390385000001,gr1nr2,533.5784530999999,-1.6804307003665144,42,180,0.32931009999992966,532.5771088000001,0.6881045999998605,Monday,54,faceWord_exp,336,pos,flute
548.2074190000003,image_stim_p.png,0.6904309999999896,11,25,31,3,7.23,female,b,1,548.8978500000003,21,541.9029206000005,548.6489492999999,gr1nr2,543.5855629000007,-2.484088237918995,42,180,0.4415302999996129,542.5850675000002,0.6821468999996796,Monday,55,faceWord_exp,336,pos,butterfly
558.2221766000002,image_stim_p.png,0.6834572999996453,11,25,31,3,6.62,female,b,1,558.9056338999999,21,551.9015651999998,558.8068300000004,gr1nr2,553.5943765000002,-1.0930411682114536,42,180,0.5846534000002066,552.5935446000003,0.6919794000004913,Monday,56,faceWord_exp,336,pos,goldfish
565.6307928000006,image_stim_p.png,0.6855029999996987,13,25,41,3,5.58,female,b,1,566.3162958000003,21,561.9104783000002,566.1840468999999,gr1nr2,563.6036460000005,-0.945340141786388,42,336,0.5532540999993216,562.6032369000004,0.6927586000001611,Monday,57,faceWord_exp,180,neu,tuba
578.2262409000004,image_stim_p.png,0.6786959999999453,11,25,31,3,6.84,female,b,1,578.9049369000004,21,571.9201262000006,578.6057761000002,gr1nr2,573.6105083000002,-1.728066945394655,42,180,0.3795351999997365,572.6111390000005,0.6910127999999531,Monday,58,faceWord_exp,336,pos,computer
588.2318014000002,image_stim_p.png,0.6819287999996959,11,25,31,3,6.71,female,b,1,588.9137301999999,21,581.9060441000001,588.6477677000003,gr1nr2,583.6019929000004,-1.2474567486001964,42,180,0.4159663000000364,582.6018794000001,0.6958352999999988,Monday,59,faceWord_exp,336,pos,advantage
598.2296035999998,image_stim_p.png,0.6757607000008647,11,25,31,3,7.0,female,b,1,598.9053643000007,21,591.9199767,598.6396625000007,gr1nr2,593.6117027,-1.9950971558262764,42,180,0.41005890000087675,592.6105728000002,0.6905961000002208,Monday,60,faceWord_exp,336,pos,park
