session,img_trigger,offset_img,word_score_warriner,ID,key_t,duration_frames,rt,age,duration_measured_word,offset_word,word_score_pc,delay_frames_after,no,condition,pause_trigger_t,correct_resp,word_label,word_trigger,img,scan day,onset_img,gender,onset_word,pause_trigger,word,duration_measured_img,delay_frames_before,response
2,21,498.0023415349424,7.28,2019102307,497.9361135333311,42,0.6197057219687849,25,0.6970533679705113,491.7019837764092,-1.6425048482978826,180,50,faceWord_exp,492.70234082918614,1,pos,11,image_stim_p.png,Wednesday,497.3164078113623,female,491.00493040843867,31,knowledge,0.6859337235800922,336,b
2,22,508.00275665312074,5.15,2019102307,507.95307658892125,42,0.6360858799889684,25,0.6976125263608992,501.7024354659952,0.3296196251321362,180,51,faceWord_exp,502.7028066338971,1,neu,13,image_stim_n.png,Wednesday,507.3169907089323,female,501.0048229396343,42,pan,0.6857659441884607,336,y
2,21,515.4030840636697,5.72,2019102307,515.3034679356497,42,0.5859409738332033,25,0.6972243555355817,511.7029426540248,-0.5485436049411244,336,52,faceWord_exp,512.7032429249957,1,neu,13,image_stim_p.png,Wednesday,514.7175269618165,female,511.0057182984892,41,apartment,0.6855571018531919,180,b
2,21,528.0037302875426,5.65,2019102307,527.9206781373359,42,0.6031045308336616,25,0.6973760949913412,521.703373812139,0.1106807997481866,180,53,faceWord_exp,522.7036448901054,1,neu,13,image_stim_p.png,Wednesday,527.3175736065023,female,521.0059977171477,41,theory,0.6861566810403019,336,b
2,22,538.0041364231147,5.8,2019102307,537.9544698328245,42,0.6361166769638658,25,0.6973446563351899,531.7039294415154,-0.5451009915059291,180,54,faceWord_exp,532.7041992361192,1,neu,13,image_stim_n.png,Wednesday,537.3183531558607,female,531.0065847851802,42,toaster,0.6857832672540098,336,y
2,21,548.0045560323633,7.21,2019102307,547.8216012776829,42,0.5032413851004094,25,0.697276646271348,541.7043387850281,-2.7563434535584275,180,55,faceWord_exp,542.7046252614819,1,pos,11,image_stim_p.png,Wednesday,547.3183598925825,female,541.0070621387567,31,optimism,0.6861961397808045,336,b
2,21,555.4049062200356,6.8,2019102307,555.3886559866369,42,0.6694589287508279,25,0.6961336282547563,551.7047744344454,-1.926056195769395,336,56,faceWord_exp,552.7050984445959,1,pos,11,image_stim_p.png,Wednesday,554.719197057886,female,551.0086408061907,31,fireworks,0.6857091621495783,180,b
2,21,565.4053460396826,5.27,2019102307,565.3225376990158,42,0.6030163101386279,25,0.697645568754524,561.7052623745985,0.17918122123944408,336,57,faceWord_exp,562.7056351467036,1,neu,13,image_stim_p.png,Wednesday,564.7195213888772,female,561.007616805844,41,verb,0.6858246508054435,180,b
2,21,575.405835583806,7.0,2019102307,575.2727161613293,42,0.5530738299712539,25,0.697232375619933,571.7056454122066,-2.461915733068042,336,58,faceWord_exp,572.7060278083663,1,pos,11,image_stim_p.png,Wednesday,574.719642331358,female,571.0084130365867,31,embrace,0.6861932524479926,180,b
2,22,585.4062859900296,4.29,2019102307,585.2566503891721,42,0.5361476663965732,25,0.6974912630394101,581.70617120713,2.351878020671037,336,59,faceWord_exp,582.7065256934147,1,neg,12,image_stim_n.png,Wednesday,584.7205027227756,female,581.0086799440905,32,tired,0.6857832672540098,180,y
2,22,595.4067485868,4.54,2019102307,595.357096753316,42,0.6362048976588994,25,0.6974838844034821,591.7065802298021,0.6502198887451732,336,60,faceWord_exp,592.7069273376837,1,neg,12,image_stim_n.png,Wednesday,594.7208918556571,female,591.0090963453986,32,office,0.6858567311428487,180,y
