rt,onset_img,response,img,word_trigger,condition,age,delay_frames_after,correct_resp,duration_frames,offset_word,pause_trigger,word_score_pc,img_trigger,onset_word,no,word_score_warriner,duration_measured_word,pause_trigger_t,ID,session,duration_measured_img,delay_frames_before,gender,scan day,offset_img,word,key_t,word_label
0.5030716806650162,307.29630378168076,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,301.68190188216977,32,-0.3663992490442602,22,300.9854038225021,31,3.36,0.6964980596676469,302.68232245370746,2019102205,4,0.6859189667738974,336,female,Tuesday,307.98222274845466,expensive,307.7993754623458,neg
0.7857859621290118,314.69734786450863,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,311.68237057398073,31,-1.301667818567906,21,310.98513274476863,32,6.71,0.6972378292120993,312.6827285892796,2019102205,4,0.6851913873106241,180,female,Tuesday,315.38253925181925,bicycle,315.48313382663764,pos
0.5359423530753702,324.6974296690896,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,321.68285883497447,41,-0.4066038871991289,21,320.98561362712644,33,5.79,0.6972452078480273,322.6832165294327,2019102205,4,0.6855920690577477,180,female,Tuesday,325.38302173814736,baseball,325.233372022165,neu
0.6687358405906707,334.6984273637645,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,331.68329095537774,42,-2.547043884761341,22,330.98598992824554,34,5.85,0.6973010271321982,332.6836473667063,2019102205,4,0.6850194374565035,180,female,Tuesday,335.383446801221,circus,335.36716320435517,neu
0.5692874919623137,347.29845155216753,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,341.68377889553085,31,-1.5082836116280287,21,340.98636398348026,35,6.17,0.6974149120505899,342.6841163793579,2019102205,4,0.6856369816232473,336,female,Tuesday,347.9840885337908,kitchen,347.86773904412985,pos
0.7022173202130944,357.2994909512345,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,351.68429474532604,31,-2.93465986085152,21,350.9869789611548,36,6.84,0.6973157841712236,352.68456582329236,2019102205,4,0.6850062843877822,336,female,Tuesday,357.98449723562226,festival,358.00170827144757,pos
0.5687106896657497,367.2999176180456,y,image_stim_n.png,13,faceWord_exp,25,180,1,42,361.6847791566979,42,-0.29144085929118746,22,360.9871323045809,37,5.9,0.6976468521170318,362.6851467958186,2019102205,4,0.6851297933608294,336,female,Tuesday,367.9850474114064,hand,367.86862830771133,neu
0.6687403316609561,374.7004160163924,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,371.6851192070171,31,-2.303583541830637,21,370.9875586507842,38,6.68,0.6975605562329292,372.6855320793111,2019102205,4,0.6848795674741268,180,female,Tuesday,375.38529558386654,wonder,375.36915634805337,pos
0.6854214025661349,387.301081167534,b,image_stim_p.png,13,faceWord_exp,25,180,1,42,381.6856543049216,41,0.6669259665908855,21,380.98876390443183,39,5.38,0.6968904004897922,382.6859674078878,2019102205,4,0.6848349762149155,336,female,Tuesday,387.9859161437489,businessman,387.98650257010013,neu
0.6518940478563309,394.70130335516296,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,391.6860655732453,31,-2.8305869761860607,21,390.98888420523144,40,6.67,0.6971813680138439,392.68638445064425,2019102205,4,0.6849154974333942,180,female,Tuesday,395.38621885259636,gratitude,395.3531974030193,pos
0.5851585373748094,404.70192154077813,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,401.6865041097626,31,-2.30162279277581,21,400.9892736589536,41,7.05,0.6972304508090019,402.6869464961346,2019102205,4,0.6847711366135627,180,female,Tuesday,405.3866926773917,heroism,405.28708007815294,pos
0.48532330128364265,417.3023736793548,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,411.68701290199533,32,2.8496222967354625,22,410.9894664611202,42,3.78,0.6975464408751577,412.68731734342873,2019102205,4,0.6849382745567709,336,female,Tuesday,417.98731195391156,empty,417.78769698063843,neg
0.6687143468298018,427.3026085065212,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,421.6874661955517,31,-1.7294291477603156,21,420.9898774086032,43,7.0,0.6975887869484723,422.68780560418963,2019102205,4,0.6850835978984833,336,female,Tuesday,427.9876921044197,dog,427.971322853351,pos
0.7025230450090021,434.702637571143,y,image_stim_n.png,13,faceWord_exp,25,336,1,42,431.68788067181595,42,0.4395766978022416,22,430.9902716744691,44,5.67,0.6976089973468333,432.68828199547715,2019102205,4,0.6854849213268608,180,female,Tuesday,435.38812249246985,red,435.405160616152,neu
0.6860668563749641,444.7031675365288,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,441.68834358942695,31,-1.17416436554964,21,440.9907403665129,45,7.23,0.6976032229140401,442.6887198903132,2019102205,4,0.6854425752535462,180,female,Tuesday,445.3886101117823,bay,445.38923439290375,pos
0.6353204459883273,457.30414162017405,b,image_stim_p.png,11,faceWord_exp,25,180,1,42,451.68882735911757,31,-2.411716547027706,21,450.9913951237686,46,7.3,0.6974322353489697,452.6892161713913,2019102205,4,0.6849546353332698,336,female,Tuesday,457.9890962555073,flower,457.9394620661624,pos
0.6856899138074368,464.70424126135185,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,461.689261083724,31,-1.2094761189992442,21,460.99191482318565,47,6.73,0.6973462605383247,462.6896441213321,2019102205,4,0.6852045401465148,180,female,Tuesday,465.38944580149837,parent,465.3899311751593,pos
0.6019361694343388,474.7050397377461,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,471.6897146978881,41,-0.7774272008663468,21,470.99223273806274,48,5.43,0.6974819598253816,472.6901487431023,2019102205,4,0.684849091572687,180,female,Tuesday,475.3898888293188,theme,475.30697590718046,neu
0.6019903847482055,484.7054141140543,b,image_stim_p.png,13,faceWord_exp,25,336,1,42,481.6901747281663,41,-0.6996261236875504,21,480.9928698511794,49,5.67,0.697304876986891,482.69047467806377,2019102205,4,0.684930254239589,180,female,Tuesday,485.3903443682939,bell,485.3074044988025,neu
0.7690513175912201,497.30582743533887,y,image_stim_n.png,13,faceWord_exp,25,180,1,42,491.6906405328773,42,0.18094025084207666,22,490.9936445883941,50,5.3,0.6969959444832057,492.69101490895264,2019102205,4,0.6851082995999604,336,female,Tuesday,497.99093573493883,journalist,498.0748787529301,neu
0.6021119689103216,504.7062366507016,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,501.6910992800258,32,0.42679466080263373,22,500.9951026341878,51,4.75,0.6959966458380222,502.6914495958481,2019102205,4,0.6850454222876579,180,female,Tuesday,505.39128207298927,zone,505.30834861961193,neg
0.485034579411149,517.3073249398731,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,511.6915888241492,32,2.6978270877422883,22,510.9941527391784,52,3.02,0.6974360849708319,512.6919776361901,2019102205,4,0.6845180236268789,336,female,Tuesday,517.9918429635,scream,517.7923595192842,neg
0.568879752419889,527.307189240586,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,521.6920398718212,32,2.0765857872261098,22,520.994595766766,53,3.52,0.6974441050551832,522.6924068694934,2019102205,4,0.6851227357983589,336,female,Tuesday,527.9923119763844,court,527.8760689930059,neg
0.46868746378459036,534.7076395184267,y,image_stim_n.png,12,faceWord_exp,25,336,1,42,531.6924735964276,32,2.8314410724962364,22,530.9951019927394,54,3.57,0.6973716036882252,532.692843160592,2019102205,4,0.6850739738438278,180,female,Tuesday,535.3927134922706,denial,535.1763269822113,neg
0.6356030728202313,544.7079288819805,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,541.6929608948994,31,-1.5215329943370883,21,540.9954442884773,55,6.52,0.6975166064221412,542.6933580480982,2019102205,4,0.6852253924589604,180,female,Tuesday,545.3931542744394,bread,545.3435319548007,pos
0.5189565203618258,554.7084120102227,b,image_stim_n.png,13,faceWord_exp,25,336,0,42,551.693393656984,42,-0.5273916336755435,22,550.996344459476,56,5.83,0.6970491975080222,552.6937629003078,2019102205,4,0.6851775927934796,180,female,Tuesday,555.3935896030162,scientist,555.2273685305845,neu
0.7688386256340891,567.3091403592844,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,561.6938735770527,32,3.1835494020570807,22,560.9969713068567,57,3.17,0.6969022701960057,562.6942165144719,2019102205,4,0.6849944149143994,336,female,Tuesday,567.9941347741988,explosion,568.0779789849184,neg
0.7519807929638773,574.7097638703417,b,image_stim_p.png,11,faceWord_exp,25,336,1,42,571.6943089056294,31,-1.2316584124512135,21,570.9968763494398,58,6.35,0.6974325561895967,572.6946973970626,2019102205,4,0.6846995977684855,180,female,Tuesday,575.3944634681102,banjo,575.4617446633056,pos
0.48543750680983067,587.3099789361004,y,image_stim_n.png,12,faceWord_exp,25,180,1,42,581.6948433620855,32,3.9974740190684885,22,580.997549392283,59,2.55,0.6972939698025584,582.6951805250719,2019102205,4,0.6850861643906683,336,female,Tuesday,587.995065100491,accident,587.7954164429102,neg
0.6855692921672016,597.3105878187343,b,image_stim_p.png,13,faceWord_exp,25,180,1,42,591.6952552718576,41,0.3545861367636661,21,590.9975708860438,60,5.09,0.6976843858137727,592.6956338183954,2019102205,4,0.6849908859003335,336,female,Tuesday,597.9955787046347,put,597.9961571109015,neu
