onset_img,img_trigger,onset_word,offset_word,duration_frames,duration_measured_img,correct_resp,word_trigger,ID,word,delay_frames_after,rt,delay_frames_before,word_score_warriner,img,key_t,offset_img,word_label,no,pause_trigger,word_score_pc,pause_trigger_t,duration_measured_word,scan day,condition,age,session,response,gender
218.97364039999957,21,212.61560090000057,213.29357280000113,42,0.6820857000020624,1,13,gr1nr2,church,180,0.33495530000072904,336,5.21,image_stim_p.png,219.3085957000003,219.65572610000163,neu,22,41,0.4070035035588155,214.2940144000022,0.6779719000005571,Monday,faceWord_exp,25,6,b,female
229.01856269999917,21,222.6767433999994,223.3688886000018,42,0.6782837999999174,1,13,gr1nr2,medicine,180,0.39663190000283066,336,5.9,image_stim_p.png,229.415194600002,229.69684649999908,neu,23,41,0.597486551423763,224.3731403999991,0.6921452000024146,Monday,faceWord_exp,25,6,b,female
236.4400999999998,22,232.71332320000147,233.39629219999915,42,0.6863107000026503,1,12,gr1nr2,old,336,0.3557207000012568,180,3.19,image_stim_n.png,236.79582070000106,237.12641070000245,neg,24,32,1.5556418242275696,234.39352209999925,0.6829689999976836,Monday,faceWord_exp,25,6,y,female
246.5054287999992,22,242.74248960000114,243.43534910000017,42,0.6803632000010111,1,12,gr1nr2,rake,336,0.4119313000010152,180,4.75,image_stim_n.png,246.91736010000022,247.18579200000022,neg,25,32,0.5993691927879942,244.43567430000257,0.692859499999031,Monday,faceWord_exp,25,6,y,female
259.16329029999906,21,252.80890210000143,253.49546829999963,42,0.678371200003312,1,13,gr1nr2,quantity,180,0.5317754000025161,336,5.33,image_stim_p.png,259.6950657000016,259.8416615000024,neu,26,41,-0.1985745460766808,254.49883590000172,0.6865661999981967,Monday,faceWord_exp,25,6,b,female
266.622669700002,21,262.87157920000027,263.55114200000025,42,0.6784659999975702,1,11,gr1nr2,chocolate,336,0.3150623999972595,180,7.63,image_stim_p.png,266.93773209999927,267.3011356999996,pos,27,31,-2.539279812815429,264.5563733000017,0.6795627999999851,Monday,faceWord_exp,25,6,b,female
279.2954957000002,21,272.9032608000016,273.596676000001,42,0.6788457000002381,1,11,gr1nr2,home,180,0.2670309000022826,336,7.48,image_stim_p.png,279.56252660000246,279.9743414000004,pos,28,31,-2.2232275900644445,274.5983226000026,0.6934151999994356,Monday,faceWord_exp,25,6,b,female
289.31724170000234,22,282.9762570999992,283.66800670000157,42,0.6786910999981046,1,13,gr1nr2,chair,180,0.6127328999973543,336,5.89,image_stim_n.png,289.9299745999997,289.99593280000045,neu,29,42,-0.4928774877246448,284.66765719999967,0.6917496000023675,Monday,faceWord_exp,25,6,y,female
299.37636399999974,22,293.0016518000011,293.6930758000017,42,0.6820208999997703,0,13,gr1nr2,advice,180,0.30117389999941224,336,5.78,image_stim_n.png,299.67753789999915,300.0583848999995,neu,30,42,-0.30581232848456497,294.695811900001,0.691424000000552,Monday,faceWord_exp,25,6,b,female
306.8432027000017,21,303.0739684,303.75692400000116,42,0.69157450000057,1,13,gr1nr2,bugle,336,0.6781100999978662,180,5.05,image_stim_p.png,307.5213127999996,307.5347772000023,neu,31,41,-0.441124933220443,304.7562456000014,0.6829556000011507,Monday,faceWord_exp,25,6,b,female
316.8865031000023,21,313.15189830000236,313.8466938999991,42,0.6904003999989072,1,11,gr1nr2,river,336,0.37842579999778536,180,6.72,image_stim_p.png,317.2649289000001,317.5769035000012,pos,32,31,-1.8284590275958619,314.84813900000154,0.6947955999967235,Monday,faceWord_exp,25,6,b,female
329.5536229999998,22,323.1921489000015,323.8889612000021,42,0.6782382000019425,1,12,gr1nr2,protest,180,0.5477950999993482,336,4.42,image_stim_n.png,330.10141809999914,330.23186120000173,neg,33,32,1.346131993343653,324.88654790000146,0.6968123000006017,Monday,faceWord_exp,25,6,y,female
339.59360410000227,22,333.25695930000074,333.94610920000196,42,0.6805763999982446,1,12,gr1nr2,law,180,0.6670612999987497,336,4.55,image_stim_n.png,340.260665400001,340.2741805000005,neg,34,32,0.7240429444440241,334.9442366000003,0.6891499000012118,Monday,faceWord_exp,25,6,y,female
349.63978710000083,22,343.29061999999976,343.9693791999998,42,0.6915727999985393,1,12,gr1nr2,funeral,180,0.44604400000025635,336,2.07,image_stim_n.png,350.0858311000011,350.33135989999937,neg,35,32,4.494524106175375,344.97071399999913,0.6787592000000586,Monday,faceWord_exp,25,6,y,female
357.08748750000086,21,353.34778989999904,354.0298806999999,42,0.6893855000016629,1,11,gr1nr2,elm,336,0.44288009999945643,180,6.32,image_stim_p.png,357.5303676000003,357.7768730000025,pos,36,31,-1.1812540207039297,355.0315363000009,0.6820908000008785,Monday,faceWord_exp,25,6,b,female
367.15636520000044,21,363.3921083999994,364.0882058999996,42,0.6787696999999753,1,11,gr1nr2,hygiene,336,0.41549619999932474,180,6.38,image_stim_p.png,367.57186139999976,367.8351349000004,pos,37,31,-1.613773182399739,365.08972730000096,0.6960975000001781,Monday,faceWord_exp,25,6,b,female
377.2031974999991,21,373.44960210000136,374.1454322999998,42,0.6913192000029085,1,11,gr1nr2,read,336,0.4264985000008892,180,6.73,image_stim_p.png,377.62969599999997,377.894516700002,pos,38,31,-1.87678309604286,375.1481423000005,0.6958301999984542,Monday,faceWord_exp,25,6,b,female
387.267362999999,21,383.5122264999991,384.2053913000018,42,0.6818389000000025,1,11,gr1nr2,chipmunk,336,0.5021710000000894,180,7.33,image_stim_p.png,387.7695339999991,387.949201899999,pos,39,31,-1.071197614358652,385.20732000000135,0.6931648000027053,Monday,faceWord_exp,25,6,b,female
399.9274712000006,22,393.57398119999925,394.26353590000144,42,0.6812160000008589,1,12,gr1nr2,politician,180,0.3500640000020212,336,3.25,image_stim_n.png,400.2775352000026,400.60868720000144,neg,40,32,1.7380634654586231,395.26583670000036,0.6895547000021907,Monday,faceWord_exp,25,6,y,female
407.3768263999991,22,403.63138009999966,404.3234431000019,42,0.6919295000006969,0,13,gr1nr2,table,336,0.4102777000007336,180,5.49,image_stim_n.png,407.78710409999985,408.0687558999998,neu,41,42,0.1576901893660491,405.31887740000093,0.6920630000022356,Monday,faceWord_exp,25,6,b,female
417.45488300000216,22,413.6983403000013,414.37793090000196,42,0.6897414999984903,1,13,gr1nr2,analogy,336,0.6417253999970853,180,5.24,image_stim_n.png,418.09660839999924,418.14462450000065,neu,42,42,0.06851316647377265,415.37804920000053,0.6795906000006653,Monday,faceWord_exp,25,6,y,female
427.51256830000057,22,423.75986620000185,424.45320130000255,42,0.6899526000015612,1,12,gr1nr2,gunshot,336,0.4118226999999024,180,2.79,image_stim_n.png,427.92439100000047,428.2025209000021,neg,43,32,3.2726955917764444,425.4534872000004,0.6933351000006951,Monday,faceWord_exp,25,6,y,female
437.5787440000022,22,433.81861500000014,434.5137558999995,42,0.6825156999984756,1,12,gr1nr2,crow,336,0.4174929999971937,180,4.32,image_stim_n.png,437.9962369999994,438.26125970000066,neg,44,32,0.8985553834191027,435.514893800002,0.6951408999993873,Monday,faceWord_exp,25,6,y,female
447.6283359000008,22,443.87291090000144,444.5533221000005,42,0.6872790000015812,1,13,gr1nr2,big,336,0.4216363999985333,180,5.64,image_stim_n.png,448.04997229999935,448.3156149000024,neu,45,42,0.6345811289687322,445.5544880000016,0.680411199999071,Monday,faceWord_exp,25,6,y,female
457.71142899999904,21,453.9344942000025,454.631163500002,42,0.6806546000007074,1,11,gr1nr2,blueberry,336,0.5322935000003781,180,7.11,image_stim_p.png,458.2437224999994,458.39208359999975,pos,46,31,-1.4048581699918157,455.63273010000194,0.6966692999994848,Monday,faceWord_exp,25,6,b,female
467.7821932000006,22,464.00600680000207,464.6890134000023,42,0.6896162000011827,1,12,gr1nr2,judge,336,0.5410594999993918,180,3.89,image_stim_n.png,468.3232527,468.4718094000018,neg,47,32,1.421533554407035,465.68586180000057,0.6830066000002262,Monday,faceWord_exp,25,6,y,female
480.43791280000005,22,474.0813240000025,474.76427160000094,42,0.6854631000023801,1,12,gr1nr2,guilt,180,0.33998179999980493,336,2.29,image_stim_n.png,480.77789459999985,481.12337590000243,neg,48,32,4.2219398121868315,475.761834500001,0.6829475999984425,Monday,faceWord_exp,25,6,y,female
487.93669170000067,22,484.1522139000008,484.838788699999,42,0.6845683999999892,1,12,gr1nr2,prison,336,0.4373325000015029,180,1.94,image_stim_n.png,488.37402420000217,488.62126010000065,neg,49,32,3.587794463102913,485.84085440000126,0.6865747999981977,Monday,faceWord_exp,25,6,y,female
498.0115912000001,22,494.23879880000095,494.928631499999,42,0.6836519999997108,1,13,gr1nr2,scooter,336,0.48697050000191666,180,5.42,image_stim_n.png,498.498561700002,498.6952431999998,neu,50,42,-0.9209473384247756,495.9330277000008,0.6898326999980782,Monday,faceWord_exp,25,6,y,female
508.07292040000175,21,504.3141977000014,505.0086854000001,42,0.6775444999984757,1,11,gr1nr2,handshake,336,0.34421429999929387,180,6.21,image_stim_p.png,508.41713470000104,508.7504649000002,pos,51,31,-1.283661754694624,506.00618810000014,0.6944876999987173,Monday,faceWord_exp,25,6,b,female
518.0991357999992,22,514.3545051000001,515.045522299999,42,0.6788284000031126,1,12,gr1nr2,sin,336,0.3305742000011378,180,3.08,image_stim_n.png,518.4297100000003,518.7779642000023,neg,52,32,3.1738538072533196,516.0481266000024,0.6910171999988961,Monday,faceWord_exp,25,6,y,female
528.1396249999998,21,524.3965433000012,525.0869665999999,42,0.6800653000027523,1,13,gr1nr2,satire,336,0.38383880000037607,180,5.81,image_stim_p.png,528.5234638000002,528.8196903000025,neu,53,41,-0.9476055713690849,526.0868351999998,0.6904232999986561,Monday,faceWord_exp,25,6,b,female
540.7598173000006,21,534.4333473000006,535.1117865000015,42,0.6825262999991537,1,11,gr1nr2,girl,180,0.4178910000009637,336,7.15,image_stim_p.png,541.1777083000015,541.4423435999997,pos,54,31,-1.313583728320736,536.112455800001,0.6784392000008665,Monday,faceWord_exp,25,6,b,female
550.8458988999992,21,544.4610967000008,545.1559723999999,42,0.6881932000032975,1,13,gr1nr2,prairie,180,0.5923811000029673,336,5.33,image_stim_p.png,551.4382800000021,551.5340921000025,neu,55,41,-1.1818642926883074,546.1574218000023,0.6948756999991019,Monday,faceWord_exp,25,6,b,female
558.3190418000013,21,554.5664486999995,555.2472474000024,42,0.693187000000762,1,13,gr1nr2,soccer,336,1.8276398999987578,180,5.84,image_stim_p.png,560.1466817,559.012228800002,neu,56,41,-0.6912617476649511,556.2492648000007,0.6807987000029243,Monday,faceWord_exp,25,6,b,female
568.3228041000002,22,564.6163653000003,565.3069352999992,42,0.6768732000018645,1,13,gr1nr2,comb,336,0.49461320000045816,180,5.65,image_stim_n.png,568.8174173000007,568.9996773000021,neu,57,42,-0.15774590184623308,566.3089218000023,0.6905699999988428,Monday,faceWord_exp,25,6,y,female
578.3733692999995,21,574.6209076000014,575.3131420999998,42,0.6877335000026505,1,11,gr1nr2,dinner,336,0.34030669999992824,180,6.4,image_stim_p.png,578.7136759999994,579.0611028000021,pos,58,31,-2.2453726125286497,576.3165259000016,0.6922344999984489,Monday,faceWord_exp,25,6,b,female
588.4483290000026,22,584.6764227999993,585.3707284000011,42,0.687807199999952,1,12,gr1nr2,fee,336,0.4266652999976941,180,2.86,image_stim_n.png,588.8749943000003,589.1361362000025,neg,59,32,2.6698720582687456,586.3755383000025,0.694305600001826,Monday,faceWord_exp,25,6,y,female
598.4647627000013,22,594.7359324999998,595.427649600002,42,0.6773964999993041,1,13,gr1nr2,accordion,336,0.594089599999279,180,5.26,image_stim_n.png,599.0588523000006,599.1421592000006,neu,60,42,-0.8574934623041074,596.427666800002,0.691717100002279,Monday,faceWord_exp,25,6,y,female
