word_trigger,session,offset_word,rt,age,onset_img,word_label,scan day,img_trigger,duration_measured_img,no,gender,word,duration_measured_word,pause_trigger_t,delay_frames_after,correct_resp,key_t,offset_img,word_score_warriner,word_score_pc,onset_word,duration_frames,response,condition,delay_frames_before,pause_trigger,ID,img
11,5,101.67953628685791,0.502145845675841,25,104.69459602341522,pos,Monday,21,0.6850957883289084,11,female,bed,0.6977039547637105,102.67996038740966,336,1,105.19674186909106,105.37969181174412,7.16,-1.962809513975644,100.9818323320942,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
11,5,111.6799976003822,0.4195364023325965,25,114.69434034416918,pos,Monday,21,0.6858711671084166,12,female,friendly,0.6962526458082721,112.68042362562846,336,1,115.11387674650177,115.3802115112776,7.84,-2.9544920916265727,110.98374495457392,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
12,5,121.68044255301356,0.4862754420610145,25,127.29490925464779,neg,Monday,22,0.6857861545868218,13,female,curse,0.6974062504014,122.68082976120058,180,1,127.7811846967088,127.98069540923461,2.9,3.659937177091274,120.98303630261216,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
11,5,131.680867936695,0.7024620923912153,25,134.69582341250498,pos,Monday,21,0.6853004600852728,14,female,awe,0.6969173479592428,132.6811890596291,336,1,135.3982855048962,135.38112387259025,6.85,-2.1428059827362134,130.98395058873575,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
13,5,141.68132411735132,0.6690338659100235,25,144.69629306683782,neu,Monday,22,0.6852099939715117,15,female,corn,0.6975352128501981,142.68180050852243,336,1,145.36532693274785,145.38150306080934,5.95,-1.235914274808286,140.98378890450113,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
11,5,151.68178222281858,0.5359840574674308,25,154.69634599925485,pos,Monday,21,0.6856552673270926,16,female,tangerine,0.6970575384330004,152.6821136114886,336,1,155.23233005672228,155.38200126658194,6.81,-1.178487968131687,150.98472468438558,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
12,5,161.68225316039752,0.4520387939410284,25,164.69739855115768,neg,Monday,22,0.6850422143470496,17,female,mosquito,0.6957499488489702,162.6826089299284,336,1,165.1494373450987,165.38244076550473,3.12,2.9843905620469613,160.98650321154855,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
11,5,171.68273564684205,0.7196019102120772,25,174.69714415504131,pos,Monday,21,0.6857511871494353,18,female,book,0.6975563857704401,172.68304233369417,336,0,175.4167460652534,175.38289534219075,7.05,-1.1429809241505904,170.9851792610716,42,y,faceWord_exp,180,31,2019102103,image_stim_p.png
11,5,181.68319407314993,0.868776839110069,25,184.69838726334274,pos,Monday,21,0.6849828660488129,19,female,morning,0.6972869120072573,182.68348151189275,336,1,185.5671641024528,185.38337012939155,6.41,-1.211925852261804,180.98590716114268,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
12,5,191.6836332512321,0.40264616860076785,25,197.29831392806955,neg,Monday,22,0.6856222245842218,20,female,ambulance,0.697185538476333,192.68405029410496,180,1,197.70096009667031,197.98393615265377,3.71,2.2468136409924253,190.98644771275576,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,201.68409167753998,0.6518982184352353,25,204.6994693290908,neu,Monday,22,0.6847948759095743,21,female,company,0.6972025409340858,202.684528610087,336,1,205.35136754752602,205.38426420500036,5.64,0.4587040848007746,200.9868891366059,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
13,5,211.68458378803916,0.6029280895600095,25,214.6991061810404,neu,Monday,22,0.6856241495115682,22,female,newspaper,0.6972057489911094,212.68503483594395,336,1,215.30203427060042,215.38473033055197,5.11,0.3309936143559913,210.98737803904805,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
13,5,221.68500371812843,0.5690398326842114,25,224.69983953482006,neu,Monday,22,0.6853325403062627,23,female,engineer,0.6970283454284072,222.68535980849992,336,1,225.26887936750427,225.38517207512632,5.79,-0.41434578466507305,220.98797537270002,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
13,5,231.6854823549511,0.8195648253895342,25,237.3000982296653,neu,Monday,22,0.6856632872950286,24,female,apricot,0.6972541902214289,232.6858297836734,180,1,238.11966305505484,237.98576151696034,5.95,-1.2450836009557775,230.98822816472966,42,y,faceWord_exp,336,42,2019102103,image_stim_n.png
12,5,241.68594334763475,0.61885559593793,25,244.7009113348322,neg,Monday,22,0.6851878585293889,25,female,banker,0.6973565260414034,242.68626286659855,336,1,245.31976693077013,245.3860991933616,4.89,0.8708146708303101,240.98858682159334,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
11,5,251.68638541304972,0.3693693607347086,25,254.70085455279332,pos,Monday,21,0.6856895930832252,26,female,peaceful,0.6973058393923566,252.68679828534368,336,1,255.07022391352803,255.38654414587654,8.0,-2.641671297166366,250.98907957365736,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
12,5,261.6868746363325,0.6019951968919486,25,267.3021747820312,neg,Monday,22,0.684956239303574,27,female,dictation,0.6969965860480443,262.6872512580594,180,1,267.90416997892316,267.9871310213348,4.26,0.7498341013103271,260.98987805028446,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,271.687298095203,0.6855766708031297,25,274.70244765630923,neu,Monday,21,0.6850329111330211,28,female,dime,0.6975679347524419,272.68777961924206,336,1,275.38802432711236,275.38748056744225,5.58,-0.8220066925000616,270.98973016045056,42,b,faceWord_exp,180,41,2019102103,image_stim_p.png
11,5,281.68778860161547,0.4852491959463805,25,287.30317343911156,pos,Monday,21,0.6849084398709238,29,female,theater,0.6971826512599364,282.6881674689939,180,1,287.78842263505794,287.9880818789825,6.14,-1.8816288507581482,280.99060595035553,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
12,5,291.6882374038687,0.686078084516339,25,297.3030085468199,neg,Monday,22,0.6855368913384154,30,female,hierarchy,0.6970629920251667,292.6885960607324,180,1,297.98908663133625,297.9885454381583,4.95,1.0236166268558873,290.99117441184353,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,301.6886756196618,0.6865345860132948,25,304.7028781728586,neu,Monday,21,0.686020981753245,31,female,desk,0.6975432329345495,302.6890933039831,336,1,305.3894127588719,305.38889915461186,5.56,0.16108323717668446,300.99113238672726,42,b,faceWord_exp,180,41,2019102103,image_stim_p.png
12,5,311.6891385371564,0.5519131678156555,25,314.7045498728985,neg,Monday,22,0.6847682492807508,32,female,screech,0.6971958042122424,312.6894683217397,336,1,315.25646304071415,315.38931812217925,3.5,2.424733943851676,310.99194273294415,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
13,5,321.6896056251135,0.5520344310207292,25,327.3049455502769,neu,Monday,22,0.6850024348823354,33,female,rum,0.6975496489321813,322.69000951503403,180,1,327.8569799812976,327.98994798515923,5.57,-1.1343736111597311,320.9920559761813,42,y,faceWord_exp,336,42,2019102103,image_stim_n.png
13,5,331.69009484839626,0.6182595456484705,25,334.70568070048466,neu,Monday,21,0.6845677479868755,34,female,umbrella,0.6973886062623933,332.69047307409346,336,1,335.32394024613313,335.39024844847154,5.84,0.002541127499528235,330.99270624213386,42,b,faceWord_exp,180,41,2019102103,image_stim_p.png
12,5,341.6905013046926,0.45232462871354073,25,347.3056108938763,neg,Monday,22,0.6852353373542428,35,female,riot,0.697369999717921,342.6909802623559,180,1,347.75793552258983,347.99084623123053,3.15,3.227422121163128,340.99313130497467,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,351.690976412734,0.5845374641939998,25,357.30706605257,neu,Monday,21,0.6842222439590842,36,female,clue,0.6975153231760487,352.6913539968664,180,1,357.891603516764,357.9912882965291,5.38,0.07992973296861662,350.99346108955797,42,b,faceWord_exp,336,41,2019102103,image_stim_p.png
12,5,361.69144125503954,0.6185781022068113,25,367.3068520774832,neg,Monday,22,0.6848866252694279,37,female,cab,0.6977007468231022,362.69182814238593,180,1,367.92543017969,367.9917387027526,4.81,0.1828236131989572,360.99374050821643,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
11,5,371.6919128341833,0.5195131121436134,25,377.3064873254625,pos,Monday,21,0.6857171821175143,38,female,spring,0.6974238944239914,372.692309666425,180,1,377.8260004376061,377.99220450758,7.64,-2.625984580876632,370.9944889397593,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
11,5,381.69239532062784,0.6854008710943162,25,387.30791361187585,pos,Monday,21,0.6847711364971474,39,female,wit,0.697658400866203,382.6927360125119,180,1,387.99331448297016,387.992684748373,7.25,-1.2397352233188434,380.99473691976164,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
12,5,391.6928325740155,0.4190827881684527,25,394.7076812227024,neg,Monday,22,0.6852946856524795,40,female,army,0.6974101000232622,392.69337408803403,336,1,395.12676401087083,395.39297590835486,4.65,1.399169263323496,390.9954224739922,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
12,5,401.6932903586421,0.4689152331557125,25,404.7082092631608,neg,Monday,22,0.6852411116706207,41,female,grief,0.6976673833560199,402.6936945694033,336,1,405.17712449631654,405.39345037483145,2.33,4.735833249102137,400.9956229752861,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
13,5,411.6937564841937,0.6025678288424388,25,414.7084768121131,neu,Monday,22,0.6854348762426525,42,female,carrot,0.6974267816403881,412.69410423375666,336,1,415.3110446409555,415.39391168835573,5.79,-0.32385553549685003,410.99632970255334,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
13,5,421.69422742177267,0.651703491457738,25,424.70976162480656,neu,Monday,21,0.6846036777133122,43,female,stapler,0.6970264206174761,422.6946922640782,336,1,425.3614651162643,425.3943653025199,5.25,0.19443075193465506,420.9972010011552,42,b,faceWord_exp,180,41,2019102103,image_stim_p.png
11,5,431.69464638945647,0.48586609854828566,25,437.30943613883574,pos,Monday,21,0.6855285505298525,44,female,water,0.6973767366725951,432.6950252567185,180,1,437.795302237384,437.9949646893656,7.0,-1.2320142343270626,430.99726965278387,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
13,5,441.69511668535415,0.735410078195855,25,444.71040932426695,neu,Monday,21,0.6848757180850953,45,female,editor,0.6972955736564472,442.6955497682793,336,1,445.4458194024628,445.39528504235204,5.43,0.14106522732466809,440.9978211116977,42,b,faceWord_exp,180,41,2019102103,image_stim_p.png
12,5,451.69560430466663,0.3696657818509266,25,454.7097516799113,neg,Monday,22,0.6860970117850229,46,female,dangerous,0.6972564357565716,452.69593152287416,336,1,455.0794174617622,455.3958486916963,2.33,3.17672342877373,450.99834786891006,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
12,5,461.69621703680605,0.48563287523575127,25,467.31107287155464,neg,Monday,22,0.6852478485088795,47,female,ant,0.6979346115840599,462.6963617185829,180,1,467.7967057467904,467.9963207200635,3.9,1.5300907112092572,460.998282425222,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,471.69649132259656,0.5855726927984506,25,474.7115045428509,neu,Monday,22,0.6852196180261672,48,female,hairbrush,0.6970232125604525,472.6967627212871,336,1,475.29707723564934,475.39672416087706,5.95,-0.4963231956276321,470.9994681100361,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
11,5,481.69695424009115,1.0016922313952819,25,484.7126340873074,pos,Monday,21,0.6845010210527107,49,female,applause,0.6973619796335697,482.6973417691188,336,1,485.71432631870266,485.3971351083601,7.12,-2.3591802685249372,480.9995922604576,42,b,faceWord_exp,180,31,2019102103,image_stim_p.png
13,5,491.69741427048575,0.45183765096589923,25,497.31293961929623,neu,Monday,21,0.6847608708776534,50,female,mandolin,0.697200937080197,492.6977655488299,180,1,497.76477727026213,497.9977004901739,5.7,-1.4097678477610591,491.00021333340555,42,b,faceWord_exp,336,41,2019102103,image_stim_p.png
12,5,501.6978807167616,0.45187390164937824,25,507.31331624102313,neg,Monday,22,0.6849154974333942,51,female,jealousy,0.6952822192106396,502.6982871730579,180,1,507.7651901426725,507.9982317384565,2.58,3.693241029119933,501.00259849755093,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
13,5,511.69833625585306,0.518731638090685,25,517.313577694702,neu,Monday,22,0.6850364400306717,52,female,arm,0.6976956139551476,512.6988867523614,180,1,517.8323093327926,517.9986141347326,5.44,-0.2527650722021685,511.0006406418979,42,y,faceWord_exp,336,42,2019102103,image_stim_n.png
12,5,521.6988014189992,0.4358568914467469,25,527.313578977948,neg,Monday,22,0.6855025654658675,53,female,vice,0.6975474033970386,522.6991469229106,180,1,527.7494358693948,527.9990815434139,3.81,2.1399531488678094,521.0012540156022,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
12,5,531.6992396346759,0.5861587984254584,25,534.7137424587272,neg,Monday,22,0.6856806107098237,54,female,election,0.697183292824775,532.6996576399542,336,1,535.2999012571527,535.399423069437,4.5,0.5712560851538326,531.0020563418511,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
12,5,541.6996977402596,0.41974556539207697,25,547.3138907976681,neg,Monday,22,0.6861348665552214,55,female,dead,0.6975705011282116,542.7000833443599,180,1,547.7336363630602,548.0000256642234,2.02,4.0294120701769724,541.0021272391314,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
11,5,551.7001892090775,0.6361830830574036,25,557.3147178256186,pos,Monday,21,0.6857434879057109,56,female,intellect,0.6972795334877446,552.7005096904468,180,1,557.950900908676,558.0004613135243,6.62,-2.249771083793789,551.0029096755898,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
11,5,561.7006145927589,0.5023902968969196,25,567.315548061626,pos,Monday,21,0.6853883599396795,57,female,tulip,0.6974441050551832,562.7009953849483,180,1,567.817938358523,568.0009364215657,7.25,-2.547338598571031,561.0031704877038,42,b,faceWord_exp,336,31,2019102103,image_stim_p.png
13,5,571.7010951543925,0.7519310686038807,25,574.7165324750822,neu,Monday,22,0.6847082593012601,58,female,bus,0.6974704108433798,572.7015150844818,336,1,575.4684635436861,575.4012407343835,5.12,0.5156614996478043,571.0036247435492,42,y,faceWord_exp,180,42,2019102103,image_stim_n.png
12,5,581.7015635255957,0.5864648435963318,25,584.7162716629682,neg,Monday,22,0.6854287809692323,59,female,mob,0.6974277441622689,582.7019196159672,336,1,585.3027365065645,585.4017004439374,3.7,2.490397821352158,581.0041357814334,42,y,faceWord_exp,180,32,2019102103,image_stim_n.png
12,5,591.7020155357895,0.5029093547491357,25,597.3164809542941,neg,Monday,22,0.6858159891562536,60,female,whine,0.6974732980597764,592.7024110849015,180,1,597.8193903090432,598.0022969434503,2.82,3.0668244091236065,591.0045422377298,42,y,faceWord_exp,336,32,2019102103,image_stim_n.png
