delay_frames_before,ID,duration_measured_word,duration_measured_img,offset_img,word_score_warriner,word_trigger,rt,key_t,scan day,word_label,gender,word_score_pc,onset_word,delay_frames_after,response,offset_word,onset_img,duration_frames,condition,word,correct_resp,pause_trigger_t,img,age,session,pause_trigger,img_trigger,no
180,mikkel,0.6964798310000333,0.6899341319999621,105.42961112399996,6.75,11,0.46071771499998704,105.20039470699999,Monday,pos,male,-1.0841943171680315,101.02857892899999,336,b,101.72505876000002,104.739676992,42,faceWord_exp,bird,1,102.72526837199996,image_stim_p.png,,3,31,21,11
180,mikkel,0.696150421000084,0.6971605740000086,115.44174612200004,6.71,11,0.43329612200000156,115.17788167000003,Monday,pos,male,-1.2474567486001964,111.03407967399994,336,b,111.73023009500002,114.74458554800003,42,faceWord_exp,advantage,1,112.73028544900001,image_stim_p.png,,3,31,21,12
180,mikkel,0.696651361000022,0.6908010070000046,125.44694940700003,5.61,13,0.46028555999998844,125.21643396000002,Monday,neu,male,0.5990623206044929,121.04587498599994,336,b,121.74252634699997,124.75614840000003,42,faceWord_exp,witness,1,122.74268512499998,image_stim_p.png,,3,41,21,13
336,mikkel,0.6959618119999504,0.699187633000065,138.05930889900003,6.29,11,0.43351950200008105,137.79364076800005,Monday,pos,male,-1.6804307003665144,131.050032645,180,b,131.74599445699994,137.36012126599996,42,faceWord_exp,flute,1,132.74684676000004,image_stim_p.png,,3,31,21,14
180,mikkel,0.6953034470000148,0.7017066749999685,145.47575247199995,2.11,12,0.42077239900004315,145.19481819600003,Monday,neg,male,3.6129749181587063,141.062943205,336,b,141.75824665200003,144.77404579699999,42,faceWord_exp,criminal,0,142.75893106800004,image_stim_n.png,,3,32,22,15
336,mikkel,0.6964703109999846,0.7023842569999488,158.09581412299997,5.63,13,0.5385720680000077,157.93200193400003,Monday,neu,male,-0.23071750329615884,151.08221717499998,180,y,151.77868748599997,157.39342986600002,42,faceWord_exp,pen,1,152.77992762199995,image_stim_n.png,,3,42,22,16
180,mikkel,0.6952801009999803,0.702861041999995,165.52987538900004,4.95,12,0.5055410789999542,165.332555426,Monday,neg,male,1.239138220826116,161.11713680000003,336,y,161.812416901,164.82701434700004,42,faceWord_exp,debate,1,162.81398574499997,image_stim_n.png,,3,32,22,17
180,mikkel,0.6957584760000373,0.7036721480000097,175.54613350700004,4.32,12,0.40724361999991743,175.24970497899994,Monday,neg,male,1.7592404876513306,171.13393761399993,336,y,171.82969608999997,174.84246135900003,42,faceWord_exp,cold,1,172.82879334899997,image_stim_n.png,,3,32,22,18
336,mikkel,0.6945806239999683,0.7051350750000438,188.165835153,7.3,11,0.27273568700002215,187.73343576499997,Monday,pos,male,-1.4443598905895143,181.15159056699997,180,b,181.84617119099994,187.46070007799995,42,faceWord_exp,raspberry,1,182.84722072199997,image_stim_p.png,,3,31,21,19
336,mikkel,0.6917021259999956,0.6950693940000292,198.179152003,6.32,11,0.4153154939999695,197.89939810299995,Monday,pos,male,-1.100912149643323,191.17065006300004,180,b,191.86235218900003,197.48408260899998,42,faceWord_exp,saxophone,1,192.86345337399996,image_stim_p.png,,3,31,21,20
180,mikkel,0.6966564509999671,0.7031655970000656,205.59635679500002,7.0,11,0.4727816399999938,205.36597283799995,Monday,pos,male,-1.9950971558262764,201.18266917100004,336,b,201.879325622,204.89319119799995,42,faceWord_exp,park,1,202.87949712800003,image_stim_p.png,,3,31,21,21
336,mikkel,0.6951910819999512,0.7022384090000742,218.212851461,5.68,13,0.42228489800004354,217.93289794999998,Monday,neu,male,-0.4971407339658378,211.201101364,180,b,211.89629244599996,217.51061305199994,42,faceWord_exp,cafeteria,1,212.896124589,image_stim_p.png,,3,41,21,22
180,mikkel,0.6961688009999989,0.7023444640000207,225.62950876399998,4.6,12,0.48953351600005135,225.416697816,Monday,neg,male,0.041184453360586966,221.21594133099995,336,b,221.91211013199995,224.92716429999996,42,faceWord_exp,cabbage,0,222.91281710700002,image_stim_n.png,,3,32,22,23
180,mikkel,0.6952846090000548,0.7021334919999163,235.64478453899994,7.25,11,0.5730911169999899,235.51574216400002,Monday,pos,male,-1.6019047514101912,231.23349165599996,336,b,231.928776265,234.94265104700003,42,faceWord_exp,family,1,232.92966319000004,image_stim_p.png,,3,31,21,24
180,mikkel,0.6951037789999646,0.7023941429999923,245.661056197,5.75,13,0.5567489879999812,245.51541104199998,Monday,neu,male,0.5062695562835388,241.249471437,336,y,241.94457521599998,244.958662054,42,faceWord_exp,year,1,242.94610604499996,image_stim_n.png,,3,42,22,25
336,mikkel,0.6940726610000638,0.6976287549999824,258.278301747,3.95,12,0.33379772499995397,257.914470717,Monday,neg,male,1.8802224749820768,251.26739536699995,180,y,251.961468028,257.580672992,42,faceWord_exp,dusty,1,252.962299615,image_stim_n.png,,3,32,22,26
336,mikkel,0.6956448579999233,0.7020826670000133,268.295054898,6.75,11,0.40543003100003716,267.998402262,Monday,pos,male,-1.2126784285084091,261.28368192100004,180,b,261.97932677899996,267.592972231,42,faceWord_exp,agreement,1,262.979024471,image_stim_p.png,,3,31,21,27
336,mikkel,0.7297603910000134,0.7035173399999621,278.34462136499997,4.68,12,0.5737704959999519,278.21487452099996,Monday,neg,male,0.41231466195915456,271.29931047699995,180,y,272.02907086799996,277.641104025,42,faceWord_exp,foot,1,273.02879665,image_stim_n.png,,3,32,22,28
336,mikkel,0.6943962859999147,0.7023904500000526,288.361987868,3.28,12,0.5047040130000369,288.164301431,Monday,neg,male,2.3068979902815,281.349901239,180,y,282.04429752499993,287.659597418,42,faceWord_exp,trial,1,283.045524965,image_stim_n.png,,3,32,22,29
336,mikkel,0.690408390000016,0.703779127999951,298.37871491399994,5.1,13,0.4898065410000072,298.164742327,Monday,neu,male,0.05858023181365075,291.37045307799997,180,y,292.060861468,297.674935786,42,faceWord_exp,cabinet,1,293.061993175,image_stim_n.png,,3,42,22,30
336,mikkel,0.694673124000019,0.7042849460000298,308.395019112,3.4,12,0.34161098599997786,308.03234515199995,Monday,neg,male,3.4172209593162717,301.38340869599995,180,y,302.07808181999997,307.69073416599997,42,faceWord_exp,delirium,1,303.07975283099995,image_stim_n.png,,3,32,22,31
336,mikkel,0.6967045530000178,0.7023650359999465,318.41097789799994,5.71,13,0.5392887389999714,318.24790160099997,Monday,neu,male,0.1511721542964875,311.398202708,180,b,312.094907261,317.708612862,42,faceWord_exp,sum,1,313.09604397199996,image_stim_p.png,,3,41,21,32
336,mikkel,0.696710975999963,0.7008921640000381,328.42787284300005,5.24,13,0.5020725939999693,328.229053273,Monday,neu,male,0.6016604903777263,321.415405501,180,y,322.112116477,327.726980679,42,faceWord_exp,toe,1,323.11260256,image_stim_n.png,,3,42,22,33
336,mikkel,0.6958676049999895,0.7028977049999412,338.44476065599997,5.72,13,0.5067373260000068,338.24860027700004,Monday,neu,male,0.20373950943912453,331.43262681600004,180,y,332.128494421,337.74186295100003,42,faceWord_exp,plane,1,333.128583046,image_stim_n.png,,3,42,22,34
336,mikkel,0.6941274530000783,0.7019338340001013,348.45987461000004,6.62,11,0.33949202500002684,348.09743280099997,Monday,pos,male,-1.0930411682114536,341.44896312899994,180,b,342.143090582,347.75794077599994,42,faceWord_exp,goldfish,1,343.14507226699993,image_stim_p.png,,3,31,21,35
336,mikkel,0.6943115159999707,0.702337306000004,358.478187436,3.45,12,0.7056939369999782,358.48154406699996,Monday,neg,male,3.6017940902369654,351.465568448,180,y,352.15987996399997,357.77585013,42,faceWord_exp,grievance,1,353.16070579099994,image_stim_n.png,,3,32,22,36
180,mikkel,0.6961523620000207,0.6979486889999862,365.89302222699996,4.18,12,0.4013915890000135,365.596465127,Monday,neg,male,1.9197700017151131,361.48352154099996,336,y,362.179673903,365.195073538,42,faceWord_exp,belch,1,363.17921770500004,image_stim_n.png,,3,32,22,37
336,mikkel,0.6954797230000622,0.7036135010000635,378.509997989,7.18,11,0.33995016600010786,378.14633465400004,Monday,pos,male,-1.7760144816699572,371.49909583600004,180,b,372.1945755590001,377.80638448799994,42,faceWord_exp,island,1,373.194004717,image_stim_p.png,,3,31,21,38
336,mikkel,0.6955020979999063,0.7044398180000826,388.52844683,7.15,11,0.3605896690000918,388.184596681,Monday,pos,male,-1.9498998207384868,381.516348582,180,b,382.2118506799999,387.8240070119999,42,faceWord_exp,symphony,1,383.21071799799995,image_stim_p.png,,3,31,21,39
180,mikkel,0.7312422500001503,0.7066666270000042,395.98068055300007,3.0,12,0.3707164439999815,395.64473037000005,Monday,neg,male,3.4211910580769755,391.5298296709999,336,y,392.26107192100005,395.27401392600007,42,faceWord_exp,tax,1,393.2617642900001,image_stim_n.png,,3,32,22,40
180,mikkel,0.6970534930001122,0.6993730250001136,405.99258844400003,7.11,11,0.29208336100009546,405.58529878,Monday,pos,male,-2.098490136277324,401.5828021169999,336,b,402.27985561,405.2932154189999,42,faceWord_exp,rose,1,403.28027039000006,image_stim_p.png,,3,31,21,41
180,mikkel,0.6952703699998892,0.7054324030000316,416.00960081899996,2.62,12,0.30859647700003734,415.61276489299996,Monday,neg,male,4.2618443246155895,411.59724121600004,336,y,412.29251158599993,415.3041684159999,42,faceWord_exp,shame,1,413.2940410550001,image_stim_n.png,,3,32,22,42
336,mikkel,0.6959825999999794,0.7018531950000124,428.6266841749999,6.63,11,0.36090046900017114,428.2857314490001,Monday,pos,male,-1.4106928476010352,421.6139636859999,180,b,422.3099462859999,427.9248309799999,42,faceWord_exp,car,1,423.311038401,image_stim_p.png,,3,31,21,43
336,mikkel,0.6958931219999158,0.7028040800000781,438.643407617,5.73,13,0.37159855000004427,438.31220208699995,Monday,neu,male,0.30770997164376424,431.6308376610001,180,b,432.326730783,437.9406035369999,42,faceWord_exp,reality,0,433.327272244,image_stim_n.png,,3,42,22,44
336,mikkel,0.745498896999834,0.7021885289998409,448.70975633599994,5.4,13,0.6390541499999927,448.6466219570001,Monday,neu,male,-1.7878104403788575,441.64739457300004,180,y,442.3928934699999,448.0075678070001,42,faceWord_exp,harp,1,443.3938199139999,image_stim_n.png,,3,42,22,45
180,mikkel,0.696295629999895,0.7011828489999061,456.1263772169999,5.82,13,0.5537891889998718,455.9789835569999,Monday,neu,male,-1.5026706526379858,451.7146315880001,336,b,452.410927218,455.425194368,42,faceWord_exp,spiritual,1,453.411539242,image_stim_p.png,,3,41,21,46
336,mikkel,0.6972900219998337,0.7018952790001549,468.76030633900007,8.21,11,0.5220857110000452,468.58049677099996,Monday,pos,male,-3.230607919269787,461.7463807580001,180,b,462.44367077999993,468.0584110599999,42,faceWord_exp,joy,1,463.444263318,image_stim_p.png,,3,31,21,47
180,mikkel,0.6975068050001028,0.7036396559999503,476.1780487929999,5.81,13,0.6220932979999816,476.09650243499993,Monday,neu,male,-1.343270424679961,471.76298319,336,y,472.4604899950001,475.47440913699995,42,faceWord_exp,jam,1,473.46010842,image_stim_n.png,,3,42,22,48
180,mikkel,0.6957675310000013,0.7020882609999717,486.1932597199999,3.37,12,0.38860796400012987,485.87977942300006,Monday,neg,male,2.411295736651624,481.782045713,336,y,482.477813244,485.49117145899993,42,faceWord_exp,tobacco,1,483.4784140779999,image_stim_n.png,,3,32,22,49
180,mikkel,0.696787582999832,0.7043505149999874,496.21003989100006,5.95,13,0.5569207649998589,496.06261014099994,Monday,neu,male,-0.6884171372613734,491.79636585800006,336,y,492.4931534409999,495.5056893760001,42,faceWord_exp,egg,1,493.493616051,image_stim_n.png,,3,42,22,50
336,mikkel,0.6958297139999559,0.7017411159999938,508.82545618999995,5.65,13,0.45767989499995565,508.5813949689999,Monday,neu,male,0.13339963708933658,501.8135564610001,180,b,502.50938617500003,508.12371507399996,42,faceWord_exp,pencil,1,503.5104038799999,image_stim_p.png,,3,41,21,51
336,mikkel,0.6951642729998184,0.7037057140000798,518.8766619510001,7.11,11,0.3399289009998938,518.5128851379999,Monday,pos,male,-1.9002611819546853,511.8316099990001,180,b,512.5267742719999,518.172956237,42,faceWord_exp,couple,1,513.5597052909999,image_stim_p.png,,3,31,21,52
336,mikkel,0.6964762820000487,0.7018509590000122,528.893164464,4.85,12,0.389007926999966,528.580321432,Monday,neg,male,-0.3331872788781821,521.880803957,180,b,522.5772802390001,528.191313505,42,faceWord_exp,voter,0,523.5775397829999,image_stim_n.png,,3,32,22,53
336,mikkel,0.6959182299999611,0.703215567999905,538.908847584,5.55,13,0.4744083419998333,538.6800403579999,Monday,neu,male,-0.123291752025302,531.8966447480001,180,b,532.592562978,538.2056320160001,42,faceWord_exp,faucet,1,533.592905677,image_stim_p.png,,3,41,21,54
180,mikkel,0.696660047000023,0.7016328939998857,546.325146906,4.59,12,0.522881494999865,546.146395507,Monday,neg,male,2.1987551193617842,541.9129522279999,336,y,542.6096122749999,545.6235140120001,42,faceWord_exp,volcano,1,543.6101883790001,image_stim_n.png,,3,32,22,55
336,mikkel,0.6945146450000266,0.7015601380001044,558.9419783940001,5.34,13,0.32139886200002366,558.561817118,Monday,neu,male,-0.1793860699809707,551.930594475,180,b,552.62510912,558.240418256,42,faceWord_exp,patent,1,553.625935506,image_stim_p.png,,3,41,21,56
336,mikkel,0.6965074550000736,0.702214013999992,568.9587939300001,5.58,13,0.5729019020000123,568.8294818180001,Monday,neu,male,-0.945340141786388,561.9454056799999,180,y,562.641913135,568.2565799160001,42,faceWord_exp,tuba,1,563.6436015820001,image_stim_n.png,,3,42,22,57
180,mikkel,0.6970738130000882,0.7030006749998847,576.376951872,6.26,11,0.5199400399999377,576.193891237,Monday,pos,male,-2.0727743906520253,571.9627321689999,336,b,572.659805982,575.6739511970001,42,faceWord_exp,fountain,1,573.659107223,image_stim_p.png,,3,31,21,58
336,mikkel,0.6940173039999991,0.6993515700000899,588.992483461,4.57,12,0.5187863700000435,588.811918261,Monday,neg,male,0.7962654471128737,581.982678299,180,y,582.676695603,588.2931318909999,42,faceWord_exp,reporter,1,583.6788676970001,image_stim_n.png,,3,32,22,59
336,mikkel,0.6946541160000379,0.7014937819999432,599.007704603,7.0,11,0.5555128989999503,598.86172372,Monday,pos,male,-1.8894778219780863,591.9970583999999,180,b,592.6917125159999,598.306210821,42,faceWord_exp,coffee,1,593.692283921,image_stim_p.png,,3,31,21,60
